symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-2.5313568985176707,0.5647058823529447,0.54,0.93,0.0,-3.07,-0.37,0.56
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-3.379629629629632,-1.1941083640189398,0.54,0.93,,-3.92,-2.12,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.9986216402481047,-2.8688524590163933,0.54,0.93,1.81,-2.54,-3.8,-4.68
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,2.500355164085811,0.0485335921791614,0.54,0.93,1.81,1.96,-0.88,-1.76
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-0.9497578117580016,2.4459724950884176,0.54,0.93,1.81,-1.49,1.52,0.64
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-3.061136500819177,-3.2946236559139748,0.54,0.93,-0.33,-3.6,-4.22,-2.96
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.6148481233367024,3.2411820781696856,0.54,0.93,0.0,-1.15,2.31,3.24
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-0.5801752870016047,5.6400839454354665,0.54,0.93,0.0,-1.12,4.71,5.64
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.2650283098421931,-2.450807116766828,0.54,0.93,0.0,-0.81,-3.38,-2.45
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-0.6871323347669233,-7.615193598822769,0.54,0.93,0.0,-1.23,-8.55,-7.62
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.4356955380577404,-3.310086921366485,0.54,0.93,2.41,-0.1,-4.24,-5.72
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-2.817147856517939,1.2579762989972612,0.54,0.93,-0.33,-3.36,0.33,1.59
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,1.0698342150288216,8.195789473684213,0.54,0.93,0.0,0.53,7.27,8.2
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.3113824683820323,-2.1050331415252383,0.54,0.93,0.0,-2.85,-3.04,-2.11
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,5.633333333333334,4.312047399605003,0.54,0.93,,5.09,3.38,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-2.7453271028037385,3.255813953488372,0.54,0.93,0.0,-3.29,2.33,3.26
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,7.774390243902429,10.742722882130264,0.54,0.93,1.81,7.23,9.81,8.93
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,5.134474327628362,0.5377601122282,0.54,0.93,0.0,4.59,-0.39,0.54
ADANIPORTS,Transportation,Other Transportation,,unmapped,1.4201183431952662,-3.185720741075468,0.54,0.93,,0.88,-4.12,
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.494949494949495,2.740286298568507,0.54,0.93,1.81,0.95,1.81,0.93
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-4.306934388295891,-1.4604150653343582,0.54,0.93,-0.33,-4.85,-2.39,-1.13
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,1.8869565217391304,-1.488145283336136,0.54,0.93,0.0,1.35,-2.42,-1.49
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,0.2982848620432555,-5.580905580905573,0.54,0.93,0.0,-0.24,-6.51,-5.58
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,0.1709401709401709,4.862881939784369,0.54,0.93,0.0,-0.37,3.93,4.86
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-2.9708853238265003,6.084885231702035,0.54,0.93,-0.33,-3.51,5.15,6.41
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,3.0034655371582595,7.758620689655169,0.54,0.93,0.0,2.46,6.83,7.76
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.839216849599539,-5.443634804972143,0.54,0.93,0.0,-2.38,-6.37,-5.44
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.4455445544554455,4.848800834202294,0.54,0.93,0.0,-0.99,3.92,4.85
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,1.4358499305233834,11.092323300642546,0.54,0.93,-0.33,0.9,10.16,11.42
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.1942690626517754,1.1941400960236424,0.54,0.93,-0.33,-0.73,0.26,1.52
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-3.0262497910048523,-2.5210084033613445,0.54,0.93,0.0,-3.57,-3.45,-2.52
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-2.1592442645074224,-0.3162381410697036,0.54,0.93,0.0,-2.7,-1.25,-0.32
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,7.035087719298249,15.10234883501558,0.54,0.93,0.0,6.5,14.17,15.1
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-1.5997855036196345,5.358851674641149,0.54,0.93,0.0,-2.14,4.43,5.36
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-0.1555918181473154,-2.9867256637168142,0.54,0.93,,-0.7,-3.92,
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-3.163776396264877,-4.476500235866617,0.54,0.93,0.0,-3.7,-5.41,-4.48
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,-0.0124984376952909,-5.414991723811771,0.54,0.93,0.0,-0.55,-6.34,-5.41
