date,symbol,subject,details,category
28-Aug-2026 17:16:19,CUPID,General Updates,Company Has Dispatched Letter Providing The Web-Link To Those Members Whose E-Mail Addresses Are Not Registered With Company / Registrar And Share Transfer Agent / Depository Participants Of The Company.,General Updates
28-Aug-2026 17:15:51,FISCHER,Press Release,"Fischer Medical Ventures Limited has informed the Exchange regarding a press release dated August 28, 2026, titled ""Time Medical International Ventures Launches Next-Generation CLARION 64/128-Slice AI-Driven CT System at India Health Expo 2026"".",Press Release
28-Aug-2026 17:13:51,EMBDL,Copy of Newspaper Publication,"Newspaper Publication - Corrigendum to the Notice of 20"" Annual General Meeting",Copy of Newspaper Publication
28-Aug-2026 17:10:13,DHOOTTRANS,Updates,Dhoot Transmission Limited has informed the Exchange regarding ''.,Updates
28-Aug-2026 17:08:43,CUPID,Press Release,"Cupid Limited has informed the Exchange regarding a press release dated August 28, 2026, titled ""Cupid Limited Receives In-Principle Board Approval for South African Manufacturing Venture"".",Press Release
28-Aug-2026 17:08:41,IKS,General Updates,Inventurus Knowledge Solutions Limited has informed the Exchange about letter sent to Members pursuant to Regulation 36(1)(b) of SEBI LODR Regulations.,General Updates
28-Aug-2026 17:06:31,SAURASHCEM,Updates,The 68th Annual General Meeting ('AGM') of Saurashtra Cement Limited will be held onWednesday the 23rd September 2026 at 4:00 p.m. (1ST) via two-way Video Conference (VC) /Other Audio-Visual Means (OA VM).Pursuant to Regulation 34 of the SEBI (Listing Obligations and Disclosure Requirements)Regulati,Updates
28-Aug-2026 17:00:03,NHPC,General Updates,NHPC Limited has informed the Exchange about appointment of Cost Auditors of Company for FY 2026-27. The other details given in the attached letter.,General Updates
28-Aug-2026 16:59:58,BLUEDART,General Updates,"The Business Responsibility and Sustainability Report of the Company for the financial year 2025-26, is attached.",General Updates
28-Aug-2026 16:58:04,YATHARTH,News Verification,"The Exchange has sought clarification from Yatharth Hospital & Trauma Care Services Limited with respect to recent news item captioned Aster, Advent eye controlling stake in Yatharth Hospital, says report; shares rise 4.5%.  The response from the Company is attached.",News Verification
28-Aug-2026 16:57:50,RAMCOCEM,Copy of Newspaper Publication,The Ramco Cements Limited has informed the Exchange about Copy of notice to shareholders published in newspapers is attached,Copy of Newspaper Publication
28-Aug-2026 16:57:25,THOMASCOOK,Press Release,"Thomas Cook  (India)  Limited has informed the Exchange regarding press release of M/s. Sterling Holiday Resorts Limited, wholly owned Subsidiary of M/s. Thomas Cook (India) Limited dated August 28, 2026, titled ""Sterling Puts Bastar on the Traveller's Map with its 80th Resort"".",Press Release
28-Aug-2026 16:56:40,CEWATER,Shareholders meeting,"Pursuant to Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015, please find enclosed the Notice along with Explanatory Statement of the 27th Annual General Meeting ( AGM ) of the Company scheduled to be held on Tuesday, 22n",Shareholders meeting
28-Aug-2026 16:56:20,NCC,Shareholders meeting,"NCC Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on August 27, 2026. Further, the company has informed the Exchange regarding voting results.",Shareholders meeting
28-Aug-2026 16:55:06,ADVAIT,Shareholders meeting,"Advait Energy Transitions Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 21, 2026",Shareholders meeting
28-Aug-2026 16:54:52,BLUEDART,General Updates,Blue Dart Express Limited has informed the Exchange about General Updates,General Updates
28-Aug-2026 16:50:47,AVANTIFEED,Analysts/Institutional Investor Meet/Con. Call Updates,Avanti Feeds Limited has informed the Exchange about Transcript,Analysts/Institutional Investor Meet/Con. Call Updates
28-Aug-2026 16:50:15,PATELENG,Updates,Patel Engineering Limited has informed the Exchange regarding the successful completion of disinvestment of 32% in ACP Tollways Private Limited,Updates
28-Aug-2026 16:50:04,ANSALAPI,Structural Digital Database,"The Company has submitted the PCS certificate on SDD for the quarter ended 30th June, 2026., as per the requirement by NSE vide email dated 27th August, 2026.",Structural Digital Database
28-Aug-2026 16:47:57,3IINFOLTD,Shareholders meeting,"3i Infotech Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on August 28, 2026",Shareholders meeting
