symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
PREMIERENE,1005.0,-2.322869083487228,57.19,7712.0,26393.0,45979.364665,21198.0,True,6
VBL,421.25,-8.612647792602234,49.88,27792.0,118904.0,118213.8441375,83513.0,True,6
DIVISLAB,9025.0,24.965383550263084,30.26,12256.0,101159.0,91140.27676,52752.0,True,6
KEI,5540.0,13.015095879232966,22.63,2647.0,12478.0,27591.8814325,14346.0,True,6
ASIANPAINT,2626.5,-1.474229124465458,22.27,9764.0,32869.0,29658.224925,53599.0,True,6
DMART,3826.9,-5.039702233250619,21.57,8438.0,77821.0,96561.736545,47563.0,True,6
HINDZINC,626.5,15.793364753719628,20.44,9555.0,154606.0,126427.2320325,56307.0,True,6
SAIL,194.9,19.643953345610804,19.97,9186.0,54697.0,155882.13828,55182.0,True,5
OFSS,11800.0,9.66542750929368,19.5,3275.0,32792.0,60134.39032,20071.0,True,5
MARUTI,13520.0,-0.4344944399440312,19.11,12335.0,64096.0,35764.387135,76892.0,True,5
HYUNDAI,2250.0,14.620478858889454,19.03,2754.0,15408.0,25470.4847925,17224.0,True,5
COCHINSHIP,1547.0,10.610610610610616,18.84,3413.0,24330.0,28066.95808,21533.0,True,5
TATAPOWER,364.0,-3.3842070338420704,17.71,12116.0,44882.0,36548.94621,80525.0,True,5
ICICIGI,1596.9,-4.210905164657178,16.87,3290.0,10819.0,32478.6457775,22797.0,True,5
360ONE,1197.2,7.247155782495753,16.7,1594.0,4192.0,4104.4439,11141.0,True,5
DELHIVERY,449.0,-3.648068669527897,16.42,2757.0,9216.0,15746.1323125,19543.0,True,5
HEROMOTOCO,5595.0,10.792079207920793,16.32,5477.0,35841.0,48841.452825,39036.0,True,5
MARICO,833.0,-3.3642691415313224,15.42,2432.0,6722.0,12402.24204,18206.0,True,5
LODHA,1265.0,9.523809523809524,15.28,3489.0,17504.0,25209.5891875,26329.0,True,5
TATACONSUM,1047.1,-6.098107793023048,14.72,5411.0,13109.0,13992.11418,42182.0,True,5
VOLTAS,1217.0,-8.351532494916793,14.45,5864.0,26395.0,25468.145325,46449.0,True,5
BLUESTARCO,1485.0,-9.58904109589041,14.43,2789.0,6199.0,8669.652095,22122.0,True,5
VEDL,286.5,7.283280284590896,14.35,11370.0,97987.0,65918.06164,90599.0,True,5
MAZDOCK,2625.0,14.18007829491083,14.18,4122.0,44231.0,50219.14365,33187.0,True,5
BDL,1363.0,9.109830291386483,14.13,3745.0,36205.0,34675.06575,30247.0,True,5
CIPLA,1402.7,-0.7008353390910282,13.92,4756.0,28012.0,23647.62237,38914.0,True,5
UNIONBANK,187.52,9.023255813953494,13.71,3781.0,25324.0,33302.4309675,31369.0,True,5
LT,4038.1,5.709424083769632,13.68,14005.0,65681.0,83105.48162,116393.0,True,5
CROMPTON,238.25,-5.4938516461721525,13.34,5309.0,23784.0,30515.714755,45112.0,True,5
BANKINDIA,145.95,0.6551724137930957,13.2,2706.0,13103.0,21494.785,23210.0,True,5
BAJAJFINSV,2010.0,6.63129973474801,13.18,5364.0,18145.0,11318.53128,46076.0,True,5
DRREDDY,1182.0,2.3642504546635448,12.88,4810.0,19397.0,25203.5289375,42159.0,True,5
MANKIND,2393.7,-4.747313967369685,12.85,1756.0,9908.0,14241.30375,15423.0,True,5
CGPOWER,865.05,-0.7742601514108741,12.81,3461.0,10243.0,12930.87949,30476.0,True,5
