symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,233.53,182.0,182.0,,,,True,244611.05,5.772,6.481,,4412
21STCENMGM,46.49,38.26,30.6,,,,False,11715.35,1.545,6.198,,2130
360ONE,1222.9,1125.7,1060.6,,,,False,885037.65,0.376,3.274,,1719
3BBLACKBIO,1313.0,1099.5,1099.5,,,,True,11747.45,1.359,3.54,,90
3IINFOLTD,27.8,21.52,17.0,,,,False,1300267.5,0.133,4.664,,5271
3MINDIA,37300.0,33290.0,32330.0,,,,False,4046.25,0.362,4.933,,5997
3PLAND,33.0,31.33,30.22,33.0,31.33,20.0,False,5552.05,0.146,1.881,-3.03,4551
5PAISA,416.95,344.0,320.05,,,,False,77177.3,0.322,4.356,,2170
63MOONS,957.95,753.0,650.0,,,,False,1622993.85,0.078,5.644,,5231
A2ZINFRA,17.95,13.37,12.0,,,,False,663849.4,0.408,5.561,,3869
AAATECH,101.98,88.0,85.0,,,,False,28971.4,0.317,3.455,,1432
AADHARHFC,517.8,459.3,459.3,,,,False,390890.85,0.505,4.735,,570
AAKASH,9.59,8.06,8.06,,,,False,134755.85,0.533,3.959,,2048
AAREYDRUGS,87.5,74.1,73.41,,,,False,142007.9,1.445,3.043,,1251
AARNAV,36.9,29.15,23.51,,,,False,56912.75,0.405,3.219,,123
AARON,147.89,127.45,111.15,,,,False,19136.45,0.348,3.21,,1960
AARTECH,53.36,45.0,44.85,,,,False,91632.7,0.359,3.122,,775
AARTIDRUGS,453.65,404.5,366.8,,,,False,228713.1,0.267,3.539,,5681
AARTIIND,551.75,476.8,454.5,,,,False,1951535.9,0.364,4.411,,6002
AARTIPHARM,932.6,650.8,645.9,,,,False,1353374.55,0.32,5.769,,885
AARTISURF,677.7,387.7,361.6,,,,False,103662.1,0.123,6.492,,1518
AARVI,164.9,147.55,135.54,,,,False,38876.5,0.378,3.136,,2196
