symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
POWERINDIA,33800.0,5.001553277415346,17.73,12167.0,223008.0,90757.9846425,80793.0,True,5
LTF,315.4,2.719426803452196,14.51,5785.0,83704.0,63583.29,45659.0,True,5
IRFC,85.18,-3.620728671645156,9.41,4552.0,27085.0,32820.1731375,52903.0,True,3
MCX,2973.0,8.148417606402328,9.28,8982.0,186956.0,153686.342205,105741.0,True,3
PAYTM,1583.5,17.296296296296298,8.44,6346.0,190529.0,137715.1293125,81501.0,True,3
PAGEIND,35240.0,-12.075848303393212,7.87,3082.0,73417.0,26279.006102,42241.0,True,3
COFORGE,1813.1,20.48777246145667,7.83,4701.0,106213.0,97863.4022675,64735.0,True,3
360ONE,1180.5,6.832579185520362,7.28,1121.0,16704.0,12339.03895,16523.0,True,3
POLICYBZR,1782.1,13.077411167512686,6.96,2564.0,83288.0,43063.84838,39417.0,True,3
KAYNES,3823.3,13.467873571746557,6.69,3430.0,174980.0,84304.4748,54728.0,True,3
PETRONET,288.15,5.549450549450541,6.29,1697.0,41188.0,32105.47097,28661.0,True,3
BRITANNIA,5453.0,0.7482678983833718,6.26,2190.0,29541.0,40553.925275,37198.0,True,3
BDL,1349.0,7.550027904010208,5.49,2863.0,58552.0,39670.891025,55016.0,True,3
BLUESTARCO,1493.2,-10.848408860230464,5.46,1874.0,18526.0,40989.2097225,36208.0,True,3
RVNL,223.5,-0.8605393896380401,5.29,2490.0,23067.0,27669.5917575,49517.0,True,3
VOLTAS,1223.0,-7.941287165976665,5.16,3794.0,93667.0,55188.57915,77359.0,True,3
KFINTECH,948.0,6.522838361705708,4.91,1024.0,15536.0,29866.3075875,21880.0,True,3
PERSISTENT,5510.0,6.290630606300283,4.66,2485.0,112226.0,39329.8032125,55820.0,True,3
SHREECEM,24340.0,-8.202904016594381,4.63,1098.0,18011.0,20411.3705825,24814.0,True,3
GODFRYPHLP,2117.6,0.6463878326996154,4.62,777.0,36034.0,12473.9149975,17612.0,True,3
LTM,4564.4,11.993326136029044,4.42,1818.0,60577.0,83681.42745,42974.0,True,3
