index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24078.3,24154.9,-0.32,2026-08-19,2026-08-18,False
NIFTY_BANK,^NSEBANK,57239.75,57262.4,-0.04,2026-08-19,2026-08-18,False
NIFTY_NEXT_50,^NSMIDCP,73900.65,74308.9,-0.55,2026-08-19,2026-08-18,False
INDIA_VIX,^INDIAVIX,11.32,11.39,-0.61,2026-08-19,2026-08-18,False
SENSEX,^BSESN,76909.68,77235.46,-0.42,2026-08-19,2026-08-18,False
