symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
NAUKRI,54713,40910,13803,33.74,43908,161348.2591,17129795694,1570.81694,1360
AXISBANK,290941,221156,69785,31.55,201409,778162.75406,81082250443,6019.87943,1251
KFINTECH,28145,21880,6265,28.63,63662,90222.4381,26728013868,3699.79368,961
INDHOTEL,44694,35403,9291,26.24,31950,121348.4272,11509762340,739.1234,735
JSWSTEEL,101412,80451,20961,26.05,103164,425364.9286,48492055775,3838.74275,1299
GLENMARK,54737,43538,11199,25.72,68825,192177.3678,40839727083,3801.29583,2332
MFSL,43377,34541,8836,25.58,34502,107325.82,11093138292,680.18292,1575
ADANIENSOL,57115,46105,11010,23.88,44710,224940.24276,24913792829,2446.48829,1548
TATAPOWER,99429,80391,19038,23.68,58365,164314.64438,15834505296,1846.04546,375
AUBANK,45979,37439,8540,22.81,44770,150708.7457,34218361190,3089.0119,1088
MOTILALOFS,19737,16093,3644,22.64,81323,73138.46058,55377118212,5920.89212,973
ICICIBANK,287828,235168,52660,22.39,165162,779739.0538,86442350582,4989.68582,1411
CHOLAFIN,45277,37048,8229,22.21,26624,163431.19162,15362420362,1223.82862,1888
LTM,52449,42974,9475,22.05,70742,183349.69714,30859370005,3099.72505,4553
COFORGE,78941,64735,14206,21.94,180478,259192.00174,135059134514,14632.94514,1882
HDFCAMC,48387,39712,8675,21.84,54608,129284.56956,30033626319,3027.86319,2624
HINDALCO,141516,116688,24828,21.28,148791,363953.00585,71873990580,5859.7658,1029
UNOMINDA,22298,18413,3885,21.1,13997,60503.68736,3819897862,202.44862,1260
TVSMOTOR,92537,76860,15677,20.4,69542,218280.42853,31838532358,2576.47358,4390
VMM,20953,17428,3525,20.23,11713,42690.33874,1673586153,194.08778,102
GVT&D,52779,44221,8558,19.35,38526,70127.12477,12995032965,929.95465,4050
PNBHOUSING,28227,23726,4501,18.97,62816,84619.39408,40780878339,4143.44339,1175
LICI,84719,71243,13476,18.92,94275,195299.81632,36577038232,5424.66232,419
SBILIFE,37910,31951,5959,18.65,19710,82517.60895,5054412401,312.04901,1782
