symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
GANGAFORGE,2026-08-19,2.37,2.26,566710,566710,100.0,12.81,817
ISTLTD,2026-08-19,652.2,637.1,326,326,100.0,2.11,22
GRAVISSHO,2026-08-19,28.86,28.72,57,57,100.0,0.02,1
TOKYOPLAST,2026-08-19,77.2,77.01,1268,1268,100.0,0.98,17
INDOTHAI,2026-08-19,69.57,66.1,42916,42916,100.0,28.37,438
ADDIND,2026-08-19,89.5,87.0,59,59,100.0,0.05,5
SRGHFL,2026-08-19,259.1,260.1,99,99,100.0,0.26,6
SURYALA,2026-08-19,382.95,380.1,293,293,100.0,1.12,6
HBESD,2026-08-19,75.0,74.8,1487,1487,100.0,1.11,18
VADILENT,2026-08-19,10002.0,10100.0,2,2,100.0,0.2,2
VCL,2026-08-19,1.85,1.94,870987,870987,100.0,16.9,129
VGCL,2026-08-19,58.21,57.92,354,354,100.0,0.2,26
VIJSOLX,2026-08-19,700.0,706.0,320,320,100.0,2.26,17
CRAVATEX,2026-08-19,347.9,347.9,228,228,100.0,0.79,10
POLYSPIN,2026-08-19,30.65,30.48,25,25,100.0,0.01,5
BLUECHIP,2026-08-19,1.87,1.9,7570,7570,100.0,0.14,19
PREMCO,2026-08-19,375.65,376.6,586,586,100.0,2.23,45
SAB,2026-08-19,170.0,170.0,5,5,100.0,0.01,2
RRECL,2026-08-19,136.35,143.5,1377,1377,100.0,1.97,33
PARNAXLAB,2026-08-19,122.0,120.24,526,526,100.0,0.64,35
NIMBSPROJ,2026-08-19,179.44,176.0,205,205,100.0,0.36,5
ALFREDHE,2026-08-19,2985.6,3034.9,38,38,100.0,1.15,23
SAYAJIIND,2026-08-19,109.7,111.9,100,100,100.0,0.11,100
ONIXSOLAR,2026-08-19,356.65,338.85,5926,5926,100.0,20.08,56
NIRAJISPAT,2026-08-19,212.0,224.0,12,12,100.0,0.02,2
MPDL,2026-08-19,28.6,28.6,185,185,100.0,0.05,6
NATIONSTD,2026-08-19,134.0,127.3,11328,11328,100.0,14.42,250
LFIC,2026-08-19,140.88,140.18,2,2,100.0,0.0,2
ARYAMAN,2026-08-19,599.9,587.0,20,20,100.0,0.12,7
SIGMAADV,2026-08-19,658.45,691.35,89369,89369,100.0,617.85,658
MASKINVEST,2026-08-19,148.13,146.66,25,25,100.0,0.04,6
KJMCFIN,2026-08-19,61.99,55.35,322,322,100.0,0.2,10
LADDERUP,2026-08-19,50.33,49.69,967,967,100.0,0.47,7
PBMPOLY,2026-08-19,60.42,60.0,30,30,100.0,0.02,1
PHOENXINTL,2026-08-19,30.17,30.76,393,393,100.0,0.12,18
VISACHROME,2026-08-19,37.89,37.78,6979,6978,99.99,2.64,35
UEL,2026-08-19,211.36,200.8,4624,4620,99.91,9.28,197
SAYAJIHOTL,2026-08-19,315.4,323.6,2036,2034,99.9,6.59,30
IWP,2026-08-19,33.81,34.16,1774,1770,99.77,0.6,27
ITL,2026-08-19,320.05,326.9,880,878,99.77,2.84,33
VOITHPAPR,2026-08-19,1492.3,1489.0,406,405,99.75,6.06,16
VIVOBIOT,2026-08-19,19.1,19.05,17072,17016,99.67,3.25,376
ARTNIRMAN,2026-08-19,43.02,43.19,799,796,99.62,0.34,10
TEAMGTY,2026-08-19,234.97,229.99,10052,10013,99.61,23.12,37
SHIVATEX,2026-08-19,165.86,166.1,2129,2120,99.58,3.54,28
SAHLIBHFI,2026-08-19,70.0,71.09,77265,76773,99.36,54.69,86
OBCL,2026-08-19,54.0,54.19,53732,53383,99.35,28.9,37
SONAL,2026-08-19,90.8,90.46,140,139,99.29,0.13,10
SHIVAUM,2026-08-19,442.0,447.15,51140,50737,99.21,227.59,65
HBPOR,2026-08-19,60.94,60.0,894,883,98.77,0.54,16
PEARLPOLY,2026-08-19,16.12,15.9,5138,5068,98.64,0.81,32
SIMPLXREA,2026-08-19,130.0,123.92,51,50,98.04,0.06,4
CFEL,2026-08-19,29.08,30.5,10228,10004,97.81,3.08,150
HPIL,2026-08-19,130.06,131.04,2925,2859,97.74,3.83,27
KHANDSE,2026-08-19,17.47,17.18,2704,2640,97.63,0.47,41
NEXTMEDIA,2026-08-19,3.71,3.87,4320,4215,97.57,0.16,27
VIRAT,2026-08-19,343.0,333.95,1066,1040,97.56,3.48,18
WEWIN,2026-08-19,46.0,46.55,450,439,97.56,0.21,15
AIROLAM,2026-08-19,87.91,88.5,1413,1371,97.03,1.26,23
BENARAS,2026-08-19,10205.0,10189.0,160,155,96.88,16.35,34
ICDSLTD,2026-08-19,40.38,40.0,1381,1331,96.38,0.56,6
CYBERMEDIA,2026-08-19,16.23,16.7,8550,8239,96.36,1.41,50
PKTEA,2026-08-19,723.75,728.35,11027,10611,96.23,80.22,84
HRYNSHP,2026-08-19,101.78,99.01,1402,1347,96.08,1.39,42
INNOVANA,2026-08-19,305.25,310.05,21610,20720,95.88,66.03,160
KIRANVYPAR,2026-08-19,196.31,201.99,1229,1178,95.85,2.46,36
TECILCHEM,2026-08-19,8.54,10.24,80792,77440,95.85,7.75,155
CURAA,2026-08-19,69.74,72.0,24,23,95.83,0.02,6
COMPEAU,2026-08-19,355.05,344.05,1648,1578,95.75,5.81,112
PRISMX,2026-08-19,0.54,0.53,242669,232033,95.62,1.29,109
BLBLIMITED,2026-08-19,16.12,16.16,238169,227311,95.44,38.42,227
KRITI,2026-08-19,65.81,66.43,315103,300698,95.43,209.12,381
SHIVACEM,2026-08-19,16.8,16.97,13981,13333,95.37,2.36,1466
PRAXIS,2026-08-19,5.4,5.51,163759,156025,95.28,9.0,250
SAICAPI,2026-08-19,151.33,150.8,146,139,95.21,0.22,12
ORIENTALTL,2026-08-19,5.01,5.06,125177,119171,95.2,6.27,228
INFOMEDIA,2026-08-19,5.17,5.09,21621,20567,95.13,1.1,68
NICCOPAR,2026-08-19,75.25,76.52,1280,1217,95.08,0.98,185
LAHOTIOV,2026-08-19,42.28,41.16,6511,6189,95.05,2.7,31
TFL,2026-08-19,11.07,11.41,41490,39401,94.97,4.75,56
NEAGI,2026-08-19,3325.2,3420.8,19,18,94.74,0.65,11
SAMPANN,2026-08-19,26.42,26.02,10726,10140,94.54,2.79,107
SELMC,2026-08-19,27.74,27.09,6766,6394,94.5,1.85,77
AMBICAAGAR,2026-08-19,24.29,24.83,16120,15196,94.27,4.01,66
HEADSUP,2026-08-19,6.67,6.78,3535,3331,94.23,0.24,51
SHRJAGP,2026-08-19,700.8,709.2,395,372,94.18,2.78,42
GVPTECH,2026-08-19,6.98,7.01,25518,23996,94.04,1.79,131
HAZOOR,2026-08-19,21.34,21.2,60106,56510,94.02,12.75,188
NORBTEAEXP,2026-08-19,66.72,69.14,2396,2252,93.99,1.65,37
INDPRUD,2026-08-19,6198.0,6175.0,33,31,93.94,2.05,16
SVGLOBAL,2026-08-19,133.0,130.0,670,629,93.88,0.84,18
SILLYMONKS,2026-08-19,15.45,15.89,6520,6114,93.77,1.03,48
SVPGLOB,2026-08-19,3.77,3.72,47880,44879,93.73,1.79,48
BALAXI,2026-08-19,23.72,23.79,30405,28490,93.7,7.31,104
KEEPLEARN,2026-08-19,2.01,1.91,50562,47311,93.57,0.99,80
BIL,2026-08-19,831.25,842.6,8355,7814,93.52,69.54,175
WORTHPERI,2026-08-19,154.54,152.59,9789,9142,93.39,15.08,77
BSL,2026-08-19,122.85,121.23,2317,2162,93.31,2.82,58
SHIVAAGRO,2026-08-19,40.18,40.39,13862,12926,93.25,5.69,83
KSR,2026-08-19,28.47,28.84,5470,5096,93.16,1.56,875
EUROBOND,2026-08-19,157.68,157.35,7378,6870,93.11,11.62,71
ATLASCYCLE,2026-08-19,97.19,97.0,1722,1603,93.09,1.67,78
SOMATEX,2026-08-19,88.38,85.94,15972,14863,93.06,13.78,346
MSL,2026-08-19,145.0,144.9,341,317,92.96,0.49,19
