symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
SAMBHV,131.08,14,10.16977643301396,14.26,14.58,41.41,,14.43,5.371286010924281,123.02,137.63,False,0,Buy,Non-Energy Minerals
ACE,1129.0,14,5.189602161557817,9.28,6.17,41.04,,5.93,40.18139531673499,1068.73,1185.45,False,0,Buy,Producer Manufacturing
QPOWER,1426.5,14,9.629572702121116,13.72,10.61,54.14,,10.06,67.29870736558031,1325.55,1497.82,False,0,Buy,Producer Manufacturing
AKUMS,776.35,14,2.0237860569025528,6.11,2.6,49.15,,11.2,27.055166166698346,735.77,815.17,False,0,Buy,Health Technology
KENNAMET,4682.4,14,40.77748714710922,44.87,41.76,63.14,,9.69,240.702127738842,4321.35,4916.52,False,0,Buy,Producer Manufacturing
TDPOWERSYS,804.9,14,15.397849462365588,19.49,16.38,45.69,,10.29,36.5414870455448,750.09,845.14,False,0,Strong buy,Producer Manufacturing
KSL,968.75,14,14.821619058907189,18.91,19.23,43.4,,16.44,41.10626911696694,907.09,1017.19,False,0,Strong buy,Non-Energy Minerals
IVC,9.11,14,9.759036144578298,13.85,7.87,80.03,,20.64,0.4798806330935287,8.39,9.57,False,2,Buy,Finance
OIL,489.8,14,3.793176520449255,7.88,6.18,36.27,12.62,12.94,13.710729078949186,469.23,514.29,False,0,Buy,Energy Minerals
EVEREADY,363.0,14,2.542372881355932,6.63,3.52,42.31,,23.37,12.546193731359129,344.18,381.15,False,0,Buy,Producer Manufacturing
WENDT,8812.5,14,9.813084112149532,13.9,10.79,42.56,,11.65,294.0915751160247,8371.36,9253.12,False,0,Strong buy,Producer Manufacturing
TIIL,3250.2,14,22.64905660377358,26.74,23.63,45.59,,18.76,138.36042336988163,3042.66,3412.71,False,0,Buy,Producer Manufacturing
AAREYDRUGS,98.89,13,20.59756097560976,24.69,21.18,65.21,,2.43,4.167133299365911,92.64,103.83,False,0,Buy,Health Technology
PITTIENG,1167.9,13,20.725656398594182,24.82,21.71,47.31,,11.82,46.72030450811489,1097.82,1226.3,False,0,Buy,Producer Manufacturing
HARSHA,445.0,13,8.536585365853659,12.63,9.52,54.89,,11.16,14.446607899199329,423.33,467.25,False,0,Buy,Producer Manufacturing
SUNDRMFAST,1270.0,13,4.958677685950414,9.05,3.56,50.5,,6.08,41.82198676858299,1207.27,1333.5,False,0,Buy,Producer Manufacturing
VAISHALI,8.77,13,9.488139825218472,13.58,10.07,65.07,,44.81,0.5044176421122929,8.01,9.21,False,0,Strong buy,Health Technology
KHAITANLTD,162.51,13,9.434343434343427,13.52,8.03,71.3,,9.53,9.51869786929305,148.23,170.64,False,0,Strong buy,Consumer Durables
JINDALSAW,311.95,13,14.05850091407678,18.15,18.47,44.78,,8.11,10.777022668126236,295.78,327.55,False,0,Buy,Non-Energy Minerals
GRANULES,909.3,13,6.040816326530607,10.13,6.62,63.58,,6.74,26.68991811166733,869.27,954.76,False,0,Buy,Health Technology
