symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,70795,316106070,316176865,1074843.6943725,480566802662102.0,7717599.4703925,12881647,23118.6
BANKNIFTY,24149,2319501,2343650,409102.04537400004,3966915637211.7,695490.5774910001,1284053,55794.75
HDFCBANK,95853,927386,1023239,452225.25673,445624364549.0,505542.84222,1099548,716.55
SOLARINDS,28256,386129,414385,289795.53551,404743737906.5,353551.289575,89456,19250.0
INFY,51129,397058,448187,223154.7678,175714926884.0,248939.31664,355862,1077.0
RELIANCE,32355,317145,349500,202982.8374,205561250860.0,225331.596,637070,1235.3
ICICIBANK,20156,138108,158264,192770.73704,134819112232.0,206076.62936,267228,1350.4
MIDCPNIFTY,10007,241829,251836,172178.82646799998,423418552986.0,203462.486328,146989,14266.35
TCS,26490,318082,344572,137319.9456825,167385479161.5,162099.4722975,244313,2251.0
BSE,20042,158529,178571,135021.41824,110372721166.0,156934.6299,153316,3310.0
SBIN,17076,214981,232057,125970.8043,165226686637.5,140292.345675,318124,968.0
PAYTM,9279,76570,85849,118556.83604,101216437398.25,135598.3900225,66214,1730.0
COFORGE,11428,110333,121761,99072.497715,98564935006.75,115793.8577825,73819,1775.5
BHARTIARTL,12382,73128,85510,108018.86574,65072716190.5,113692.037645,224195,1830.4
AXISBANK,13822,69547,83369,107039.6156875,54761314943.75,112177.390125,209583,1222.9
BEL,18310,117188,135498,102162.57687,67855832856.0,110146.32918,157033,382.9
TMPV,18264,129238,147502,91756.10928,66592322144.0,101650.13072,117715,303.6
ADANIENT,8884,70608,79492,81815.6692374,66985463300.67,90813.70174409999,99717,2928.6
MCX,9468,85606,95074,68170.317705,64106874317.25,80144.6858775,86285,3173.5
KOTAKBANK,9004,48119,57123,74551.9784,40475150780.0,78851.7862,154630,409.8
LT,10607,58374,68981,71830.5220325,40676689602.5,75774.1930575,140960,3850.7
HCLTECH,11780,166623,178403,60135.82848,86577336344.0,73956.95192,110993,1253.7
TECHM,6185,75283,81468,59867.48682,73747527576.0,70651.05858,59226,1575.9
PERSISTENT,8271,89168,97439,58234.4403375,64596264608.75,69471.336425,54143,5477.5
LAURUSLABS,3799,27262,31061,62852.64174,46016018268.0,68946.05442,46526,1926.9
TATASTEEL,12493,72785,85278,63242.639075,38061960777.5,68459.6781,185144,183.65
IDEA,5905,29456,35361,61956.2525475,33603811860.75,68451.021405,136753,14.45
M&M,10528,47099,57627,65040.08964,30086218588.0,68415.47552,131614,3029.5
BAJFINANCE,8215,37888,46103,62704.546575,29883377505.0,66108.521625,146978,1009.2
HAL,7499,93515,101014,53625.672135,69597395560.5,62458.25274,90544,4695.0
LTM,7628,65775,73403,50790.22923,45417302905.5,59590.608285,50447,4346.6
SHRIRAMFIN,6587,39149,45736,54232.3556775,34028559741.0,58733.8780875,67346,979.8
BHEL,4546,25571,30117,50190.385875,29295878272.5,55096.6311,54002,412.85
CHOLAFIN,4711,10335,15046,53215.517625,12098873775.0,54786.380375,33677,1791.6
WIPRO,9772,65306,75078,49981.9149,34229813220.0,54670.0221,132196,170.0
TITAN,5781,37086,42867,49815.179925,32466799155.0,52931.258975,61392,4856.0
ETERNAL,6237,37336,43573,48509.4203975,29765917416.0,52658.4770575,104236,315.25
KALYANKJIL,5407,42115,47522,44640.781965,35728108870.5,52148.41317,55929,604.2
ASHOKLEY,5811,35306,41117,46451.023,29874316600.0,50652.189,62051,156.65
JIOFIN,8705,37384,46089,46992.032795,21025380228.5,49702.58883,186517,225.6
CGPOWER,6061,39983,46044,44891.25689,30834111556.0,49342.75245,39838,858.0
DIVISLAB,4891,42769,47660,45359.04121,40009069319.0,49138.9344,74550,9198.0
INDIGO,5912,52079,57991,43048.71963,38983374087.0,47950.5105,86336,4776.0
DIXON,6157,73184,79341,40819.638745,50877482992.0,47155.593665,153228,13180.0
HEROMOTOCO,5109,35265,40374,40248.26136,28524712008.0,43502.88144,59990,5166.0
POWERINDIA,4999,45319,50318,38012.8873875,36426910865.5,42553.8710425,60829,30790.0
ADANIPORTS,4721,31641,36362,39085.739895,26607402067.5,41843.22557,73254,1713.8
SUNPHARMA,6193,34356,40549,40045.96365,22661616943.0,41720.77308,88587,1835.0
GVT&D,6900,56240,63140,37327.468475,31641123348.75,41694.8269625,57972,4246.9
ITC,8480,78650,87130,38347.948185,36146878510.5,41643.555165,210714,258.0
DRREDDY,5451,27071,32522,39126.59675,19948734131.25,41210.5005625,60417,1145.0
HINDUNILVR,6421,60321,66742,37746.35403,36259003206.0,41194.50609,117223,1938.1
ANGELONE,4902,25116,30018,37207.285,19790229250.0,41170.0775,29673,297.5
DABUR,7701,49607,57308,37176.785625,24388134725.0,40256.070375,51191,384.9
ADANIPOWER,5059,33871,38930,36750.17936,25609822759.0,39652.64445,86648,202.0
YESBANK,5064,25879,30943,36815.26255,19615258581.0,39491.94936,63464,23.07
HINDALCO,5304,42284,47588,36025.13019,30030154119.0,39259.83138,106139,958.7
MPHASIS,5020,62301,67321,33301.42123,42120269845.5,38660.163685,28209,2378.0
MARUTI,5243,104785,110028,32458.803695,67326198496.0,38309.538655,164791,12231.0
WAAREEENER,8006,31783,39789,36092.5569725,14912393588.75,37896.76786,69149,2555.0
GRASIM,4500,23713,28213,35973.415725,19019502210.0,37404.737825,49380,3171.0
INDHOTEL,4889,13213,18102,35584.721,9746836040.0,36718.7814,41438,715.0
JSWSTEEL,4155,20360,24515,35004.882105,17827931499.75,36689.8871025,85157,1229.2
OFSS,2509,25372,27881,29715.76409,31176838308.0,35080.24717,29157,11803.0
AUBANK,3220,10727,13947,33595.1379,11588691490.0,34911.6528,41103,1028.0
BDL,6637,38677,45314,31981.5520475,20439533517.0,34896.4572175,66035,1135.0
FEDERALBNK,3916,11806,15722,33579.271,10371814100.0,34796.287,55001,343.0
IDFCFIRSTB,4128,17145,21273,32840.4748,13991525782.5,34457.969875,69202,84.8
NAUKRI,4443,21037,25480,31491.665095,15439903611.0,33657.961205,35587,1261.5
CUMMINSIND,3237,12544,15781,32153.65378,12883139278.0,33528.84656,43433,4874.0
GODREJPROP,5287,42724,48011,29089.5430475,24936796433.25,33286.02238,59131,1659.3
POLYCAB,2798,23068,25866,28683.5427625,24761963448.75,31281.67725,65575,8143.5
TATACONSUM,5393,21167,26560,29744.080355,11906992553.5,30938.11589,55615,986.1
INDUSINDBK,4229,15633,19862,28585.80858,10920890190.0,29966.71048,72880,956.5
COALINDIA,4628,52798,57426,26433.563625,30699142587.0,29559.766995,127287,419.25
ATHERENERG,4269,35486,39755,25396.66815,22337881507.5,29545.458225,34642,1568.5
NTPC,5645,32250,37895,27835.1274,16248395790.0,29366.8353,118125,329.5
BANKBARODA,3966,22520,26486,27241.5975975,15961931329.5,29192.4421425,85231,232.7
BAJAJ-AUTO,3008,43243,46251,26064.363855,38362687281.75,29190.3616725,61579,11424.0
SIEMENS,4087,19134,23221,27276.5021375,13413182525.75,28762.964895,39221,3770.0
COCHINSHIP,4679,38730,43409,25256.68508,22309643312.0,28465.1982,44944,1325.0
SWIGGY,5226,20126,25352,26564.9673625,10584959612.75,28354.34099,92739,275.0
HDFCAMC,3789,7034,10823,27483.32451,5268859983.0,28072.57434,39613,2409.0
EICHERMOT,3344,33555,36899,25137.92555,25676214206.0,27312.16761,68351,7452.5
DLF,4090,28830,32920,24503.6046,18035706461.5,26962.814215,74023,620.85
ABCAPITAL,2096,12416,14512,25081.20038,15428722568.0,26891.98106,22621,378.8
JINDALSTEL,3678,9318,12996,25367.9948125,6647380600.0,26157.1758125,40033,1095.0
ULTRACEMCO,4516,20253,24769,24461.049525,11360827589.0,25528.945415,70540,10697.0
LICI,4305,23084,27389,23900.7048,13343366848.0,25270.62328,64892,391.5
HDFCLIFE,4050,20906,24956,23344.83404,12455119886.0,24875.8279,91734,516.1
MOTHERSON,2400,8904,11304,23768.17068,9213431296.5,24823.289895,35079,158.15
SBICARD,4437,28949,33386,22459.8844,15235296088.0,24692.60528,48069,618.6
ONGC,4113,47303,51416,21759.1011,25615366245.0,24644.10105,72625,235.95
CDSL,3541,24395,27936,22291.4751175,16168070235.0,24316.0324675,61939,1311.0
AUROPHARMA,2459,14088,16547,22437.287675,13208001158.0,24288.409255,37069,1660.0
MAXHEALTH,4226,14253,18479,22945.61136,7883047221.0,24076.81857,33738,1030.0
TVSMOTOR,3048,24811,27859,21741.12353,18196865928.5,23942.345315,73750,4050.0
ABB,2399,21762,24161,21299.6324,20027770180.0,23899.8342,29408,7005.0
LTF,3248,18160,21408,21907.371375,12845251732.5,23663.5137,39917,296.8
KPITTECH,4336,46547,50883,19249.76682,21446783211.5,23270.921435,28620,563.0
LODHA,2987,30658,33645,20134.7284375,21577525806.25,23252.1115,38742,1064.8
