symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,178.0,,,,False,225034.2,3.592,3.167,,4394
21STCENMGM,40.17,30.6,30.6,,,,True,6221.6,1.256,9.78,,2112
360ONE,1170.0,1065.0,1031.3,,,,False,1518188.8,0.769,3.039,,1701
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12950.45,0.268,3.854,,72
3IINFOLTD,23.32,17.31,16.25,,,,True,1041531.65,1.535,6.04,,5253
3MINDIA,36880.0,33905.0,31010.0,,,,False,4063.05,1.557,3.452,,5979
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3255.65,0.639,2.584,-8.116,4533
5PAISA,400.0,344.0,299.0,,,,False,60642.3,0.57,3.944,,2152
63MOONS,950.0,650.0,596.65,,,,True,1612011.1,8.677,6.867,,5213
A2ZINFRA,15.95,12.0,12.0,,,,True,300469.35,5.182,4.215,,3851
AAATECH,97.98,85.0,85.0,,,,False,14170.2,0.505,4.196,,1414
AADHARHFC,563.0,487.1,449.8,,,,False,345618.75,0.65,6.275,,552
AAKASH,9.9,8.56,8.55,,,,False,133374.95,0.863,3.148,,2030
AAREYDRUGS,87.99,73.41,73.41,,,,False,20810.15,0.316,7.549,,1233
AARNAV,37.4,23.51,22.0,,,,False,163787.55,0.542,4.182,,105
AARON,154.8,111.15,111.15,,,,False,58125.35,0.368,5.188,,1942
AARTECH,60.98,44.85,39.98,,,,False,178519.6,0.105,9.154,,757
AARTIDRUGS,435.25,377.55,365.0,,,,False,213083.6,0.879,4.034,,5663
AARTIIND,516.95,462.05,424.0,,,,False,1306739.45,8.642,3.295,,5984
AARTIPHARM,735.0,650.8,604.15,,,,False,136460.15,1.143,3.972,,867
AARTISURF,409.2,361.6,355.2,,,,False,10611.05,1.227,3.172,,1500
AARVI,168.4,138.0,124.51,,,,False,73014.2,2.329,3.073,,2178
AASTHA,140.01,74.4,74.4,,,,False,5621426.5,0.142,5.799,,20
AATMAJ,20.5,16.7,16.7,,,,False,2800.0,0.0,11.441,,763
AAVAS,1544.9,1346.2,1247.6,,,,False,74020.65,0.366,4.371,,1933
ABAN,16.0,12.89,12.89,,,,False,71211.7,1.215,4.42,,5950
ABANSENT,30.4,25.14,24.51,,,,False,6502.85,2.055,3.267,,72
ABB,7924.5,6715.5,6653.0,,,,False,422202.15,0.826,4.739,,5984
ABBOTINDIA,28940.0,26025.0,25200.0,,,,False,12594.3,0.493,5.772,,5954
ABCAPITAL,413.0,384.0,334.8,413.0,384.0,20.0,False,3597454.8,3.043,2.814,-2.107,2205
ABCOTS,221.72,196.81,196.81,,,,False,22393.45,0.251,3.657,,1116
ABDL,711.7,580.0,534.0,,,,False,567220.25,0.597,5.781,,519
ABFRL,63.5,55.1,55.1,,,,False,4712356.8,3.021,5.113,,3218
ABINFRA,11.99,9.78,8.82,,,,False,2175382.2,0.691,5.636,,1733
ABLBL,100.04,91.9,91.9,,,,False,735994.1,1.153,3.957,,277
ABMINTLLTD,48.74,39.15,39.15,48.74,39.15,20.0,False,2002.5,0.14,2.959,-10.32,2493
ABMKNO,222.91,188.8,188.8,,,,False,2029.75,0.241,3.758,,72
ABREL,1471.2,1335.6,1155.0,,,,False,124537.55,2.147,3.128,,7676
ABSLAMC,1193.1,973.3,973.3,,,,False,353271.75,0.753,5.545,,1191
ABSMARINE,248.8,213.8,213.8,,,,False,35100.0,0.556,4.605,,546
ACC,1405.0,1312.0,1297.0,,,,False,168940.0,0.807,3.012,,5981
ACCELYA,1180.0,1085.9,1085.9,,,,False,8635.45,0.736,3.346,,5981
ACCENTMIC,530.0,482.2,417.05,530.0,482.2,20.0,False,70100.0,0.442,2.821,-6.708,647
ACCURACY,5.49,4.62,4.62,,,,False,53089.1,1.603,4.074,,1991
ACE,1087.5,957.8,850.5,,,,False,739358.15,0.402,3.164,,4897
ACEINTEG,22.89,18.82,18.75,,,,False,6357.3,0.973,4.796,,2235
ACI,604.25,518.5,508.5,,,,False,374438.7,2.047,3.476,,915
ACL,51.69,46.34,46.34,,,,False,16872.55,0.532,3.108,,3881
ACMESOLAR,398.65,344.7,286.85,,,,False,1969711.05,0.734,3.543,,427
ACSTECH,46.5,39.15,31.71,,,,False,217473.4,0.412,3.546,,72
ACUTAAS,3740.0,3062.1001,2864.2,,,,False,429271.95,2.107,4.394,,1210
ADANIENSOL,1789.0,1571.0,1357.6,,,,False,2591858.85,0.687,3.99,,2718
ADANIENT,3245.0,2972.7,2739.3,,,,False,1454889.05,0.596,4.316,,5983
ADANIGREEN,1631.5,1350.0,1350.0,,,,False,2817688.55,0.558,5.239,,2008
ADANIPORTS,1883.5,1650.0,1650.0,,,,False,2028512.95,2.319,5.811,,4607
ADANIPOWER,228.94,207.11,207.11,,,,False,28682660.4,0.531,3.506,,4184
ADFFOODS,330.75,260.0,259.85,,,,False,253887.8,2.026,5.215,,3920
ADL,74.0,66.0,66.0,74.0,66.0,20.0,False,1036.05,1.868,2.103,-3.608,1443
ADOR,1597.0,1272.1,1073.2,,,,False,83410.95,0.448,3.935,,5981
ADROITINFO,10.48,8.36,8.36,,,,False,24091.7,2.351,3.82,,2667
ADSL,129.75,111.51,111.51,,,,False,177356.85,0.416,4.795,,4693
ADVAIT,2363.5,2050.0,1916.9,,,,False,40549.2,1.052,3.272,,133
ADVANCE,126.99,106.31,93.77,,,,True,360861.7,1.729,4.026,,203
ADVANIHOTR,54.0,50.83,50.0,54.0,50.83,20.0,False,21311.2,0.554,2.466,-5.444,4714
ADVENTHTL,164.0,137.0,120.02,,,,False,653556.7,0.064,4.779,,180
ADVENZYMES,335.4,304.25,297.0,,,,False,179224.65,1.306,3.033,,2473
AEGISLOG,1434.5,1164.4,705.0,,,,False,1917939.75,0.434,3.511,,5978
AEGISVOPAK,311.49,256.55,182.5,,,,False,3328902.8,0.254,3.981,,293
AEPL,17.8,14.01,14.01,,,,False,15655.3,0.385,3.798,,97
AEQUS,274.39,215.0,173.6,,,,False,8049275.9,0.142,6.389,,161
AEROENTER,134.19,115.3,93.4,134.19,115.3,20.0,False,623422.4,0.364,2.988,-10.999,915
AEROFLEX,471.0,396.1,376.55,,,,False,1574344.55,0.588,3.669,,722
AERONEU,93.77,83.15,83.15,93.77,83.15,20.0,False,52839.65,0.914,2.54,-8.286,877
AEROPLANE,201.09,163.0,117.2,,,,True,807728.85,1.231,3.551,,85
AETHER,1614.4,1305.0,1061.8,,,,True,474607.35,5.167,5.85,,1031
AFCONS,315.1,269.7,269.7,,,,False,1802892.6,0.558,4.958,,434
AFFLE,1669.6,1419.1,1390.5,,,,False,534901.0,0.567,4.452,,1728
AFFORDABLE,213.1,162.6,162.6,,,,False,21561.1,0.353,5.033,,439
AFIL,10.24,8.99,8.99,10.24,8.99,20.0,False,614894.0,1.262,2.612,-9.18,523
AFSL,205.0,201.0,200.0,,,,False,7888.15,1.104,3.296,,890
AGARIND,551.25,471.1,411.35,,,,False,242748.85,0.09,3.344,,3007
AGARWALEYE,505.0,463.0,437.0,505.0,463.0,20.0,False,90157.5,0.485,2.789,-5.347,368
AGARWALFT,41.65,37.5,28.55,,,,False,750.0,0.0,14.525,,845
AGI,743.95,657.5,582.5,,,,False,122372.7,0.61,3.878,,5983
AGIIL,365.0,301.0,301.0,,,,False,2443296.35,2.09,5.475,,511
AGL,19.86,12.03,12.03,,,,False,3016780.85,0.299,12.221,,21
AGNI,18.4,16.65,16.65,,,,False,6625.0,1.509,3.769,,988
AGRITECH,119.9,106.0,105.1,,,,False,2086.0,1.033,3.424,,3085
AGROPHOS,30.8,28.0,28.0,30.8,28.0,20.0,False,10189.75,1.035,2.458,-5.032,2320
AGSTRA,2.56,2.1,2.1,,,,False,35770.45,0.0,18.941,,1113
AGUL,62.65,49.6,49.6,,,,False,1200.0,0.0,21.121,,809
AHCL,16.19,14.18,13.45,,,,False,4443313.45,1.082,3.265,,228
AHLADA,40.2,35.7,35.7,,,,False,8230.25,1.22,3.108,,1928
AHLEAST,159.0,138.25,138.25,,,,False,5027.85,0.235,3.573,,3942
AHLUCONT,885.0,791.1,739.55,,,,False,37056.15,0.406,3.862,,4108
AHLWEST,610.0,532.0,521.0,,,,False,637.75,0.276,3.392,,3947
AIAENG,4912.5,4484.0,3932.7,,,,False,68381.8,1.917,3.547,,5090
AIIL,584.85,498.55,441.0,,,,False,445468.0,0.25,3.297,,567
AILIMITED,43.7,32.3,32.3,,,,False,3525.0,0.0,6.384,,1252
AIMTRON,1480.0,1225.05,1116.15,,,,False,44690.0,0.421,4.601,,534
AIRAN,16.6,14.82,14.82,,,,False,41344.1,0.974,3.994,,2230
AIROLAM,94.2,84.25,78.0,94.2,84.25,20.0,False,2285.75,0.658,2.973,-8.673,2178
AISL,63.25,54.0,49.0,,,,False,7830.0,12.184,5.807,,2146
AJANTPHARM,3598.8,3254.8,2850.0,,,,False,115009.25,1.837,3.173,,5980
AJAXENGG,625.05,512.05,512.05,,,,False,67961.4,0.31,6.781,,360
AJMERA,138.0,121.22,104.42,,,,False,340188.3,0.49,3.798,,4897
AJOONI,4.39,3.6,3.4,,,,False,431954.15,0.226,3.788,,2116
AKASH,28.0,25.61,25.61,28.0,25.61,20.0,False,7662.75,1.253,2.484,-4.679,2318
AKCAPIT,1875.0,1621.4,1575.4,,,,False,4267.05,1.35,3.127,,72
AKG,11.4,9.01,9.01,,,,False,23751.7,0.13,3.064,,1929
