index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24317.15,24250.2,0.28,2026-07-30,2026-07-29,False
NIFTY_BANK,^NSEBANK,57147.5,57205.9,-0.1,2026-07-30,2026-07-29,False
NIFTY_NEXT_50,^NSMIDCP,72698.95,72626.55,0.1,2026-07-30,2026-07-29,False
INDIA_VIX,^INDIAVIX,12.16,12.01,1.25,2026-07-30,2026-07-29,False
SENSEX,^BSESN,77928.15,77654.6,0.35,2026-07-30,2026-07-29,False
