symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,3.3833992094861625,0.6851951651397231,1.87,1.3,-2.39,1.51,-0.61,3.08
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,3.778549626355118,6.848721283051588,1.87,1.3,,1.91,5.55,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,1.3067027758970855,-5.7151858853182125,1.87,1.3,-1.53,-0.56,-7.02,-4.19
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,0.5182072829131716,4.666763890914393,1.87,1.3,-1.53,-1.35,3.37,6.2
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,2.127236580516908,-0.3491755577109514,1.87,1.3,-1.53,0.26,-1.65,1.18
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,7.278581470228108,15.966468944556096,1.87,1.3,21.05,5.41,14.67,-5.08
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,11.087316265939853,14.074370251899248,1.87,1.3,1.89,9.22,12.77,12.18
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,5.009330845107973,-4.629427858889622,1.87,1.3,-0.98,3.14,-5.93,-3.65
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,0.7831039392501213,-1.928183812492789,1.87,1.3,1.89,-1.09,-3.23,-3.82
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-2.174115456238353,-1.5092570892898909,1.87,1.3,-1.63,-4.04,-2.81,0.12
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,2.339331619537275,5.996059428084558,1.87,1.3,4.62,0.47,4.7,1.38
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,9.931906614785984,12.335984095427426,1.87,1.3,21.05,8.06,11.04,-8.71
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,6.701649175412294,0.5865309872093845,1.87,1.3,1.4,4.83,-0.71,-0.81
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,5.867535287730724,9.089281718505257,1.87,1.3,1.4,4.0,7.79,7.69
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-0.0166112956810631,-1.035843472541927,1.87,1.3,,-1.89,-2.34,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,5.697757596491768,10.055051813471502,1.87,1.3,1.4,3.83,8.76,8.66
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.4288003015738368,-5.568217366045497,1.87,1.3,-2.39,-2.3,-6.87,-3.18
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,3.0903328050713124,-1.774254435636092,1.87,1.3,-1.53,1.22,-3.07,-0.24
ADANIPORTS,Transportation,Other Transportation,,unmapped,-3.8755736868944464,-7.269745832194588,1.87,1.3,,-5.75,-8.57,
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.043721236028932,-8.634911198632684,1.87,1.3,-1.53,-0.83,-9.93,-7.1
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,8.884397736459183,25.878504672897204,1.87,1.3,21.05,7.01,24.58,4.83
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,0.5186907529958822,-2.3797116553760715,1.87,1.3,-1.63,-1.35,-3.68,-0.75
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,1.3021276595744682,5.336283185840708,1.87,1.3,-0.98,-0.57,4.04,6.32
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.2011783302198559,-3.002793296089385,1.87,1.3,-2.39,-2.07,-4.3,-0.61
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,2.5959568973194407,18.013726695349312,1.87,1.3,1.4,0.73,16.71,16.61
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,2.535120297109648,3.2856213402732672,1.87,1.3,-4.41,0.67,1.99,7.7
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,2.1186347552800955,5.893479796713699,1.87,1.3,21.05,0.25,4.59,-15.16
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,7.994039065410602,15.289772727272725,1.87,1.3,1.89,6.12,13.99,13.4
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-3.948514851485148,2.8977513788714524,1.87,1.3,-2.39,-5.82,1.6,5.29
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,6.122807017543856,13.574915508824624,1.87,1.3,21.05,4.25,12.27,-7.48
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,4.8478955410473645,6.700593723494484,1.87,1.3,-1.63,2.98,5.4,8.33
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-4.0450272142503625,-6.089588377723965,1.87,1.3,21.05,-5.92,-7.39,-27.14
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-0.7853403141361257,-1.2334954829742917,1.87,1.3,-2.39,-2.66,-2.53,1.16
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,4.8547765352467565,3.750000000000007,1.87,1.3,,2.98,2.45,
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,-3.0093676814988344,-5.66059225512529,1.87,1.3,-2.39,-4.88,-6.96,-3.27
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-2.2194513715710724,-10.249954220838678,1.87,1.3,-1.63,-4.09,-11.55,-8.62
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,2.809154307042532,-0.3142857142857099,1.87,1.3,1.89,0.94,-1.61,-2.2
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,3.424022681424133,0.6312997347480094,1.87,1.3,-4.41,1.55,-0.67,5.04
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.12121212121213,1.3438586599004023,1.87,1.3,-4.41,0.25,0.04,5.75
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,1.991150442477876,-7.318053880176922,1.87,1.3,-2.39,0.12,-8.62,-4.93
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,2.833474039679192,2.368946317890542,1.87,1.3,-4.41,0.96,1.07,6.78
