symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,39929,83787269,83827198,634851.5911465,132573198305353.66,4014186.112183,8602589,24383.6
BANKNIFTY,15035,1370697,1385732,259364.22092700002,2377222999673.1,470913.61765800003,856140,57264.85
BAJFINANCE,41020,334385,375405,345051.6936,285981500070.0,403067.9943,169482,1141.2
M&M,29232,277460,306692,198451.61934,192960305258.0,232898.71192,131658,3393.0
INFY,42920,215811,258731,193801.19768,100802530316.0,214092.90084,387276,1129.9
DIXON,25092,149836,174928,175029.21662,109463860567.0,199529.17229,100857,13751.0
RELIANCE,25426,196191,221617,166257.3364,130026233770.0,185205.1241,423080,1305.0
JIOFIN,24512,120263,144775,146393.238015,73689936013.0,164288.654395,134037,256.1
SWIGGY,27833,84158,111991,145051.9772875,45830746959.5,158489.2343825,65341,284.78
HDFCBANK,28723,180318,209041,140913.013215,90887200163.5,155040.77485,778089,748.0
TCS,25021,155142,180163,133488.2130525,85613887905.75,149702.31711,242736,2366.0
MARUTI,17518,191947,209465,123664.9309,139965036885.5,145980.799755,103754,14240.0
ETERNAL,17084,58571,75655,127599.91391,44809096043.75,137482.4618475,106080,302.65
SUNPHARMA,17096,168799,185895,119962.57693,120750663134.5,137158.968275,82370,1987.0
ABCAPITAL,9226,39686,48912,116791.07338,51920536558.0,129251.99396,20835,405.0
PERSISTENT,16059,74301,90360,109718.12605,53043728803.75,125669.6640875,51284,5534.0
GAIL,17475,97529,115004,111692.46146,64367380078.0,125268.24224,45303,181.0
BSE,14299,82032,96331,103468.186,61774608684.0,119600.27284,84204,3646.0
HYUNDAI,15413,149131,164544,91436.9994725,90937544599.0,114431.7304625,33817,2183.0
ABB,10346,60531,70877,95458.28155,58565025827.5,110461.664825,36497,7244.0
BAJAJFINSV,14872,181063,195935,89516.50452,111112060998.0,109862.8545,71322,2031.0
ASHOKLEY,11225,52812,64037,92901.805,44910500650.0,104060.6865,50441,165.69
DELHIVERY,9526,27520,37046,95232.7261275,28455506378.75,103073.156165,24190,480.7
TATASTEEL,17493,99123,116616,91623.8939,53037827535.0,101089.4005,116874,189.99
ICICIBANK,9160,40470,49630,91722.82238,41259855175.0,97378.68413,210581,1433.9
LAURUSLABS,5435,34704,40139,83788.940485,54373066985.0,94817.980335,45903,1815.0
TVSMOTOR,10976,72764,83740,82572.378,55084355387.25,93251.1668725,93834,4311.0
KAYNES,11545,87496,99041,65910.657915,52518785233.5,92748.11025,44925,3785.0
INDUSTOWER,12756,62175,74931,83861.8619,41989559309.0,90632.12499,74279,392.7
