date,symbol,subject,details,category
27-Jun-2026 06:33:51,RITES,Credit Rating,RITES Limited has informed the Exchange about Credit Rating,Credit Rating
27-Jun-2026 04:51:00,PERSISTENT,Updates,Persistent Systems Limited has informed the Exchange regarding 'Intimation regarding execution of long-term agreement with a global technology leader headquartered in the United States'.,Updates
27-Jun-2026 03:13:50,PERSISTENT,Press Release,"Persistent Systems Limited has informed the Exchange regarding a press release dated Jun 27, 2026, titled ""Press Release titled  Persistent and Nagarro sign Business Combination Agreement to form the Persistent - Nagarro Group, a global leader in AI-led digital engineering "".",Press Release
27-Jun-2026 03:09:07,PERSISTENT,General Updates,Persistent Systems Limited has informed the Exchange about General Updates,General Updates
27-Jun-2026 03:01:06,PERSISTENT,Acquisition,Persistent Systems Limited has informed the Exchange about Acquisition,Acquisition
27-Jun-2026 02:56:25,PERSISTENT,Outcome of Board Meeting,"Persistent Systems Limited has informed the Exchange regarding Outcome of Board Meeting held on Jun 27, 2026.",Outcome of Board Meeting
27-Jun-2026 01:12:45,ROSSARI,Updates,Intimation regarding dispatch of letters to non-email shareholders.,Updates
27-Jun-2026 01:02:27,ROSSARI,Updates,Rossari Biotech Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for the Financial Year 2025-26.',Updates
27-Jun-2026 00:51:10,ROSSARI,Shareholders meeting,"Intimation of 17th Annual General Meeting (""AGM"") of the Company to be held on Monday, July 20, 2026 at 11:00 A.M. (IST) through Video Conferencing/Other Audio Visual Means (""VC/OAVM"").",Shareholders meeting
27-Jun-2026 00:38:37,POWERGRID,General Updates,"Power Grid Corporation of India Limited has informed the Exchange about Commissioning of project namely  Transmission scheme for Solar Energy Zone in Ananthpuram (Ananthapur) (2500 MW) and Kurnool (1000 MW), Andhra Pradesh",General Updates
27-Jun-2026 00:12:29,VIKRAN,Awarding of order(s)/contract(s),Vikran Engineering Limited has informed the Exchange about Awarding of order(s)/contract(s),Awarding of order(s)/contract(s)
26-Jun-2026 23:09:19,RAYMONDLSL,Change in Management,Raymond Lifestyle Limited has informed the Exchange about change in Management,Change in Management
26-Jun-2026 23:03:11,HONASA,Updates,Honasa Consumer Limited has informed the Exchange regarding 'Favorable Rectification Order in Arbitration Proceedings against RSMM General Trading LLC'.,Updates
26-Jun-2026 23:00:56,MAXHEALTH,Trading Window,"Max Healthcare Institute Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
26-Jun-2026 22:55:03,MAXHEALTH,General Updates,"Max Healthcare Institute Limited has informed the Exchange about disclosure under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015",General Updates
26-Jun-2026 22:54:06,TATACHEM,Shareholders meeting,"Tata Chemicals Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on Jun 26, 2026. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
26-Jun-2026 22:45:15,VIKRAN,Trading Window,"Vikran Engineering Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
26-Jun-2026 22:36:51,GREENPOWER,General Updates,Business Responsibility and Sustainability Report for the Financial Year 2025-26,General Updates
26-Jun-2026 22:35:23,CLEANMAX,Giving guarantees/indemnity/ becoming a surety for third party,Clean Max Enviro Energy Solutions Limited has informed the Exchange about giving guarantee,Giving guarantees/indemnity/ becoming a surety for third party
26-Jun-2026 22:27:30,GREENPOWER,General Updates,"Book closure intimation pursuant to Regulation 42 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 and Nineteenth Annual General Meeting Intimation",General Updates
