symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,165218,55683046,55848264,2599606.666605,87452572618169.84,5274316.7083035,7813211,24056.0
BANKNIFTY,62815,6488583,6551398,1103928.343698,11348495737701.0,1541494.5007079998,1693432,58177.05
HDFCBANK,314877,462516,777393,1493362.325935,212833023448.0,1515556.137915,893557,796.0
ICICIBANK,126582,241001,367583,1236675.40577,235060078281.0,1255642.61858,315648,1387.0
INFY,203697,323253,526950,853069.09092,140344268948.0,870541.0004,633549,1042.9
RELIANCE,113082,336308,449390,748888.19915,228779829835.0,770976.5975,597501,1316.5
TCS,159556,487759,647315,666971.308245,195069421411.75,693492.4673625,556255,2095.9
SBIN,82592,253102,335694,652264.053075,201635830132.5,670969.0794,239130,1045.2
BHARTIARTL,73391,122876,196267,651107.89825,110745996654.0,657100.81479,194081,1849.9
AXISBANK,68964,98697,167661,597709.17825,86012510493.75,604975.6581875,174131,1377.2
KOTAKBANK,67405,51164,118569,554979.2622,42164623760.0,558804.7498,129350,409.75
BAJFINANCE,74389,87141,161530,551657.8125,65275113862.5,558245.476125,153511,981.4
LT,68483,143161,211644,507230.8334975,106682825310.25,516168.6166,180940,4202.1
WIPRO,94608,90088,184696,491698.893,49957208850.0,497919.9315,231637,175.09
MARUTI,65905,561164,627069,454673.9361,390375671740.5,484189.653505,176770,13753.0
INDIGO,54900,331692,386592,444245.88669,267092969610.0,477102.70779,189338,5462.0
IDEA,42617,22919,65536,432854.329695,25270376503.5,438778.50648,126225,14.05
M&M,62704,245330,308034,397283.76624,157396350164.0,417521.66788,173989,3185.3
TVSMOTOR,63155,95762,158917,395525.9541625,60185058806.25,402031.127225,93840,3578.0
HCLTECH,92849,114799,207648,382945.25168,47001224691.0,388727.06359,185241,1100.5
ADANIENT,38030,112284,150314,361509.242307,107670317345.55,376278.9137625,121624,3040.3
