index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,04-Aug-2026,24614.9,2063417,2076347,1.01,24550,0.77
BANKNIFTY,25-Aug-2026,57907.2,420877,358041,0.85,57800,7.56
