index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,24624.65,24614.9,0.04,2026-08-05,2026-08-04,False
NIFTY_BANK,^NSEBANK,57739.95,57907.2,-0.29,2026-08-05,2026-08-04,False
NIFTY_NEXT_50,^NSMIDCP,74469.95,74210.55,0.35,2026-08-05,2026-08-04,False
INDIA_VIX,^INDIAVIX,12.06,12.19,-1.07,2026-08-05,2026-08-04,False
SENSEX,^BSESN,78581.0,78428.95,0.19,2026-08-05,2026-08-04,False
