symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
BSE,140794,99005,41789,42.21,295207,218728.5683,196681426330,40734.8633,3534
BOSCHLTD,20169,14396,5773,40.1,81929,44679.52037,85770389943,12698.02443,42920
NYKAA,26698,20252,6446,31.83,71370,108114.31937,66697961687,13078.83562,335
MCX,95114,74036,21078,28.47,186883,151646.76243,98460612751,21875.22751,2598
MARICO,32439,25279,7160,28.32,59710,74765.18244,55421626536,7338.10536,852
FINNIFTY,10108,7886,2222,28.18,23060,2502.43284,37316108944,3304.49944,26843
CUMMINSIND,39418,31112,8306,26.7,55677,110453.00964,51253898484,9588.98484,5440
NIFTY,6711795,5424640,1287155,23.73,55782403,833490.79109,89318230177429,3155097.70179,24624
SONACOMS,18977,15804,3173,20.08,31527,59726.13564,25813457090,5479.6684,814
ICICIGI,26211,22622,3589,15.87,54632,31104.69264,27996157101,5507.78101,1684
NHPC,30745,26571,4174,15.71,30779,27882.02737,14693183901,2309.15001,78
BLUESTARCO,16017,13992,2025,14.47,15322,26343.53046,5922166708,1422.49708,1665
BHARTIARTL,177205,156113,21092,13.51,224361,208038.07588,193400085416,22382.63916,1978
MIDCPNIFTY,95841,84465,11376,13.47,209895,32737.35062,376573282645,25770.82645,14880
UNOMINDA,16660,14722,1938,13.16,30166,25962.84548,18843319137,4489.54137,1250
JUBLFOOD,27239,24144,3095,12.82,58224,63514.96475,29644631512,8597.44012,485
AUROPHARMA,32889,29191,3698,12.67,38336,39952.54274,30688590135,6601.96135,1613
PGEL,24746,22108,2638,11.93,20169,30220.55963,9354607924,3261.49924,603
KALYANKJIL,56092,50253,5839,11.62,105651,100107.16722,76142522421,24616.82421,569
INDIANB,23022,20728,2294,11.07,17646,21239.6225,13386177910,3032.4791,854
360ONE,14526,13088,1438,10.99,20481,15873.0001,10878293940,2687.5394,1192
RELIANCE,481329,434425,46904,10.8,280933,223546.3322,162537421395,20850.01395,1280
GRASIM,66502,60498,6004,9.92,32750,34884.84482,23260827012,5062.57012,3224
VOLTAS,29880,27378,2502,9.14,12248,15787.86416,4603641243,1318.33743,1300
HINDZINC,51203,47096,4107,8.72,116814,84115.39662,77108036649,16055.78149,596
INDIGO,74617,68734,5883,8.56,103324,53764.23135,81393095572,15678.65572,5400
ZYDUSLIFE,16041,14794,1247,8.43,4122,9071.84196,3298012191,683.08191,1121
HDFCBANK,881256,814060,67196,8.25,326705,290484.49313,132908453671,19512.24671,735
RADICO,12973,11990,983,8.2,14715,11152.61268,9184877232,1685.12232,4550
BIOCON,33383,30888,2495,8.08,23140,31332.5335,22253885450,4033.1045,425
ONGC,64095,59368,4727,7.96,57378,38780.85757,27985112797,4002.59047,240
MPHASIS,22973,21295,1678,7.88,27455,25617.528,16497962868,4179.17568,2460
POWERGRID,54182,50232,3950,7.86,21011,17357.47204,9842730341,1316.49841,281
POLICYBZR,37472,34913,2559,7.33,24589,18468.15362,12658657018,3080.46018,1620
GODREJPROP,42132,39530,2602,6.58,81869,48097.10925,53199991539,12395.83039,2099
PNBHOUSING,23275,21864,1411,6.45,112673,85570.12178,76033489902,17682.07902,1121
LICHSGFIN,56731,53528,3203,5.98,16185,14886.0193,7055487430,1257.3743,512
AMBUJACEM,90683,85722,4961,5.79,39792,35632.67664,18411628092,3751.90092,445
IREDA,37409,35505,1904,5.36,11184,16076.87431,4578474640,804.48165,120
VEDL,89070,84602,4468,5.28,86478,49173.06562,23271425012,5151.61762,277
RBLBANK,21534,20479,1055,5.15,20462,48943.83562,20888400247,4606.08997,389
CDSL,49931,47496,2435,5.13,21885,19324.51126,12450925439,2366.23439,1326
GVT&D,36144,34467,1677,4.87,19756,20126.67612,9303645815,2694.83315,4410
PFC,67088,64173,2915,4.54,15810,32546.38231,5457095059,1047.61059,418
ASTRAL,25135,24051,1084,4.51,9046,10867.61822,4575831367,993.23367,1434
TIINDIA,15052,14404,648,4.5,9878,8695.197,4864026370,1382.6637,2787
ANGELONE,25323,24236,1087,4.49,9884,16618.4905,6141925525,1647.75525,299
MARUTI,115406,110458,4948,4.48,95780,38808.03663,65137935919,7013.55919,14190
OIL,16811,16093,718,4.46,9707,11526.40314,5014524060,1166.3106,444
JSWSTEEL,74273,71206,3067,4.31,29096,44887.69899,21699697398,3298.58898,1330
BEL,162055,155573,6482,4.17,49621,41572.22553,24429388633,4064.53633,390
HEROMOTOCO,57029,54830,2199,4.01,67568,48639.16242,54005090937,10871.15937,5690
MANAPPURAM,29188,28075,1113,3.96,14556,54998.4525,10831943010,3291.3801,363
IRFC,42497,40894,1603,3.92,11807,6555.73112,5259758785,997.5376,88
DLF,72771,70108,2663,3.8,55436,46186.25858,31242283167,6452.53167,649
GODREJCP,28602,27561,1041,3.78,6419,12232.319,2279888305,509.13305,1069
GLENMARK,43251,41689,1562,3.75,23184,35316.65032,16574153805,3051.46305,2259
ULTRACEMCO,56102,54080,2022,3.74,34505,26514.56034,18562045064,2995.86064,12190
BDL,29654,28592,1062,3.71,11850,18643.03572,4640674938,1187.51438,1240
NBCC,23826,22980,846,3.68,6391,10926.60075,3008254210,684.5046,96
SHRIRAMFIN,61447,59325,2122,3.58,61112,72417.76434,49981551204,10579.12704,1122
UPL,48137,46487,1650,3.55,21738,21883.43915,15676710873,2761.06073,577
SHREECEM,20796,20088,708,3.52,11049,13040.1921,6358347794,721.47794,26900
FORTIS,24299,23494,805,3.43,7162,14592.63883,3857756141,657.12141,925
SUPREMEIND,21927,21203,724,3.41,7148,6271.04021,3862687290,597.2729,3460
POLYCAB,37985,36759,1226,3.34,35653,41836.90101,37891621128,7024.46128,9200
COCHINSHIP,22683,21966,717,3.26,7529,11855.16424,3226883048,637.39048,1425
KAYNES,47821,46317,1504,3.25,48915,51005.37028,24444431070,10144.8357,3898
BANKNIFTY,968787,939197,29590,3.15,2281938,390815.1594,3948947422906,320188.69906,57739
BAJAJFINSV,71519,69379,2140,3.08,44790,22435.63179,26153497323,3904.87323,2086
