symbol,swing_high_20d,swing_low_20d,swing_low_50d,base_high,base_low,base_length_days,breakout_20d_high,volume_20d_avg,volume_ratio_vs_20d,consolidation_atr_pct,pct_from_base_high,bars_available
20MICRONS,217.9,190.0,178.0,,,,False,214105.15,0.419,3.31,,4396
21STCENMGM,41.78,30.6,30.6,,,,True,6642.15,1.392,11.475,,2114
360ONE,1174.0,1065.0,1031.3,,,,False,1440119.35,0.82,3.196,,1703
3BBLACKBIO,1321.9,1125.0,1085.0,,,,False,12449.75,0.573,4.272,,74
3IINFOLTD,25.37,17.74,16.25,,,,True,1317423.25,1.818,6.791,,5255
3MINDIA,36880.0,33905.0,31010.0,,,,False,4185.7,0.367,3.256,,5981
3PLAND,34.5,31.2,30.0,34.5,31.2,20.0,False,3280.6,0.34,2.527,-7.652,4535
5PAISA,400.0,344.0,299.0,,,,False,57386.25,0.716,4.324,,2154
63MOONS,957.95,652.5,596.65,,,,False,1715534.9,0.365,6.361,,5215
A2ZINFRA,17.95,12.0,12.0,,,,True,435413.7,3.118,6.116,,3853
AAATECH,97.5,85.0,85.0,,,,False,14579.55,2.119,3.877,,1416
AADHARHFC,547.45,487.1,449.8,,,,False,330550.3,0.47,4.719,,554
AAKASH,9.9,8.65,8.55,,,,False,132739.45,0.644,3.34,,2032
AAREYDRUGS,86.3,73.41,73.41,,,,False,30734.4,8.395,5.878,,1235
AARNAV,37.4,24.5,23.15,,,,False,168490.9,0.585,3.836,,107
AARON,154.8,111.15,111.15,,,,False,58888.25,0.175,4.951,,1944
AARTECH,55.8,44.85,39.98,,,,False,69312.65,0.11,6.154,,759
AARTIDRUGS,435.25,382.0,365.0,,,,False,225854.3,0.747,3.936,,5665
AARTIIND,516.95,462.05,424.0,,,,False,1297529.7,0.355,3.631,,5986
AARTIPHARM,735.0,650.8,604.15,,,,False,138551.1,1.441,3.959,,869
AARTISURF,559.3,361.6,355.2,,,,True,59658.75,14.993,7.968,,1502
AARVI,168.4,138.0,125.3,,,,False,74376.4,0.515,3.077,,2180
AASTHA,140.01,74.4,74.4,,,,False,5480020.0,0.732,5.958,,22
AATMAJ,19.8,16.7,16.7,,,,False,2800.0,0.714,8.68,,765
AAVAS,1544.9,1346.2,1247.6,,,,False,76784.4,0.447,4.182,,1935
ABAN,17.39,12.89,12.89,,,,True,59408.3,1.013,6.294,,5952
ABANSENT,30.25,25.05,25.05,,,,False,6639.35,0.829,3.256,,74
ABB,7924.5,6715.5,6653.0,,,,False,495092.3,1.45,4.543,,5986
ABBOTINDIA,28940.0,26125.0,25200.0,,,,False,11429.8,0.211,5.712,,5956
ABCAPITAL,430.7,384.0,334.8,,,,False,4107393.65,0.956,4.18,,2207
ABCOTS,218.97,196.81,196.81,,,,False,19967.35,0.348,3.294,,1118
ABDL,697.5,580.0,536.4,,,,False,411775.65,1.224,5.121,,521
