symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,51947,55730456,55782403,833490.791094,89318230177429.5,3988588.492889,6765453,24624.65
BANKNIFTY,22454,2259484,2281938,390815.1594,3948947422906.5,711003.858465,972234,57739.95
HDFCBANK,60220,266485,326705,290484.49313,132908453671.5,309996.739845,888134,735.0
BSE,30864,264343,295207,218728.5683,196681426330.0,259463.4316,146893,3534.6
RELIANCE,34667,246266,280933,223546.3322,162537421395.0,244396.34615,484258,1280.0
BHARTIARTL,22122,202239,224361,208038.075885,193400085416.0,230420.715045,187715,1978.0
MCX,25859,161024,186883,151646.76243,98460612751.5,173521.989945,96248,2598.6
SBIN,13985,111996,125981,110600.83695,89907321705.0,127139.304,211857,1055.0
KALYANKJIL,12847,92804,105651,100107.16722,76142522421.0,124723.99143,56578,569.5
NYKAA,10261,61109,71370,108114.319375,66697961687.5,121193.155,27523,335.35
CUMMINSIND,10106,45571,55677,110453.00964,51253898484.0,120041.99448,40453,5440.0
INFY,22902,100604,123506,107381.26584,47651308964.0,115729.03548,386008,1174.0
HINDALCO,14153,66277,80430,101952.86703,49318102127.0,113585.8283,117189,1040.0
PNBHOUSING,11617,101056,112673,85570.12178,76033489902.5,103252.200805,24228,1121.6
HINDZINC,11725,105089,116814,84115.3966275,77108036649.0,100171.1781175,53965,596.95
ICICIBANK,8692,73551,82243,88107.20954,75249316618.0,97649.91572,218524,1450.1
DIXON,9955,129936,139891,70612.525555,95372789536.0,87685.170915,111338,14310.0
SHRIRAMFIN,7910,53202,61112,72417.7643475,49981551204.75,82996.891395,62532,1122.4
LT,10327,79970,90297,73655.7267425,57835016849.75,82446.55524,130295,4057.0
MARICO,7254,52456,59710,74765.18244,55421626536.0,82103.2878,32718,852.0
BAJFINANCE,8093,64163,72256,70406.955,56326952580.0,81079.6308,148385,1158.8
JIOFIN,11598,49481,61079,72297.31431,31609381457.0,80196.67763,147523,261.95
PAYTM,6074,38310,44384,63062.29945,40694576750.25,74002.7719525,68555,1429.0
TCS,11957,74434,86391,65547.15939,41408252077.5,72412.350165,244288,2413.0
JUBLFOOD,10544,47680,58224,63514.96475,29644631512.5,72112.404875,28965,485.0
INDIGO,6574,96750,103324,53764.23135,81393095572.5,69442.887075,76408,5400.0
SONACOMS,5991,25536,31527,59726.1356475,25813457090.75,65205.804055,19134,814.6
MUTHOOTFIN,6804,54955,61759,54898.1773175,45669184088.0,63794.8681975,57985,2892.0
TVSMOTOR,7077,56494,63571,54956.8650575,44378265261.75,63747.687675,89664,4455.2
M&M,7658,71620,79278,53194.1381,50417369356.0,61434.23166,125069,3455.4
KAYNES,8649,40266,48915,51005.370285,24444431070.0,61150.205985,47887,3898.0
GODREJPROP,6971,74898,81869,48097.109255,53199991539.5,60492.93965,42753,2099.0
SAIL,7065,10613,17678,57970.71039,8999073503.0,60329.24042,52070,175.5
LICI,10587,11390,21977,58574.46616,6424558630.0,59585.41246,88782,393.0
HEROMOTOCO,5711,61857,67568,48639.16242,54005090937.0,59510.32179,57644,5690.0
MIDCPNIFTY,1825,208070,209895,32737.350624000002,376573282645.2,58508.17707600001,96049,14880.3
MANAPPURAM,5014,9542,14556,54998.4525,10831943010.0,58289.8326,29243,363.6
TATASTEEL,10085,50178,60263,53438.9394,27251606937.5,57894.840025,125217,192.99
BOSCHLTD,4151,77778,81929,44679.52037,85770389943.25,57377.5448025,20307,42920.0
AXISBANK,6371,43795,50166,50125.8525,34896472531.25,54908.8278125,195011,1253.9
VEDL,15584,70894,86478,49173.065625,23271425012.5,54324.68325,89536,277.0
ASHOKLEY,5245,33862,39107,46446.344,30689260200.0,54242.446,53671,177.0
