date,symbol,subject,details,category
04-Sep-2026 18:08:33,SONATSOFTW,Updates,Sonata Software Limited has informed the Exchange regarding 'Analyst Call / Investor Meet'.,Updates
04-Sep-2026 18:08:14,EMKAY,Appointment,"Emkay Global Financial Services Limited has informed the Exchange regarding Appointment of Mr Nikhil Sharma as Chief Information and Security Officer of the company w.e.f. September 08, 2026.",Appointment
04-Sep-2026 18:07:10,JYOTHYLAB,Analysts/Institutional Investor Meet/Con. Call Updates,Jyothy Labs Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
04-Sep-2026 18:06:45,UNIPARTS,Copy of Newspaper Publication,Uniparts India Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
04-Sep-2026 18:06:17,GREENLAM,General Updates,"Greenlam Industries Limited has informed the Exchange about Acquisition in Bhadla Minigrid Solar 4 Private Limited, a special purpose vehicle established for owning and operating a captive power plant.",General Updates
04-Sep-2026 18:04:02,TEMBO,Cessation,"Tembo Global Industries Limited has informed the Exchange regarding Cessation of  D. M. Zaveri & Co as Secretarial Auditor of the company w.e.f. September 04, 2026.",Cessation
04-Sep-2026 18:02:45,SVPGLOB,Outcome of Board Meeting,"SVP GLOBAL TEXTILES LIMITED has informed the Exchange regarding Outcome of Board Meeting held on September 04, 2026.",Outcome of Board Meeting
04-Sep-2026 18:02:00,MANALIPETC,Shareholders meeting,"Manali Petrochemicals Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 28, 2026",Shareholders meeting
04-Sep-2026 18:01:45,VERANDA,Updates,"Veranda Learning Solutions Limited has informed the Exchange regarding 'Intimation of Conversion of 1,55,763 Warrants into Equity Shares'.",Updates
04-Sep-2026 18:00:28,KOKUYOCMLN,General Updates,"Announcement under reg. 30 of SEBI (LODR) Regulations, 2015",General Updates
04-Sep-2026 17:59:52,GATEWAY,Copy of Newspaper Publication,Gateway Distriparks Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
04-Sep-2026 17:57:46,KAMATHOTEL,General Updates,Kamat Hotels (I) Limited has informed the Exchange about Letter to Shareholders whose e-mail addresses are not registered with Company/Registrar & Transfer Agent/Depository Participants.,General Updates
04-Sep-2026 17:56:49,NIBE,General Updates,"NIBE Limited has informed the Exchange about Intimation for 21st Annual General Meeting (AGM) scheduled to be held on Tuesday, September 29, 2026.",General Updates
04-Sep-2026 17:55:48,WELSPUNLIV,General Updates,Welspun Living Limited has informed the Exchange about Disclosure pursuant to Regulation 36 of SEBI Listing Regulations regarding Letter to the shareholders containing web-link of Annual Report & Notice of AGM of Company for FY2025-26,General Updates
04-Sep-2026 17:55:29,KSCL,General Updates,"Kaveri Seed Company Limited has informed the Exchange about General Updates on the Company has sent a letter providing a web-link including the exact path, where complete details of the Annual Report for the FY 2025-26, are available to those Members who have not registered their email addresses wit",General Updates
04-Sep-2026 17:55:20,SUPREMEIND,Disclosure under SEBI Takeover Regulations,"Vijay Kumar Taparia has submitted to the Exchange a copy of Disclosures under Regulation 10(6)-Report to stock Exchange in respect of any acquisition made in reliance upon exemption provided for in regulation 10 of SEBI (SAST) Regulations, 2011.",Disclosure under SEBI Takeover Regulations
04-Sep-2026 17:55:03,MANAKCOAT,Shareholders meeting,Manaksia Coated Metals & Industries Limited has informed the Exchange about Shareholders meeting,Shareholders meeting
04-Sep-2026 17:54:45,FEL,Corporate Insolvency Resolution Process,Future Enterprises Limited has informed the Exchange about selection of OMPL as the Successful Resolution Applicant,Corporate Insolvency Resolution Process
04-Sep-2026 17:52:39,LAXMICOT,Outcome of Board Meeting,"Laxmi Cotspin Limited has informed the Exchange regarding Outcome of Board Meeting held on September 04, 2026.",Outcome of Board Meeting
04-Sep-2026 17:52:39,LAXMICOT,Outcome of Board Meeting,"Laxmi Cotspin Limited has informed the Exchange regarding Outcome of Board Meeting held on September 04, 2026.",Outcome of Board Meeting
