symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
MAHABANK,86.32,8.442211055276381,38.77,2478.0,21249.0,19987.6742,8869.0,True,6
RBLBANK,408.1,7.408869588103707,33.98,6423.0,74378.0,131826.1444625,25323.0,True,6
INDIANB,888.75,5.078032631827861,18.3,2896.0,32483.0,28226.5654,18720.0,True,5
SWIGGY,269.3,-5.9542517897677705,16.72,11149.0,68588.0,109525.3727925,77825.0,True,5
GODREJCP,880.0,-18.51851851851852,16.66,7644.0,92490.0,67984.93315,53527.0,True,5
SOLARINDS,21500.0,15.225896350286725,14.77,4947.0,133024.0,153765.11433,38439.0,True,5
KAYNES,3485.0,-8.409986859395532,12.93,6875.0,41386.0,38521.263135,60034.0,True,5
MCX,3170.2,19.37342320292202,11.5,8257.0,122501.0,105466.369635,80034.0,True,5
OBEROIRLTY,1902.0,2.972226733798933,11.21,2406.0,26218.0,25437.543705,23878.0,True,5
FEDERALBNK,344.6,-5.472500342888489,9.36,4308.0,42836.0,56163.2945,50331.0,True,3
APLAPOLLO,2159.4,10.34799938678522,8.29,3131.0,17105.0,31815.141645,40891.0,True,3
DIXON,14445.0,3.920863309352518,7.19,7891.0,89400.0,92428.848555,117609.0,True,3
ALKEM,5193.0,-8.878750658010178,6.96,1110.0,5108.0,4780.7260375,17069.0,True,3
BHARATFORG,1981.0,-10.491595879269829,6.76,1767.0,23255.0,46119.41825,27919.0,True,3
POWERINDIA,32000.0,-0.0156225589751601,6.47,2711.0,18657.0,18589.4488075,44640.0,True,3
SBICARD,661.0,-1.0997231989227234,6.38,2831.0,75004.0,51087.42632,47184.0,True,3
HYUNDAI,2152.0,-2.536231884057971,6.36,1356.0,12741.0,16451.5072975,22693.0,True,3
IDFCFIRSTB,87.5,1.8982182368696812,6.31,3914.0,57821.0,86795.9591975,65968.0,True,3
PHOENIXLTD,1960.0,1.1769564319636563,5.79,796.0,8209.0,9528.11804,14538.0,True,3
VMM,107.8,-3.0575539568345373,5.6,1045.0,4844.0,6824.575165,19716.0,True,3
PGEL,553.9,-10.51696284329564,5.43,1084.0,7225.0,10440.17795,21048.0,True,3
KALYANKJIL,585.3,-4.04918032786886,5.41,2858.0,39478.0,33463.788795,55686.0,True,3
ICICIGI,1521.7,-9.152238805970146,5.19,1417.0,6934.0,5952.681605,28745.0,True,3
PFC,345.5,-17.738095238095237,5.15,5989.0,35747.0,31304.16562,122256.0,True,3
ITC,263.0,-8.058031812620174,5.01,9731.0,84172.0,42362.3100525,203793.0,True,3
M&M,3150.0,-7.380182299323728,4.95,5658.0,48075.0,42313.9277,120075.0,True,3
BOSCHLTD,47000.0,14.188532555879494,4.23,738.0,16181.0,9811.2731525,18187.0,True,3
GVT&D,4362.0,-0.183066361556064,3.82,1457.0,19399.0,21112.9998375,39608.0,True,3
HINDUNILVR,1962.0,-7.413524609504031,3.68,4086.0,36957.0,27543.78609,115208.0,True,3
DMART,3763.0,-6.462838677603778,3.62,1914.0,9538.0,9825.98622,54724.0,True,3
INOXWIND,74.0,-6.329113924050633,3.58,1137.0,28309.0,29693.888,32910.0,True,3
ATHERENERG,1638.9,22.19654041157173,3.29,850.0,26963.0,29285.0206875,26680.0,True,3
SUPREMEIND,3508.1,-0.6203966005665749,3.26,604.0,6360.0,9430.3159825,19105.0,True,3
HDFCAMC,2510.8,-3.0204712244109624,3.22,1019.0,7019.0,10278.07314,32658.0,True,3
BAJFINANCE,1049.0,-9.879725085910652,3.19,4149.0,36013.0,63857.80965,134137.0,True,3
RECLTD,313.6,-14.817329892706766,3.14,1900.0,15087.0,15055.6355775,62483.0,True,3
TIINDIA,2735.4,-1.5334773218142517,3.09,515.0,5014.0,6131.0616,17189.0,True,3
GMRAIRPORT,96.87,-8.2235907153008,3.02,1120.0,13340.0,28695.416445,38188.0,True,3
HDFCLIFE,533.5,-3.3164189923885385,3.01,2292.0,14807.0,13870.77527,78380.0,True,3
TATAELXSI,3580.0,-5.25340743681355,2.85,800.0,6912.0,6061.6985875,28866.0,True,3
PERSISTENT,5657.0,1.1985688729874775,2.82,1268.0,51911.0,51136.6950375,46217.0,True,3
SIEMENS,4030.0,2.816613940197982,2.8,948.0,23081.0,19237.204455,34850.0,True,3
SHREECEM,23910.0,-11.444444444444445,2.73,547.0,6448.0,14296.068695,20585.0,True,3
MUTHOOTFIN,2926.5,1.2174454397675722,2.66,1404.0,28432.0,22079.7908375,54096.0,True,3
MANAPPURAM,341.0,-6.575342465753424,2.53,824.0,4719.0,16531.5366,33430.0,True,3
360ONE,1155.0,0.6272869837950903,2.5,333.0,3710.0,4800.7259,13676.0,True,3
AUROPHARMA,1637.3,5.292604501607714,2.47,853.0,25631.0,40125.13285,35323.0,True,3
ZYDUSLIFE,1143.0,1.6,2.44,474.0,6274.0,14674.7169,19934.0,True,3
JSWENERGY,539.5,-5.184534270650263,2.43,817.0,16170.0,14699.4464775,34439.0,True,3
IRFC,82.65,-8.562894125456351,2.42,850.0,6886.0,3951.13166,35951.0,True,3
HINDZINC,587.95,6.900000000000008,2.35,1371.0,20011.0,21573.1218325,59677.0,True,3
EICHERMOT,7690.0,-4.162512462612163,2.32,1571.0,37725.0,22526.34435,69196.0,True,3
IEX,119.15,-6.914062499999996,2.23,569.0,2632.0,3016.929015,26126.0,True,3
PIDILITIND,1638.3,-0.2557077625570804,2.21,313.0,3297.0,5966.59855,14465.0,True,3
SHRIRAMFIN,1044.2,-3.3148148148148104,2.2,1291.0,23991.0,45888.35328,60060.0,True,3
TATASTEEL,184.2,-3.408495018353435,2.16,3375.0,90288.0,60671.14515,159841.0,True,3
ICICIPRULI,495.05,-5.126485243388261,2.08,505.0,3488.0,3731.614835,24790.0,True,3
