identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY08-09-2026CE24000.00,Index Options,NIFTY,08-Sep-2026,Call,24000,66.9,7532383,425613.5352235,233506,23897.7,-10.501672240802675
OPTIDXNIFTY08-09-2026PE23900.00,Index Options,NIFTY,08-Sep-2026,Put,23900,56.55,7170241,291710.4997235,171059,23897.7,-39.71215351812367
OPTIDXNIFTY08-09-2026PE23950.00,Index Options,NIFTY,08-Sep-2026,Put,23950,77.45,6184102,323703.727139,89816,23897.7,-33.66167023554604
OPTIDXNIFTY08-09-2026PE24000.00,Index Options,NIFTY,08-Sep-2026,Put,24000,103.5,5505649,368782.1341425,101389,23897.7,-29.543907420013614
OPTIDXNIFTY08-09-2026CE23950.00,Index Options,NIFTY,08-Sep-2026,Call,23950,89.9,4671934,341908.481889,114924,23897.7,-7.4150360453141095
OPTIDXNIFTY08-09-2026CE24100.00,Index Options,NIFTY,08-Sep-2026,Call,24100,32.3,3919928,118505.30333200001,171381,23897.7,-23.18668252080856
OPTIDXNIFTY08-09-2026CE23900.00,Index Options,NIFTY,08-Sep-2026,Call,23900,119.6,3733592,348396.40388800006,77350,23897.7,-1.1161637040099215
OPTIDXNIFTY08-09-2026PE23800.00,Index Options,NIFTY,08-Sep-2026,Put,23800,29.6,3578353,81523.8272225,169564,23897.7,-48.877374784110536
OPTIDXNIFTY08-09-2026CE24050.00,Index Options,NIFTY,08-Sep-2026,Call,24050,46.8,3318427,139340.74973,108712,23897.7,-16.503122212310437
OPTIDXNIFTY08-09-2026PE23850.00,Index Options,NIFTY,08-Sep-2026,Put,23850,41.0,2981841,90862.65895200001,90775,23897.7,-45.11378848728246
OPTIDXNIFTY08-09-2026CE24200.00,Index Options,NIFTY,08-Sep-2026,Call,24200,13.75,2877335,42754.320765,180285,23897.7,-40.476190476190474
OPTIDXNIFTY08-09-2026PE23700.00,Index Options,NIFTY,08-Sep-2026,Put,23700,13.65,2127416,26301.244008,119113,23897.7,-59.19282511210762
OPTIDXNIFTY08-09-2026CE24150.00,Index Options,NIFTY,08-Sep-2026,Call,24150,20.95,2086097,43987.441342,101639,23897.7,-31.98051948051948
OPTIDXNIFTY08-09-2026PE23750.00,Index Options,NIFTY,08-Sep-2026,Put,23750,20.65,1768391,29632.927987,65544,23897.7,-52.088167053364266
OPTIDXNIFTY08-09-2026CE24300.00,Index Options,NIFTY,08-Sep-2026,Call,24300,5.7,1752784,12099.467952,161353,23897.7,-52.697095435684645
OPTIDXNIFTY08-09-2026PE23600.00,Index Options,NIFTY,08-Sep-2026,Put,23600,7.55,1432847,9741.926753,127292,23897.7,-59.40860215053763
OPTIDXNIFTY08-09-2026CE24250.00,Index Options,NIFTY,08-Sep-2026,Call,24250,8.8,1402172,14099.540545999998,83200,23897.7,-47.928994082840234
OPTIDXNIFTY08-09-2026PE24050.00,Index Options,NIFTY,08-Sep-2026,Put,24050,134.7,1395365,118516.0239575,23538,23897.7,-22.47482014388489
OPTIDXNIFTY08-09-2026PE24100.00,Index Options,NIFTY,08-Sep-2026,Put,24100,168.1,1241317,131452.987666,40994,23897.7,-21.540256709451576
OPTIDXNIFTY08-09-2026PE23500.00,Index Options,NIFTY,08-Sep-2026,Put,23500,4.1,1174754,4833.5253330000005,159936,23897.7,-61.13744075829384
