symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-0.1915708812260536,-0.9505703422053232,-1.21,-2.85,-2.39,1.02,1.9,1.44
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-2.402088772845953,-5.606060606060606,-1.21,-2.85,,-1.19,-2.76,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,-2.9526883197143445,-6.180297397769526,-1.21,-2.85,-1.27,-1.74,-3.33,-4.91
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-1.038062283737024,-1.5151515151515151,-1.21,-2.85,-1.27,0.17,1.33,-0.25
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.7186311787072266,-2.310042000763644,-1.21,-2.85,-1.27,-1.51,0.54,-1.04
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,2.207048458149776,-5.805692014128537,-1.21,-2.85,-1.12,3.42,-2.96,-4.69
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-3.761467889908257,-9.879725085910652,-1.21,-2.85,1.89,-2.55,-7.03,-11.77
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-2.04534253326762,-0.8035536035136709,-1.21,-2.85,-0.98,-0.84,2.05,0.18
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.1317523056653518,6.352040816326525,-1.21,-2.85,1.89,1.08,9.2,4.46
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-2.871287128712871,-7.413524609504031,-1.21,-2.85,-1.63,-1.66,-4.56,-5.78
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.466677153793723,-1.7989851878427507,-1.21,-2.85,0.69,1.68,1.05,-2.49
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,0.9196428571428532,-3.227739726027401,-1.21,-2.85,-1.12,2.13,-0.38,-2.11
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,-1.431372549019608,1.8642350557244172,-1.21,-2.85,1.4,-0.22,4.71,0.46
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,1.2988574864702291,6.485461441213648,-1.21,-2.85,-1.27,2.51,9.34,7.76
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-4.903846153846154,-8.970546587369018,-1.21,-2.85,1.4,-3.69,-6.12,-10.37
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.4111881424814791,-2.119360902255648,-1.21,-2.85,-2.39,0.8,0.73,0.27
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-7.624633431085044,-7.380182299323728,-1.21,-2.85,1.4,-6.41,-4.53,-8.78
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-7.168,-5.292024419705524,-1.21,-2.85,,-5.96,-2.44,
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,0.5555555555555556,0.2373417721518987,-1.21,-2.85,-1.27,1.77,3.09,1.51
ADANIPORTS,Transportation,Other Transportation,,unmapped,0.2055196711685261,0.1996359579590212,-1.21,-2.85,,1.42,3.05,
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,1.8532818532818531,-4.121538126044926,-1.21,-2.85,-1.12,3.06,-1.27,-3.0
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-3.417851636114442,-5.411073825503356,-1.21,-2.85,-0.98,-2.21,-2.56,-4.43
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,1.446808510638298,1.446808510638298,-1.21,-2.85,1.4,2.66,4.3,0.05
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-2.411873840445269,-8.058031812620174,-1.21,-2.85,-1.63,-1.2,-5.21,-6.43
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.2238805970149322,-4.913793103448282,-1.21,-2.85,-2.39,-0.01,-2.06,-2.52
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-2.7428571428571358,1.8290598290598368,-1.21,-2.85,-1.12,-1.53,4.68,2.95
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-3.182827535159141,2.147598594299102,-1.21,-2.85,-4.41,-1.97,5.0,6.56
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.4497526360501724,-3.9951807228915706,-1.21,-2.85,1.89,0.76,-1.15,-5.89
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,-1.2765957446808476,4.4372990353697785,-1.21,-2.85,-1.12,-0.07,7.29,5.56
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,1.6321433185478629,-2.479338842975207,-1.21,-2.85,-2.39,2.84,0.37,-0.09
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.5355404089581277,4.715530497180942,-1.21,-2.85,-1.12,0.67,7.57,5.84
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-2.4457457802273512,-7.025607353906763,-1.21,-2.85,-1.63,-1.24,-4.18,-5.4
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,4.101610904584885,1.2168674698795208,-1.21,-2.85,-2.39,5.31,4.07,3.61
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,0.3021148036253819,-9.690581434886091,-1.21,-2.85,-2.39,1.51,-6.84,-7.3
