index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23914.45,24055.8,-0.59,2026-09-02,2026-09-01,False
NIFTY_BANK,^NSEBANK,57172.0,57409.6,-0.41,2026-09-02,2026-09-01,False
NIFTY_NEXT_50,^NSMIDCP,72947.45,72874.75,0.1,2026-09-02,2026-09-01,False
INDIA_VIX,^INDIAVIX,11.59,11.49,0.87,2026-09-02,2026-09-01,False
SENSEX,^BSESN,76570.35,76944.28,-0.49,2026-09-02,2026-09-01,False
