symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
AARTIPHARM,858.8,14,24.01444043321299,27.06,23.65,52.68,,10.17,34.19152329335749,807.51,901.74,False,0,Buy,Health Technology
KRN,1578.7,14,29.539673422499384,32.59,30.52,48.12,,5.66,69.29994855317373,1474.75,1657.64,False,0,Strong buy,Producer Manufacturing
RACLGEAR,1576.1,14,16.904020175048203,19.95,15.5,43.33,,7.35,71.38655055711412,1469.02,1654.9,False,0,Buy,Producer Manufacturing
SKYGOLD,781.45,14,14.155284493462872,17.21,12.76,45.14,,20.0,36.39413659617619,726.86,820.52,False,0,Buy,Consumer Durables
BLKASHYAP,59.34,14,8.383561643835623,11.43,9.36,43.58,,23.02,2.845423348952072,55.07,62.31,False,0,Strong buy,Industrial Services
MODISONLTD,469.95,14,65.50449022715267,68.55,66.48,47.87,,16.18,25.99970486436104,430.95,493.45,False,0,Buy,Industrial Services
CRISIL,4802.0,14,10.23115947019259,13.28,12.03,80.86,,6.79,116.39338094704526,4627.41,5042.1,False,0,Strong buy,Technology Services
AARTIDRUGS,431.65,14,4.263285024154584,7.31,3.9,46.12,,23.84,13.789047355168591,410.97,453.23,False,0,Strong buy,Health Technology
MEDANTA,1469.8,14,2.4322252421771458,5.48,2.07,50.9,,7.75,47.12313258918819,1399.12,1543.29,False,0,Strong buy,Health Services
PNBHOUSING,1166.0,14,8.951597832180896,12.0,7.06,44.99,2.62,10.64,30.18593586211626,1120.72,1224.3,False,0,Strong buy,Finance
MMP,404.15,14,32.50819672131147,35.56,36.92,64.71,,6.38,21.150124686784444,372.42,424.36,False,0,Buy,Non-Energy Minerals
LINCOLN,620.8,14,3.639398998330544,6.69,3.28,62.42,,24.03,17.17398782060674,595.04,651.84,False,0,Strong buy,Health Technology
BOSCHLTD,46820.0,13,13.078130660548243,16.13,11.68,44.24,2.31,6.79,1113.1163571241334,45150.33,49161.0,False,0,Buy,Producer Manufacturing
TATACAP,375.05,13,3.6049723756906102,6.65,1.71,69.3,,8.19,7.737874874718467,363.44,393.8,False,0,Buy,Finance
MCX,3275.4,13,22.30769230769231,25.36,20.42,35.57,1.76,6.25,104.97050770130042,3117.94,3439.17,False,0,Buy,Finance
ORTINGLOBE,15.67,13,3.024326101249172,6.07,2.66,84.07,,35.93,0.8951351102991213,14.33,16.45,False,0,Strong buy,Health Technology
PAYTM,1659.5,13,17.19632768361582,20.25,15.31,44.1,-2.33,4.39,55.866276770407865,1575.7,1742.48,False,0,Buy,Finance
RVTH,734.45,13,3.0807017543859714,6.13,4.06,98.56,,77.0,28.486941057989327,691.72,771.17,False,0,Buy,Industrial Services
CPCAP,128.33,13,12.078602620087349,15.13,13.71,48.75,,25.38,7.529088000186202,117.04,134.75,False,0,Strong buy,Consumer Services
IPRINGLTD,159.99,13,15.100719424460438,18.15,16.08,78.04,,16.88,12.626515208880166,141.05,167.99,False,0,Buy,Producer Manufacturing
