symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,2.887384232235964,2.2428460943542152,-0.9,-3.05,-2.39,3.79,5.29,4.63
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-1.903289438609588,-8.910891089108912,-0.9,-3.05,,-1.0,-5.86,
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,0.1758458183864387,-2.9572090487871265,-0.9,-3.05,-0.62,1.08,0.09,-2.34
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-0.822299651567941,-2.158669049910619,-0.9,-3.05,-0.62,0.08,0.89,-1.54
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-2.8585086042064987,-2.5790987535953955,-0.9,-3.05,-0.62,-1.96,0.47,-1.96
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,1.408450704225352,-6.341463414634147,-0.9,-3.05,-1.8,2.31,-3.29,-4.54
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-0.4879421976165943,-7.942708333333333,-0.9,-3.05,1.89,0.41,-4.89,-9.83
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,-2.000000000000002,-1.513043478260872,-0.9,-3.05,-0.98,-1.1,1.54,-0.53
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-0.3478886756237976,7.603626943005187,-0.9,-3.05,1.89,0.55,10.65,5.71
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-2.210109018830521,-5.366134369155521,-0.9,-3.05,-1.63,-1.31,-2.32,-3.74
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,0.5695977216091217,-3.805226866433987,-0.9,-3.05,-1.8,1.47,-0.76,-2.01
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,-1.3506493506493509,-3.4962902734017662,-0.9,-3.05,0.36,-0.45,-0.45,-3.86
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,-2.6188166828322017,2.236161459818341,-0.9,-3.05,1.4,-1.72,5.29,0.84
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.0235515779557283,6.926952141057934,-0.9,-3.05,-0.62,0.88,9.98,7.55
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-4.0385327899221934,-1.8009478672985837,-0.9,-3.05,-2.39,-3.14,1.25,0.59
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-5.970370370370371,-10.856741573033707,-0.9,-3.05,1.4,-5.07,-7.81,-12.26
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.3535031847133758,1.031746031746032,-0.9,-3.05,-0.62,2.25,4.08,1.65
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,-7.318611987381703,-3.8297872340425534,-0.9,-3.05,,-6.42,-0.78,
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-4.83338336835785,-8.645533141210375,-0.9,-3.05,1.4,-3.93,-5.6,-10.05
ADANIPORTS,Transportation,Other Transportation,,unmapped,-0.2745327102803765,-0.0526870389884141,-0.9,-3.05,,0.63,3.0,
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,0.2635658914728753,-5.591240875912402,-0.9,-3.05,-1.8,1.16,-2.54,-3.79
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,-2.5373771892353694,-5.3199435637812265,-0.9,-3.05,-0.98,-1.64,-2.27,-4.34
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,0.9229466553767992,2.177453921988856,-0.9,-3.05,1.4,1.82,5.23,0.78
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,-1.8215613382899545,-8.378143972246306,-0.9,-3.05,-1.63,-0.92,-5.33,-6.75
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,-0.763930497303778,1.5714833269451898,-0.9,-3.05,-4.41,0.14,4.62,5.98
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,0.9104704097116844,-3.188237006842332,-0.9,-3.05,-2.39,1.81,-0.14,-0.8
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-0.5753362953256559,4.632622279681104,-0.9,-3.05,-1.8,0.32,7.68,6.43
ETERNAL,Technology Services,Internet Software/Services,NIFTY_IT,industry,-1.9295047098146527,2.8193692258681184,-0.9,-3.05,-1.8,-1.03,5.87,4.62
BAJAJFINSV,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,-2.038786673296867,-6.413301662707839,-0.9,-3.05,1.89,-1.14,-3.36,-8.3
ONGC,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.5571030640668573,-4.224489795918365,-0.9,-3.05,-2.39,1.46,-1.17,-1.83
BEL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,-1.3386880856760377,3.339706819630344,-0.9,-3.05,-1.8,-0.44,6.39,5.14
NESTLEIND,Consumer Non-Durables,Food: Major Diversified,NIFTY_FMCG,industry,-3.018426842684274,-6.589403973509934,-0.9,-3.05,-1.63,-2.12,-3.54,-4.96
COALINDIA,Energy Minerals,Coal,NIFTY_ENERGY,industry,3.578553615960105,-0.5387931034482758,-0.9,-3.05,-2.39,4.48,2.51,1.85
HINDZINC,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,-2.3875263927237365,5.43859649122807,-0.9,-3.05,-4.41,-1.49,8.49,9.85
SHRIRAMFIN,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-5.791855203619909,-5.165345722875107,-0.9,-3.05,1.89,-4.89,-2.12,-7.06
POWERGRID,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-0.0187934598759674,-6.338028169014085,-0.9,-3.05,-2.39,0.88,-3.29,-3.95
DIVISLAB,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.0054948074070003,8.468919482686692,-0.9,-3.05,0.36,0.91,11.52,8.11
DMART,Retail Trade,Specialty Stores,NIFTY_FMCG,sector,-2.0779220779220777,-6.172224987555998,-0.9,-3.05,-1.63,-1.18,-3.12,-4.54
ASIANPAINT,Process Industries,Industrial Specialties,,unmapped,-4.449905482041581,-9.318263365626114,-0.9,-3.05,,-3.55,-6.27,
TATASTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,0.6343283582089541,-1.799739921976597,-0.9,-3.05,-4.41,1.53,1.25,2.61
HINDALCO,Non-Energy Minerals,Other Metals/Minerals,NIFTY_METAL,industry,-1.8446601941747571,-1.701507049100632,-0.9,-3.05,-4.41,-0.94,1.35,2.71
GRASIM,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,1.870591842992947,5.4603174603174605,-0.9,-3.05,-0.98,2.77,8.51,6.44
ADANIGREEN,Utilities,Alternative Power Generation,NIFTY_ENERGY,industry,-1.4017275344749205,-7.0500000000000025,-0.9,-3.05,-2.39,-0.5,-4.0,-4.66
EICHERMOT,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-6.259213759213759,-4.139447236180905,-0.9,-3.05,1.4,-5.36,-1.09,-5.54
TVSMOTOR,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-6.274660982357472,-6.023192360163702,-0.9,-3.05,1.4,-5.37,-2.97,-7.42
SOLARINDS,Process Industries,Industrial Specialties,,unmapped,3.875030273674013,14.069148936170214,-0.9,-3.05,,4.78,17.12,
IOC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,0.0218070800319845,-4.371394815484045,-0.9,-3.05,-2.39,0.92,-1.32,-1.98
