symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
YOGI,2026-09-04,161.9,163.45,90,90,100.0,0.15,5
VASUPRADA,2026-09-04,102.0,107.1,1,1,100.0,0.0,1
THAKDEV,2026-09-04,147.0,144.0,33,33,100.0,0.05,7
UNIINFO,2026-09-04,11.26,11.0,1618,1618,100.0,0.18,18
AKI,2026-09-04,6.57,7.22,258805,258795,100.0,18.69,113
ASSAMENT,2026-09-04,831.0,830.0,16,16,100.0,0.13,2
SIMPLXREA,2026-09-04,139.5,142.99,12,12,100.0,0.02,3
SIEL,2026-09-04,30.89,31.9,748,748,100.0,0.24,10
BIMETAL,2026-09-04,630.45,635.0,107,107,100.0,0.68,8
BURNPUR,2026-09-04,20.54,21.56,55339,55339,100.0,11.93,181
BENARAS,2026-09-04,10200.0,10200.0,107,107,100.0,10.91,30
SUNLOC,2026-09-04,79.99,79.98,41,41,100.0,0.03,2
ARTNIRMAN,2026-09-04,40.43,40.63,172,172,100.0,0.07,4
NEAGI,2026-09-04,3370.1,3300.1,1,1,100.0,0.03,1
ELITECON,2026-09-04,9.13,8.68,1122582,1122582,100.0,97.44,3278
MUKESHB,2026-09-04,134.0,133.91,312,312,100.0,0.42,5
TRANSCOR,2026-09-04,24.97,25.49,2509,2508,99.96,0.63,28
SWARNSAR,2026-09-04,35.48,35.25,6016,5998,99.7,2.12,35
GRAVISSHO,2026-09-04,29.6,29.4,329,328,99.7,0.1,8
VITAL,2026-09-04,54.49,55.72,15658,15608,99.68,8.57,58
AROGRANITE,2026-09-04,24.97,24.55,5191,5173,99.65,1.27,39
SHIVAAGRO,2026-09-04,42.9,41.39,4883,4865,99.63,2.01,24
STLSTRINF,2026-09-04,19.49,19.55,168,167,99.4,0.03,13
INDOTHAI,2026-09-04,37.63,35.75,742070,736955,99.31,265.29,1626
BANKA,2026-09-04,75.27,79.0,5253,5209,99.16,4.12,37
RAJTV,2026-09-04,8.49,8.07,220386,218186,99.0,17.81,305
HAMPTON,2026-09-04,8.1,7.86,9884,9769,98.84,0.79,114
TFL,2026-09-04,12.56,12.36,23861,23585,98.84,2.96,50
NKIND,2026-09-04,56.32,57.1,937,926,98.83,0.56,24
SURYALA,2026-09-04,407.7,411.85,1694,1673,98.76,7.04,26
SHERVANI,2026-09-04,315.05,315.1,78,77,98.72,0.25,7
RVTH,2026-09-04,729.05,734.45,277,273,98.56,2.02,18
NBIFIN,2026-09-04,1983.4,1981.9,5313,5235,98.53,104.47,51
GLOSTERLTD,2026-09-04,590.75,596.5,323,318,98.45,1.93,26
CHEMFAB,2026-09-04,358.0,360.1,4597,4525,98.43,16.51,53
GLFL,2026-09-04,5.66,5.8,4293,4225,98.42,0.25,17
RVHL,2026-09-04,39.09,39.84,8503,8365,98.38,3.36,93
ANSALBU,2026-09-04,76.35,80.68,905,888,98.12,0.72,13
