date,symbol,subject,details,category
05-Sep-2026 01:33:50,ABMINTLLTD,Shareholders meeting,"ABM International Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 29, 2026",Shareholders meeting
05-Sep-2026 01:32:23,TMCV,Press Release,"Tata Motors Limited has informed the Exchange regarding a press release dated September 05, 2026, titled ""Tata Motors launches recommended all-cash Voluntary totalitariantender offer for IVECO Group Common shares .",Press Release
05-Sep-2026 01:25:21,TMCV,Press Release,"Tata Motors Limited has informed the Exchange regarding a press release dated September 05, 2026, titled ""TML CV Holdings B.V., an Indirect Wholly Owned Subsidiary of Tata Motors Limited   Voluntary Totalitarian Tender Offer for all the common shares of Iveco Group N.V."".",Press Release
05-Sep-2026 01:09:35,HINDALCO,Analysts/Institutional Investor Meet/Con. Call Updates,Hindalco Industries Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
05-Sep-2026 01:08:56,AJAXENGG,Updates,"Ajax Engineering Limited has informed the Exchange regarding 'Pursuant to Regulation 30 read with Regulation 36(1)(b) of the SEBI (LODR) regulation, 2015 the company has dispatched a letter providing web-link and all the necessary details for accessing the Annual report of the company to the all sha",Updates
05-Sep-2026 00:34:19,COHANCE,General Updates,Cohance Lifesciences Limited has informed the Exchange about Completion of USFDA Inspection,General Updates
05-Sep-2026 00:11:16,PARKHOTELS,Updates,Apeejay Surrendra Park Hotels Limited has informed the Exchange regarding 'BRSR Report'.,Updates
05-Sep-2026 00:05:40,EFCIL,Diversification/Disinvestment,"EFC (I) Limited has informed the Exchange about Completion of Sale of 100 percentEquity Shares in Sanvritti Alpha Private Limited, a Wholly Owned Subsidiary",Diversification/Disinvestment
05-Sep-2026 00:00:33,ASTERDM,Shareholders meeting,"Aster DM Quality Care Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 28, 2026",Shareholders meeting
04-Sep-2026 23:54:21,MARATHON,General Updates,Marathon Nextgen Realty Limited has informed the Exchange about Business Responsibility and Sustainability Reporting for FY 2025-26,General Updates
04-Sep-2026 23:53:56,PARKHOTELS,Shareholders meeting,"Apeejay Surrendra Park Hotels Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 26, 2026",Shareholders meeting
04-Sep-2026 23:45:27,MARATHON,Record Date,Marathon Nextgen Realty Limited has informed the Exchange that Record date for the purpose of Dividend  is 18-Sep-2026.,Record Date
04-Sep-2026 23:36:11,MARATHON,Shareholders meeting,"Marathon Nextgen Realty Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on September 28, 2026",Shareholders meeting
04-Sep-2026 23:30:11,LODHA,Shareholders meeting,"Lodha Developers Limited has informed the Exchange regarding Notice of Court Convened General Meeting of Secured Creditors (including Secured Debenture Holders) to be held on October 09, 2026",Shareholders meeting
04-Sep-2026 23:21:45,LODHA,Shareholders meeting,"Lodha Developers Limited has informed the Exchange regarding Notice of Court Convened General Meeting of Equity Shareholders to be held on October 09, 2026",Shareholders meeting
04-Sep-2026 23:07:06,RHIM,General Updates,RHI MAGNESITA INDIA LTD has informed the Exchange about General Updates,General Updates
04-Sep-2026 22:58:18,WINSOME,Record Date,Winsome Yarns Limited has informed the Exchange that Record date for the purpose of Intimation of  Book Closure pursuant to Regulation 42 of the SEBI(LODR) & 2015 is September 21 &  2026  is 21-Sep-2026.,Record Date
04-Sep-2026 22:44:55,GREAVESCOT,Credit Rating- Revision,Greaves Cotton Limited has informed the Exchange about Credit Rating- Revision,Credit Rating- Revision
04-Sep-2026 22:44:11,ASIL,Outcome of Board Meeting,"Amit Spinning Industries Limited has informed the Exchange regarding Outcome of Board Meeting held on September 04, 2026 for approval of 1. Directors Report FY 2025-26, 2. Notice of calling AGM3. Reappointment of Internal Auditor4. Reappointment of Cost Auditor",Outcome of Board Meeting
04-Sep-2026 22:43:54,GANDHAR,Agreements,"Gandhar Oil Refinery (India) Limited has informed the Exchange that in continuation to intimation 26th May, 2026, 13th August, 2026 and pursuant to Regulation 30 of SEBI (LODR) Regulation, 2015, the Company has entered into purchase agreement for purchase of land at Panvel",Agreements
