index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,29-Sep-2026,23446.8,2662022.9230769235,2705090.692307692,1.02,23500,7.51
BANKNIFTY,29-Sep-2026,56548.9,585899.0,546953.0,0.93,57000,11.61
