date,symbol,subject,details,category
24-Sep-2026 10:47:27,ISFT,General Updates,Intrasoft Technologies Limited has informed the Exchange about General Updates,General Updates
24-Sep-2026 10:46:51,VISL,Action(s) taken or orders passed,Please refer the enclosed intimation under Regulation 30 of LODR.,Action(s) taken or orders passed
24-Sep-2026 10:45:16,FCL,General Updates,Fineotex Chemical Limited has informed the Exchange on Incorporation,General Updates
24-Sep-2026 10:43:21,CAMS,Analysts/Institutional Investor Meet/Con. Call Updates,Computer Age Management Services Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
24-Sep-2026 10:41:08,QUADFUTURE,Trading Window,"Quadrant Future Tek Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:39:57,INDOMIM,Price movement,"Significant movement in price has been observed in INDO-MIM Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. INDO-MIM Limited ha",Price movement
24-Sep-2026 10:39:15,FLAIR,Analysts/Institutional Investor Meet/Con. Call Updates,Flair Writing Industries Limited has informed the Exchange about Schedule of meet- PL Capital Mid & Small Cap Conference 2026,Analysts/Institutional Investor Meet/Con. Call Updates
24-Sep-2026 10:36:11,DOLLEX,Trading Window,"Dollex Agrotech Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:34:08,MACPOWER,Analysts/Institutional Investor Meet/Con. Call Updates,"Macpower CNC Machines Limited has informed the Exchange about Schedule of Investor Meet to be held on 29th September, 2026 and 2nd October, 2026",Analysts/Institutional Investor Meet/Con. Call Updates
24-Sep-2026 10:31:53,HONDAPOWER,Trading Window,"Honda India Power Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:31:48,PINELABS,Press Release,"Pine Labs Limited has informed the Exchange regarding a press release dated September 24, 2026, titled ""Pine Labs to Deploy 10 Lakh Soundboxes Across India to Power Digital Commerce"".",Press Release
24-Sep-2026 10:30:54,NIBL,Trading Window,"NRB Industrial Bearings Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:28:12,PREMIERPOL,Spurt in Volume,"Significant increase in volume has been observed in Premier Polyfilm Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Premier Po",Spurt in Volume
24-Sep-2026 10:26:21,ENDURANCE,Trading Window,"Endurance Technologies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:09:25,HAVELLS,Copy of Newspaper Publication,Havells India Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
24-Sep-2026 10:04:28,SATIN,Trading Window,"Satin Creditcare Network Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:03:00,SKMEGGPROD,Trading Window,"SKM Egg Products Export (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Sep-2026 10:02:56,GENESYS,Press Release,"Genesys International Corporation Limited has informed the Exchange regarding a press release dated September 24, 2026, titled "" Genesys International wins &#8377;283 crore contract for Ahmedabad s 3D Digital Twin and Spatial Intelligence Platform - One of India s largest Digital Twin initiatives .""",Press Release
24-Sep-2026 10:00:03,VERANDA,Press Release,"Veranda Learning Solutions Limited has informed the Exchange regarding a press release dated September 24, 2026, titled ""Veranda Learning Solutions Limited fixes October 6, 2026 as Record Date for Commerce Vertical Demerger"".",Press Release
24-Sep-2026 09:58:34,MBAPL,Trading Window,"Madhya Bharat Agro Products Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
