symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,-0.6426735218508998,-5.175189756957756,0.05,-4.08,0.0,-0.69,-1.1,-5.18
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,1.289198606271777,0.0206440957886013,0.05,-4.08,-3.39,1.24,4.1,3.41
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-1.3790856770550477,-5.690550363447555,0.05,-4.08,,-1.43,-1.61,
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-1.1316568047337243,-5.063920454545452,0.05,-4.08,-3.39,-1.18,-0.98,-1.67
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,-0.5750605326876559,-4.874517374517374,0.05,-4.08,-3.39,-0.63,-0.79,-1.48
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-4.17319207738369,-9.744034707158349,0.05,-4.08,-7.45,-4.22,-5.66,-2.29
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,-1.4851485148514851,-7.613741875580316,0.05,-4.08,0.0,-1.54,-3.53,-7.61
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,1.8472841773812672,-4.98408812729498,0.05,-4.08,0.0,1.8,-0.9,-4.98
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,3.4260429835651105,-3.045745437307411,0.05,-4.08,0.0,3.38,1.03,-3.05
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,-1.6360856269113104,-4.649209486166003,0.05,-4.08,0.0,-1.69,-0.57,-4.65
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,0.6474237928243863,-2.150537634408602,0.05,-4.08,3.24,0.6,1.93,-5.39
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,-0.2860061287027579,-3.520389001996409,0.05,-4.08,0.0,-0.34,0.56,-3.52
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-3.924542610674006,-10.468197879858655,0.05,-4.08,-7.45,-3.97,-6.39,-3.02
ADANIPORTS,Transportation,Other Transportation,,unmapped,3.2062391681109186,6.720430107526882,0.05,-4.08,,3.16,10.8,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-1.6265060240963856,2.4981169972382595,0.05,-4.08,-3.39,-1.68,6.58,5.89
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,0.8122589672707479,-1.4709806537691763,0.05,-4.08,,0.76,2.61,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-0.0197687061381793,-0.3742736137102289,0.05,-4.08,0.0,-0.07,3.71,-0.37
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,-3.2552504038772176,-3.1065447779305773,0.05,-4.08,-3.39,-3.31,0.97,0.28
