index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23224.15,23446.8,-0.95,2026-09-24,2026-09-23,False
NIFTY_BANK,^NSEBANK,55573.05,56548.9,-1.73,2026-09-24,2026-09-23,False
NIFTY_NEXT_50,^NSMIDCP,71999.35,72462.4,-0.64,2026-09-24,2026-09-23,False
INDIA_VIX,^INDIAVIX,11.31,10.35,9.3,2026-09-24,2026-09-23,False
SENSEX,^BSESN,74151.1,74828.25,-0.9,2026-09-24,2026-09-23,False
