index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23295.2,23477.8,-0.78,2026-09-11,2026-09-10,False
NIFTY_BANK,^NSEBANK,56027.7,56471.95,-0.79,2026-09-11,2026-09-10,False
NIFTY_NEXT_50,^NSMIDCP,71737.7,72530.9,-1.09,2026-09-11,2026-09-10,False
INDIA_VIX,^INDIAVIX,12.34,11.8,4.6,2026-09-11,2026-09-10,False
SENSEX,^BSESN,74423.78,74902.59,-0.64,2026-09-11,2026-09-10,False
