date,symbol,subject,details,category
11-Sep-2026 01:30:12,ADANIPORTS,General Updates,Adani Ports and Special Economic Zone Limited has informed the Exchange about General Updates,General Updates
10-Sep-2026 23:58:53,TATACONSUM,ESOP/ESOS/ESPS,TATA CONSUMER PRODUCTS LIMITED has informed the Exchange regarding Allotment of   Shares.,ESOP/ESOS/ESPS
10-Sep-2026 23:26:56,GHCLTEXTIL,Options to purchase securities,Ghcl Textiles Limited has informed the Exchange about Options to purchase securities,Options to purchase securities
10-Sep-2026 23:17:30,GHCLTEXTIL,Shareholders meeting,"Ghcl Textiles Limited has informed the Exchange regarding Proceedings of Postal Ballot. Further, the company has submitted the Exchange a copy of Srutinizers report along with voting results.",Shareholders meeting
10-Sep-2026 23:01:28,3IINFOLTD,Bagging/Receiving of orders/contracts,3i Infotech Limited has informed the Exchange about Bagging/Receiving of orders/contracts,Bagging/Receiving of orders/contracts
10-Sep-2026 22:58:32,GVT&D,General Updates,"GE Vernova T&D India Limited has informed the Exchange about disclosure under Regulation 30 of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015 regarding appointment/re-appointment of directors and Statutory Auditors in the 70th Annual General Meeting",General Updates
10-Sep-2026 22:58:05,CESC,Analysts/Institutional Investor Meet/Con. Call Updates,CESC Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
10-Sep-2026 22:58:02,COFORGE,General Updates,Coforge Limited has informed the Exchange about General Updates,General Updates
10-Sep-2026 22:56:09,CESC,Analysts/Institutional Investor Meet/Con. Call Updates,CESC Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
10-Sep-2026 22:54:26,CESC,Analysts/Institutional Investor Meet/Con. Call Updates,CESC Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
10-Sep-2026 22:52:41,CESC,Analysts/Institutional Investor Meet/Con. Call Updates,CESC Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
10-Sep-2026 22:46:54,THOMASCOOK,Cessation,"Thomas Cook  (India)  Limited has informed the Exchange regarding Cessation of  Mr. Chandran Ratnaswami as Non- Executive Director of the company w.e.f. September 10, 2026.",Cessation
10-Sep-2026 22:45:35,EDELWEISS,Updates,Edelweiss Financial Services Limited has informed the Exchange regarding 'Public Issue Of Non-Convertible Debentures'.,Updates
10-Sep-2026 22:43:43,MUKKA,General Updates,Mukka Proteins Limited has informed the Exchange about outcome of the AGM.,General Updates
10-Sep-2026 22:41:59,THOMASCOOK,Change in Director(s),Thomas Cook  (India)  Limited has informed the Exchange regarding Change in Director(s) of the company.,Change in Director(s)
10-Sep-2026 22:36:31,MUKKA,Shareholders meeting,"Mukka Proteins Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on September 10, 2026",Shareholders meeting
10-Sep-2026 22:34:09,GABRIEL,Analysts/Institutional Investor Meet/Con. Call Updates,Gabriel India Limited has informed the Exchange about Cancellation of Analyst / Investor Meet,Analysts/Institutional Investor Meet/Con. Call Updates
10-Sep-2026 22:21:01,GVT&D,Shareholders meeting,"GE Vernova T&D India Limited has submitted the Exchange a copy Srutinizers report of  Annual General Meeting held on September 09, 2026",Shareholders meeting
10-Sep-2026 22:19:16,THOMASCOOK,General Updates,"Thomas Cook  (India)  Limited has informed the Exchange about proceedings of 49th Annual General Meeting held on September 10, 2026.",General Updates
10-Sep-2026 22:11:07,THOMASCOOK,General Updates,Thomas Cook  (India)  Limited has informed the Exchange about Outcome of 49th Annual General Meeting including Scrutinizer's Report.,General Updates
