symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
GUFICBIO,421.4,14,10.314136125654445,7.77,6.86,54.51,,6.31,14.587838265527944,399.52,442.47,False,0,Strong buy,Health Technology
KABRAEXTRU,448.6,14,54.6896551724138,52.15,55.67,43.48,,8.21,27.456998691911245,407.41,471.03,False,0,Buy,Producer Manufacturing
REDTAPE,139.97,14,3.6814814814814807,1.14,5.31,56.01,,16.81,4.434789965658431,133.32,146.97,False,0,Strong buy,Retail Trade
IKIO,204.05,14,9.117647058823536,6.58,10.1,46.88,,23.94,9.953262442214614,189.12,214.25,False,0,Buy,Producer Manufacturing
BAJFINANCE,1078.0,14,5.170731707317073,2.63,3.28,55.76,8.83,9.13,31.353312262752237,1030.97,1131.9,False,0,Buy,Finance
TATACAP,370.3,14,5.800000000000003,3.26,3.91,46.01,,9.27,11.387209048979075,353.22,388.82,False,0,Buy,Finance
PRIMESECU,296.05,14,7.167420814479642,4.63,5.28,80.31,,9.78,10.438156285972472,280.39,310.85,False,0,Strong buy,Finance
SHANTIGOLD,224.01,14,4.233096905762475,1.69,2.83,52.7,,56.16,7.972673577849377,212.05,235.21,False,0,Strong buy,Consumer Durables
JLHL,320.2,14,11.188276963678025,8.65,7.74,72.33,,10.04,11.044615457895585,303.63,336.21,False,0,Buy,Health Services
SJS,2446.1,14,11.592153284671529,9.05,10.19,44.87,,5.88,94.07425441078088,2304.99,2568.41,False,0,Buy,Producer Manufacturing
SUPRAJIT,521.8,14,7.587628865979372,5.05,6.19,42.54,,10.2,16.267246011790967,497.4,547.89,False,0,Buy,Producer Manufacturing
RACLGEAR,1482.7,14,12.325757575757578,9.79,10.93,49.32,,14.11,64.94184734052945,1385.29,1556.84,False,0,Strong buy,Producer Manufacturing
SETL,281.0,14,8.118507118122364,5.58,4.67,51.74,,8.65,13.74303691727388,260.39,295.05,False,0,Buy,Health Technology
MANAKSTEEL,84.43,14,3.08913308913309,0.55,7.5,61.95,,6.48,4.961209451003019,76.99,88.65,False,0,Buy,Non-Energy Minerals
GNA,527.2,14,12.373441330065027,9.83,10.97,43.46,,40.17,29.05178427222463,483.62,553.56,False,0,Buy,Producer Manufacturing
TITAN,4941.0,14,7.637678633670277,5.1,6.24,54.17,11.84,3.91,88.06608889725727,4808.9,5188.05,False,0,Buy,Consumer Durables
MEDANTA,1455.6,14,9.707567078685557,7.17,6.26,75.27,,8.8,41.85770161460516,1392.81,1528.38,False,0,Strong buy,Health Services
MANAKALUCO,40.48,14,15.690197199199757,13.15,20.1,79.61,,68.28,2.111861125055367,37.31,42.5,False,0,Strong buy,Non-Energy Minerals
SHRIPISTON,4392.8,14,2.709906708129733,0.17,1.31,54.99,,10.41,173.96124912142108,4131.86,4612.44,False,0,Buy,Producer Manufacturing
INDNIPPON,1166.0,14,13.357962278825598,10.82,11.96,47.51,,9.62,51.91604615287996,1088.13,1224.3,False,0,Buy,Producer Manufacturing
