symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
VCL,2026-08-07,1.28,1.34,162431,162431,100.0,2.18,58
SUMEETINDS,2026-08-07,18.18,17.28,120603,120603,100.0,20.84,363
INDOTHAI,2026-08-07,110.65,99.59,204974,204974,100.0,204.13,1438
GROBTEA,2026-08-07,899.4,900.0,15,15,100.0,0.14,2
NATIONSTD,2026-08-07,201.94,191.85,4431,4431,100.0,8.5,182
NIRAJISPAT,2026-08-07,216.0,216.0,111,111,100.0,0.24,4
TEAMGTY,2026-08-07,223.8,222.81,1667,1666,99.94,3.68,34
WIPL,2026-08-07,167.0,168.05,356,355,99.72,0.61,15
HBESD,2026-08-07,75.28,78.52,6295,6260,99.44,4.84,23
KHANDSE,2026-08-07,17.05,17.4,180,179,99.44,0.03,15
NEAGI,2026-08-07,3150.0,3111.9,83,82,98.8,2.59,15
UEL,2026-08-07,245.52,257.79,20964,20645,98.48,54.04,322
INNOVANA,2026-08-07,331.8,330.0,922,903,97.94,3.04,32
RPPINFRA,2026-08-07,57.85,57.86,736325,719697,97.74,421.73,868
AMBICAAGAR,2026-08-07,24.83,24.89,1877,1827,97.34,0.47,53
FINKURVE,2026-08-07,59.2,58.9,42168,41033,97.31,24.88,169
PREMCO,2026-08-07,385.0,380.3,1810,1754,96.91,6.92,93
KIRANVYPAR,2026-08-07,197.57,198.36,573,553,96.51,1.14,29
LFIC,2026-08-07,139.33,139.52,383,367,95.82,0.53,13
SHRADHA,2026-08-07,33.92,34.22,104728,100267,95.74,35.91,102
SHEKHAWATI,2026-08-07,13.92,13.7,13407,12787,95.38,1.85,51
SUNDARAM,2026-08-07,1.23,1.23,227965,216525,94.98,2.82,222
JPOLYINVST,2026-08-07,1065.8,1066.2,48664,46187,94.91,518.9,472
LOYALTEX,2026-08-07,214.53,215.0,462,437,94.59,0.99,16
HEALTHX,2026-08-07,308.9,306.65,4046,3796,93.82,12.41,127
ANIKINDS,2026-08-07,43.09,43.0,792,737,93.06,0.34,45
PKTEA,2026-08-07,709.75,691.8,72,67,93.06,0.5,16
DGCONTENT,2026-08-07,25.19,25.82,49663,46180,92.99,12.82,182
AAKASH,2026-08-07,8.99,8.99,55441,51496,92.88,5.0,276
METROGLOBL,2026-08-07,135.02,134.49,3203,2973,92.82,4.34,98
HPIL,2026-08-07,128.85,129.45,2501,2310,92.36,3.26,48
METROBRAND,2026-08-07,981.1,972.5,193668,178745,92.29,1883.85,5081
SHREYANIND,2026-08-07,141.55,142.33,6748,6222,92.21,9.62,88
SILLYMONKS,2026-08-07,15.7,16.35,22450,20681,92.12,3.68,161
GOYALALUM,2026-08-07,6.49,6.43,54572,50087,91.78,3.53,322
LAL,2026-08-07,8.8,8.78,213814,196201,91.76,18.64,373
SAGARDEEP,2026-08-07,25.23,24.86,5896,5410,91.76,1.47,69
SINTERCOM,2026-08-07,84.93,83.74,6250,5730,91.68,5.28,83
MERCANTILE,2026-08-07,24.52,25.09,870,797,91.61,0.22,56
CINEVISTA,2026-08-07,14.81,14.7,24051,22028,91.59,3.54,102
QUINT,2026-08-07,39.86,37.48,3954,3621,91.58,1.56,46
CELEBRITY,2026-08-07,6.98,6.99,8931,8154,91.3,0.63,59
RUBFILA,2026-08-07,72.99,73.52,11125,10155,91.28,8.14,116
INDPRUD,2026-08-07,6472.5,6350.0,193,176,91.19,12.27,72
ABMKNO,2026-08-07,190.87,186.21,1192,1087,91.19,2.24,42
BEEKAY,2026-08-07,394.45,394.0,5786,5274,91.15,22.74,108
ARENTERP,2026-08-07,37.82,37.91,439,400,91.12,0.17,33
AAATECH,2026-08-07,93.12,91.95,64491,58767,91.12,60.51,240
