symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
KAYNES,3455.0,-9.602302459445315,43.57,24336.0,210451.0,165448.79334,80194.0,True,6
RBLBANK,423.2,7.876625031863364,20.21,5075.0,59236.0,110554.9843125,30185.0,True,6
ATHERENERG,1543.8,5.957446808510636,16.33,6568.0,52029.0,46069.8460125,46780.0,True,5
TATAELXSI,3220.0,-12.14427982865406,15.19,6610.0,62685.0,24617.0547875,50134.0,True,5
CONCOR,467.0,-10.707456978967496,14.38,4694.0,38705.0,37111.207625,37342.0,True,5
VOLTAS,1100.8,-10.035959463877084,12.02,7394.0,69118.0,34875.14475,68928.0,True,5
BRITANNIA,4918.0,-11.026684758028042,11.77,4508.0,32057.0,21697.3939625,42816.0,True,5
PAGEIND,37150.0,4.353932584269663,11.37,2135.0,66808.0,26797.05968,20918.0,True,5
PIIND,2410.0,-3.6,11.06,5401.0,168366.0,42441.87283,54215.0,True,5
LTM,4158.3,-7.59333333333333,9.54,5234.0,101798.0,73450.708665,60117.0,True,3
BPCL,313.6,1.5873015873015983,8.94,2582.0,40568.0,35650.8867525,31462.0,True,3
LTF,304.9,-3.2063492063492136,8.56,3648.0,23876.0,29546.37585,46245.0,True,3
HYUNDAI,2101.0,-5.445544554455446,8.39,2339.0,20044.0,21748.7708075,30233.0,True,3
PATANJALI,404.0,14.67499290377519,8.29,6249.0,234670.0,94705.8345025,81637.0,True,3
ABB,7120.5,-4.72972972972973,6.22,1968.0,45239.0,33056.327025,33610.0,True,3
KFINTECH,898.0,-6.749740394600208,6.21,1338.0,11384.0,17029.06821,22867.0,True,3
MPHASIS,2265.0,-6.8667763157894735,6.02,1783.0,13765.0,13546.2218375,31410.0,True,3
OIL,467.0,-2.8904138074443706,5.83,1194.0,25780.0,20515.14136,21677.0,True,3
IRFC,80.0,-7.493061979648479,5.78,2475.0,13929.0,18984.7034125,45278.0,True,3
DIXON,13084.0,-11.97524219590958,5.42,8379.0,264904.0,124698.130695,163088.0,True,3
PREMIERENE,907.2,-13.599999999999996,4.6,1557.0,10419.0,20585.299735,35393.0,True,3
DRREDDY,1211.0,2.7141645462256148,4.5,2982.0,77406.0,60225.106,69221.0,True,3
COCHINSHIP,1388.9,-6.471380471380465,4.28,1796.0,36055.0,13547.77912,43783.0,True,3
FORCEMOT,17275.0,-3.4106793402292426,4.18,878.0,24900.0,8166.80912,21866.0,True,3
SHRIRAMFIN,1006.0,-11.75438596491228,4.15,2741.0,39903.0,47769.9719475,68847.0,True,3
ETERNAL,342.0,3.636363636363636,4.1,4519.0,127028.0,123889.110525,114716.0,True,3
MAZDOCK,2204.0,-14.24124513618677,4.04,2619.0,34610.0,33792.1766325,67455.0,True,3
GVT&D,4348.0,7.019789307866491,3.98,2151.0,83856.0,24257.5678625,56234.0,True,3
INFY,1029.4,-9.14386584289496,3.82,13830.0,245919.0,156428.70144,375602.0,True,3
BLUESTARCO,1525.0,-0.0131130343561529,3.79,1381.0,28669.0,23580.8961375,37800.0,True,3
COALINDIA,428.0,6.32219600049683,3.76,4773.0,212130.0,87730.53759,131776.0,True,3
PGEL,520.2,-13.731343283582085,3.67,868.0,15337.0,10877.03431,24518.0,True,3
SUPREMEIND,3460.5,-5.41722469729685,3.66,799.0,15295.0,7413.925925,22634.0,True,3
SIEMENS,3858.0,-0.5670103092783505,3.61,1429.0,29455.0,18410.36015,41021.0,True,3
SUZLON,43.0,-8.704883227176223,3.08,1958.0,25977.0,41542.55852,65548.0,True,3
KPITTECH,529.05,-10.769101028841291,2.96,1112.0,26974.0,15734.351475,38732.0,True,3
FEDERALBNK,327.0,-8.223407241088973,2.75,1699.0,36364.0,55718.618,63523.0,True,3
HAVELLS,1088.9,-14.596078431372543,2.65,1146.0,13436.0,14962.24115,44389.0,True,3
ADANIENT,2997.0,0.0667779632721202,2.63,2567.0,75701.0,106289.1113703,100067.0,True,3
VMM,104.03,1.3937621832358742,2.49,623.0,18385.0,25946.03433,25659.0,True,3
BAJAJHLDNG,11185.0,-1.5404929577464788,2.38,126.0,3458.0,6918.7403775,5421.0,True,3
HAL,4800.0,-3.714996389312361,2.36,2154.0,76570.0,51786.604605,93285.0,True,3
IOC,137.8,1.69741697416975,2.35,1116.0,27762.0,20305.434825,48698.0,True,3
CUMMINSIND,4962.5,-3.0003909304143863,2.27,946.0,15563.0,27818.34538,42629.0,True,3
AMBER,7000.0,-3.7800687285223367,2.24,632.0,16229.0,10651.29442,28813.0,True,3
SWIGGY,284.05,1.1754229741763176,2.2,2098.0,84593.0,89040.6588325,97384.0,True,3
INDUSTOWER,382.1,3.354070868271581,2.19,1652.0,34987.0,123374.13825,77148.0,True,3
TIINDIA,2574.0,-12.71617497456765,2.17,462.0,7838.0,3598.3509,21729.0,True,3
BHARTIARTL,1817.2,-6.810256410256408,2.15,4786.0,162567.0,103302.3821675,227365.0,True,3
ZYDUSLIFE,1162.3,4.74945926459986,2.13,487.0,16753.0,27607.51737,23385.0,True,3
UPL,559.9,-1.9439579684763613,2.02,721.0,12750.0,18958.3373795,36465.0,True,3
CAMS,704.0,-6.494886439102136,1.97,502.0,8320.0,9364.359345,25926.0,True,3
POWERINDIA,31415.0,-6.265851111442638,1.9,1117.0,69905.0,30051.58736,59920.0,True,3
SBIN,987.0,-6.241094328868628,1.8,5341.0,217574.0,125815.46055,302655.0,True,3
ADANIGREEN,1304.0,-0.4732101969165047,1.71,977.0,26794.0,87139.4403,57990.0,True,3
GODFRYPHLP,1970.0,-6.794095382286143,1.63,194.0,4817.0,4276.2264875,12073.0,True,3
GAIL,171.84,-0.2438174851967883,1.59,533.0,11190.0,20963.583895,34041.0,True,3
IDEA,14.27,1.710620099786174,1.55,2202.0,64753.0,175673.28489,143850.0,True,3
APLAPOLLO,2195.0,2.5269746368349715,1.53,819.0,32852.0,149267.02966,54430.0,True,3
BAJFINANCE,1008.8,-8.738918038719028,1.45,2163.0,54942.0,47995.292475,151244.0,True,3
ABCAPITAL,397.0,-3.1707317073170733,1.44,307.0,11342.0,20146.40276,21643.0,True,3
ADANIENSOL,1381.7,-11.253131222300729,1.29,697.0,22624.0,115424.9297325,54568.0,True,3
RECLTD,307.1,-6.51445966514459,1.26,785.0,19826.0,19877.68818,62948.0,True,3
HCLTECH,1270.4,-3.75028411243276,1.2,1381.0,163928.0,76535.31996,116335.0,True,3
AMBUJACEM,386.9,-5.6341463414634205,1.2,1276.0,19820.0,30393.5832,107805.0,True,3
OFSS,10989.0,-7.265822784810126,1.2,542.0,69324.0,43966.91262,45611.0,True,3
HDFCAMC,2430.0,-7.074569789674952,1.13,420.0,11333.0,28583.68344,37458.0,True,3
MOTILALOFS,1007.0,3.3880903490759757,1.12,151.0,13334.0,9418.33816,13608.0,True,3
CIPLA,1384.1,-3.4393749127947664,1.11,526.0,30049.0,33469.31032,48106.0,True,3
INDHOTEL,736.25,0.1700680272108843,1.08,477.0,22697.0,24989.6361,44480.0,True,3
AXISBANK,1242.7,-0.6316967855429285,1.04,2076.0,69569.0,89913.5576875,201213.0,True,3
ICICIBANK,1339.6,-5.462244177840515,0.97,2718.0,116482.0,133452.71947,281621.0,True,3
AUROPHARMA,1700.0,5.649120626437145,0.89,346.0,22285.0,70180.514195,39273.0,True,3
INDUSINDBK,955.0,-5.239134748958122,0.88,686.0,17623.0,31867.62299,78780.0,True,3
M&M,3044.5,-11.270109582653296,0.85,1083.0,66955.0,60212.2596,129034.0,True,3
IDFCFIRSTB,85.37,-0.2686915887850348,0.83,576.0,24706.0,81835.215245,70196.0,True,3
ADANIPORTS,1795.0,5.762432241338673,0.82,591.0,64317.0,50733.9307675,72733.0,True,3
BAJAJFINSV,1823.4,-9.238427078148328,0.81,511.0,22021.0,15178.22139,63214.0,True,3
SAGILITY,45.61,6.9652908067542185,0.8,113.0,4350.0,3721.464,14297.0,True,3
CDSL,1348.0,0.1560294226911292,0.78,492.0,39089.0,35701.31103,63462.0,True,3
WAAREEENER,2494.8,-6.663174828837589,0.77,621.0,48353.0,26005.205905,81638.0,True,3
ICICIPRULI,486.65,-3.057768924302793,0.75,226.0,11693.0,8050.9582975,30373.0,True,3
RELIANCE,1240.4,-5.60121765601217,0.71,4596.0,320167.0,331572.59475,647898.0,True,3
TITAN,4928.5,-2.752565114443568,0.68,430.0,133841.0,74496.4264975,63479.0,True,3
NYKAA,333.55,0.7703927492447165,0.67,113.0,6410.0,12924.549375,17057.0,True,3
IREDA,110.25,-4.163769123783037,0.64,291.0,9721.0,14981.8949,45772.0,True,3
CROMPTON,222.0,-13.28125,0.62,334.0,12604.0,14711.18709,53836.0,True,3
TECHM,1551.6,-2.543810062182024,0.61,376.0,33257.0,45049.4439,62239.0,True,3
TMPV,300.05,-6.671850699844476,0.57,789.0,79917.0,56120.79664,139568.0,True,3
DMART,3777.0,-5.0957334539424135,0.53,312.0,24800.0,20042.39838,58817.0,True,3
PETRONET,281.75,-2.8280738058285877,0.53,127.0,7208.0,7239.42218,23894.0,True,3
