date,symbol,subject,details,category
23-Sep-2026 10:37:32,REGAAL,Spurt in Volume,"Significant increase in volume has been observed in Regaal Resources Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Regaal Res",Spurt in Volume
23-Sep-2026 10:37:03,CSM,Price movement,"Significant movement in price has been observed in CSM Technologies Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. CSM Technol",Price movement
23-Sep-2026 10:36:50,NEOGEN,Analysts/Institutional Investor Meet/Con. Call Updates,Neogen Chemicals Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
23-Sep-2026 10:32:25,GINNIFILA,Trading Window,"Ginni Filaments Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
23-Sep-2026 10:23:22,GRWRHITECH,Press Release,"Garware Hi-Tech Films Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""Press Release -  Garware Hi-Tech Films and Lubrizol sign MoU to collaborate on advanced TPU-based film solutions",Press Release
23-Sep-2026 10:19:46,AVTNPL,Spurt in Volume,"Significant increase in volume has been observed in AVT Natural Products Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. AVT Na",Spurt in Volume
23-Sep-2026 10:18:54,AXISBANK,Appointment,"Axis Bank Limited has informed the Exchange regarding Appointment of Mr Arvind Subramanian as Non- Executive Independent Director of the company w.e.f. September 23, 2026.",Appointment
23-Sep-2026 10:18:33,KAYA,Reply to Clarification- Financial results,"The Exchange had sought clarification from Kaya Limited for the quarter ended 30-Jun-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company was required to clarify the following:   -1. Consolidated Financial R",Reply to Clarification- Financial results
23-Sep-2026 10:17:57,GANDHITUBE,Spurt in Volume,"Significant increase in volume has been observed in Gandhi Special Tubes Limited. The Exchange, in order to ensure that investors have latest relevant information about the company and to inform the market place so that the interest of the investors is safeguarded, had written to the company. Gandhi",Spurt in Volume
23-Sep-2026 10:15:25,MBAPL,Analysts/Institutional Investor Meet/Con. Call Updates,Madhya Bharat Agro Products Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
23-Sep-2026 09:52:03,MANBA,Press Release,"Manba Finance Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""Press release under regulation 30 with respect to preferential issuance"".",Press Release
23-Sep-2026 09:43:07,GSFC,General Updates,Gujarat State Fertilizers & Chemicals Limited has informed the Exchange about General Updates,General Updates
23-Sep-2026 09:39:36,CYIENTDLM,General Updates,Please find enclosed the intimation of change in name of our Step-Down Subsidiary,General Updates
23-Sep-2026 09:39:05,JTEKTINDIA,Trading Window,"Jtekt India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
23-Sep-2026 08:58:59,OSWALPUMPS,Press Release,"Oswal Pumps Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""Oswal Pumps Wins Rs. 273.19 Crore Order from TGREDCO for 46.7 MW Rooftop Solar Project Across 9,937 Government Schools in Telangana"".",Press Release
23-Sep-2026 08:50:12,OSWALPUMPS,Awarding of order(s)/contract(s),Oswal Pumps Limited has informed the Exchange about Awarding of order(s)/contract(s),Awarding of order(s)/contract(s)
23-Sep-2026 08:41:06,GLENMARK,Press Release,"Glenmark Pharmaceuticals Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""Glenmark Pharmaceuticals receives Establishment Inspection Report (EIR) from U.S. FDA for its Goa facility with VAI classification"".",Press Release
23-Sep-2026 08:28:48,PFOCUS,Press Release,"Prime Focus Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""BRAHMA RAISES AI $150 MILLION ROUND LED BY MULTIPLES"".",Press Release
23-Sep-2026 08:17:26,PFOCUS,Press Release,"Prime Focus Limited has informed the Exchange regarding a press release dated September 23, 2026, titled ""PRIME FOCUS-BACKED BRAHMA AI RAISES $150 MILLION AT $2 BILLION VALUATION"".",Press Release
23-Sep-2026 08:10:06,PFOCUS,Sale or disposal,Prime Focus Limited has informed the Exchange about Sale or disposal,Sale or disposal
