symbol,sector,industry,nifty_sector_index,sector_match_basis,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,Oil Refining/Marketing,NIFTY_ENERGY,industry,0.4022526146419952,-5.2103903995138925,1.42,-3.32,0.0,-1.02,-1.89,-5.21
HDFCBANK,Finance,Major Banks,NIFTY_BANK,industry,3.1263113722198943,0.6484641638225256,1.42,-3.32,-2.1,1.71,3.97,2.75
BHARTIARTL,Communications,Wireless Telecommunications,,unmapped,-0.1416276282819429,-5.989743589743588,1.42,-3.32,,-1.56,-2.67,
ICICIBANK,Finance,Regional Banks,NIFTY_BANK,industry,-1.398086828550405,-5.667018655403028,1.42,-3.32,-2.1,-2.82,-2.35,-3.57
SBIN,Finance,Regional Banks,NIFTY_BANK,industry,1.8545081967213135,-5.134077679167866,1.42,-3.32,-2.1,0.43,-1.81,-3.03
TCS,Technology Services,Information Technology Services,NIFTY_IT,industry,-7.947136563876655,-9.242529534398896,1.42,-3.32,-7.2,-9.37,-5.92,-2.04
BAJFINANCE,Finance,Finance/Rental/Leasing,NIFTY_FIN_SERVICE,industry,3.236021771400301,-3.9410681399631633,1.42,-3.32,0.0,1.82,-0.62,-3.94
LT,Industrial Services,Engineering & Construction,NIFTY_INFRA,industry,2.22933250091047,-4.148780487804876,1.42,-3.32,0.0,0.81,-0.83,-4.15
LICI,Finance,Life/Health Insurance,NIFTY_FIN_SERVICE,industry,3.954081632653061,-4.342723004694836,1.42,-3.32,0.0,2.53,-1.02,-4.34
HINDUNILVR,Consumer Non-Durables,Household/Personal Care,NIFTY_FMCG,industry,0.3034823311558094,-3.46056735481955,1.42,-3.32,0.0,-1.12,-0.14,-3.46
SUNPHARMA,Health Technology,Pharmaceuticals: Major,NIFTY_PHARMA,industry,1.160772401822526,-1.9659377628259087,1.42,-3.32,3.01,-0.26,1.35,-4.98
TITAN,Consumer Durables,Other Consumer Specialties,NIFTY_AUTO,sector,0.0,-4.065424235275619,1.42,-3.32,0.0,-1.42,-0.75,-4.07
INFY,Technology Services,Information Technology Services,NIFTY_IT,industry,-5.727482678983834,-9.409675987572124,1.42,-3.32,-7.2,-7.15,-6.09,-2.21
ADANIPORTS,Transportation,Other Transportation,,unmapped,4.898717279006318,6.311764705882351,1.42,-3.32,,3.48,9.63,
KOTAKBANK,Finance,Major Banks,NIFTY_BANK,industry,-0.0846228239845316,2.41635687732342,1.42,-3.32,-2.1,-1.5,5.74,4.52
ADANIENT,Distribution Services,Wholesale Distributors,,unmapped,1.2242137301318845,-0.558139534883727,1.42,-3.32,,-0.2,2.76,
ADANIPOWER,Utilities,Electric Utilities,NIFTY_ENERGY,industry,1.335972290945085,-0.1949317738791312,1.42,-3.32,0.0,-0.08,3.13,-0.19
AXISBANK,Finance,Major Banks,NIFTY_BANK,industry,1.0731707317073207,-0.2087012361534684,1.42,-3.32,-2.1,-0.35,3.11,1.89
MARUTI,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-0.0081759463657918,-10.225354180430156,1.42,-3.32,0.0,-1.43,-6.91,-10.23
M&M,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-0.3153123563029596,-11.254715050147666,1.42,-3.32,0.0,-1.74,-7.93,-11.25
HCLTECH,Technology Services,Information Technology Services,NIFTY_IT,industry,-0.4594059405940558,-3.5163147792706297,1.42,-3.32,-7.2,-1.88,-0.2,3.68
ITC,Consumer Non-Durables,Tobacco,NIFTY_FMCG,industry,4.144178874325367,-0.1662971175166465,1.42,-3.32,0.0,2.72,3.15,-0.17
ETERNAL,Transportation,Air Freight/Couriers,,unmapped,8.347826086956514,6.083591331269343,1.42,-3.32,,6.93,9.4,
ULTRACEMCO,Non-Energy Minerals,Construction Materials,NIFTY_INFRA,industry,3.507469611209056,-3.5535189348089227,1.42,-3.32,0.0,2.09,-0.23,-3.55
HAL,Electronic Technology,Aerospace & Defense,NIFTY_IT,sector,3.113006396588486,-3.0861723446893787,1.42,-3.32,-7.2,1.69,0.23,4.11
NTPC,Utilities,Electric Utilities,NIFTY_ENERGY,industry,-1.062215477996965,-4.314646316407393,1.42,-3.32,0.0,-2.48,-0.99,-4.31
BAJAJ_AUTO,Consumer Durables,Motor Vehicles,NIFTY_AUTO,industry,-0.2188183807439825,-2.8547081380485726,1.42,-3.32,0.0,-1.64,0.47,-2.85
JSWSTEEL,Non-Energy Minerals,Steel,NIFTY_METAL,industry,4.324758842443726,-0.0154083204930697,1.42,-3.32,0.0,2.9,3.3,-0.02
ONGC,Energy Minerals,Integrated Oil,NIFTY_ENERGY,industry,0.1903150771833441,-0.0421940928270018,1.42,-3.32,0.0,-1.23,3.28,-0.04
