identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY29-09-2026PE23400.00,Index Options,NIFTY,29-Sep-2026,Put,23400,77.7,3567548,229618.091924,178381.0,23446.8,-40.935005701254276
OPTIDXNIFTY29-09-2026CE23400.00,Index Options,NIFTY,29-Sep-2026,Call,23400,137.2,3086354,272091.425463,116815.0,23446.8,12.782572955199342
OPTIDXNIFTY29-09-2026CE23500.00,Index Options,NIFTY,29-Sep-2026,Call,23500,82.8,2695454,152620.648661,158186.0,23446.8,6.426735218508997
OPTIDXNIFTY29-09-2026CE23450.00,Index Options,NIFTY,29-Sep-2026,Call,23450,108.8,2199764,159670.969822,59411.0,23446.8,10.9072375127421
OPTIDXNIFTY29-09-2026PE23350.00,Index Options,NIFTY,29-Sep-2026,Put,23350,61.2,1820482,99078.822609,61223.0,23446.8,-44.4141689373297
OPTIDXNIFTY29-09-2026PE23450.00,Index Options,NIFTY,29-Sep-2026,Put,23450,99.4,1777930,134148.37436,57432.0,23446.8,-36.828725770575154
OPTIDXNIFTY29-09-2026PE23300.00,Index Options,NIFTY,29-Sep-2026,Put,23300,47.65,1757172,75028.60864199999,141700.0,23446.8,-46.730016769144775
OPTIDXNIFTY29-09-2026CE23600.00,Index Options,NIFTY,29-Sep-2026,Call,23600,45.35,1491153,47696.7654345,106897.0,23446.8,-1.3057671381936888
OPTIDXNIFTY29-09-2026PE23500.00,Index Options,NIFTY,29-Sep-2026,Put,23500,123.6,1403305,130145.31231,120313.0,23446.8,-33.566245632894386
OPTIDXNIFTY29-09-2026CE23350.00,Index Options,NIFTY,29-Sep-2026,Call,23350,170.3,1173569,123889.57183850001,24475.0,23446.8,13.836898395721924
OPTIDXNIFTY29-09-2026CE23550.00,Index Options,NIFTY,29-Sep-2026,Call,23550,61.75,1171130,50271.92638,62075.0,23446.8,1.5625
OPTIDXNIFTY29-09-2026CE23700.00,Index Options,NIFTY,29-Sep-2026,Call,23700,23.3,1086398,18388.372548,101102.0,23446.8,-13.863216266173753
OPTIDXNIFTY29-09-2026CE23300.00,Index Options,NIFTY,29-Sep-2026,Call,23300,207.5,913640,117840.83038,64006.0,23446.8,15.373922713372254
OPTIDXNIFTY29-09-2026PE23200.00,Index Options,NIFTY,29-Sep-2026,Put,23200,29.1,905977,24462.284977,95522.0,23446.8,-51.1744966442953
OPTIDXNIFTY29-09-2026PE23000.00,Index Options,NIFTY,29-Sep-2026,Put,23000,12.15,890889,10099.117704,195011.76923076922,23446.8,-53.35892514395393
OPTIDXNIFTY29-09-2026CE23800.00,Index Options,NIFTY,29-Sep-2026,Call,23800,11.9,860109,7553.0471835,125751.0,23446.8,-22.47557003257329
OPTIDXNIFTY29-09-2026CE23650.00,Index Options,NIFTY,29-Sep-2026,Call,23650,32.55,833343,19586.893872,48332.0,23446.8,-6.73352435530086
OPTIDXNIFTY29-09-2026CE24000.00,Index Options,NIFTY,29-Sep-2026,Call,24000,4.75,743158,2347.636122,235377.0,23446.8,-26.923076923076923
OPTIDXNIFTY29-09-2026PE23250.00,Index Options,NIFTY,29-Sep-2026,Put,23250,36.95,711195,24153.9601875,57889.0,23446.8,-49.796195652173914
OPTIDXNIFTY29-09-2026PE23100.00,Index Options,NIFTY,29-Sep-2026,Put,23100,18.35,640611,10967.900930999998,60522.0,23446.8,-53.12899106002554
