index,ticker,close,prev_close,pct_change,session_date,prev_session_date,is_stale
NIFTY_50,^NSEI,23414.3,23346.4,0.29,2026-09-21,2026-09-18,False
NIFTY_BANK,^NSEBANK,56470.65,56358.7,0.2,2026-09-21,2026-09-18,False
NIFTY_NEXT_50,^NSMIDCP,72083.95,72025.4,0.08,2026-09-21,2026-09-18,False
INDIA_VIX,^INDIAVIX,11.25,11.39,-1.23,2026-09-21,2026-09-18,False
SENSEX,^BSESN,74858.99,74294.96,0.76,2026-09-21,2026-09-18,False
