symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
GVT&D,5052.5,15,2.6722210932737247,2.71,1.14,43.79,32.35,11.83,251.90772708999089,4674.64,5305.12,False,0,Buy,Producer Manufacturing
CGCL,218.39,14,13.685580426861003,13.73,7.75,72.96,,8.86,6.634948667477485,208.44,229.31,False,0,Strong buy,Finance
CGPOWER,919.45,14,5.092010515487493,5.13,3.56,51.3,13.21,5.49,26.39095481356005,879.86,965.42,False,0,Neutral,Producer Manufacturing
LAURUSLABS,1454.2,14,8.118959107806694,8.16,6.72,48.29,10.78,2.64,39.200757537002495,1395.4,1526.91,False,0,Buy,Health Technology
AXISBANK,1384.5,14,6.46724084896954,6.51,0.53,70.37,23.13,15.53,24.94333409736961,1347.08,1453.72,False,2,Strong buy,Finance
IKS,1717.6,14,6.683229813664591,6.72,0.74,57.53,,10.7,53.15562903725852,1637.87,1803.48,False,0,Strong buy,Commercial Services
ENRIN,3725.3,14,5.413129598189026,5.45,3.88,40.86,,6.51,150.6511074650476,3499.32,3911.57,False,0,Buy,Producer Manufacturing
PAGEIND,40885.0,14,3.519432839599949,3.56,5.86,31.35,13.83,23.74,1061.6662003359704,39292.5,42929.25,False,0,Strong buy,Consumer Non-Durables
ZYDUSLIFE,1099.3,14,4.7151838445418175,4.76,3.32,49.53,12.55,2.43,26.41462947223193,1059.68,1154.27,False,0,Buy,Health Technology
APOLLOHOSP,8573.5,14,1.7022538552787665,1.74,0.3,60.62,15.32,8.54,141.68838593148138,8360.97,9002.18,False,0,Buy,Health Services
DELHIVERY,481.05,14,7.114228456913826,7.15,5.58,72.43,22.89,13.94,13.8661125475198,460.25,505.1,False,0,Buy,Transportation
UNIONBANK,174.83,14,7.919753086419761,7.96,1.98,56.65,12.28,17.54,4.215924900146879,168.51,183.57,False,2,Buy,Finance
SHRIRAMFIN,1019.0,14,6.484142327185324,6.52,0.54,57.38,22.75,16.52,28.764919689419557,975.85,1069.95,False,2,Strong buy,Finance
LUPIN,2367.6,14,3.208369659982559,3.25,1.81,42.16,14.39,5.34,43.58492910604047,2302.22,2485.98,False,0,Buy,Health Technology
TIINDIA,3170.5,14,4.155716162943495,4.2,8.66,54.41,22.22,7.87,105.70300095388608,3011.95,3329.02,False,0,Buy,Non-Energy Minerals
LT,4181.7,13,5.332493702770776,5.37,6.25,62.59,12.74,6.18,78.3081480565734,4064.24,4390.78,False,0,Buy,Industrial Services
NEULANDLAB,18072.0,13,7.6675603217158175,7.71,6.27,36.99,,16.05,592.0884577297911,17183.87,18975.6,False,0,Strong buy,Health Technology
ICICIBANK,1373.6,13,8.07238394964594,8.11,2.13,66.71,26.23,22.56,26.307943354885985,1334.14,1442.28,False,0,Strong buy,Finance
KIOCL,398.8,13,2.743784619348199,2.78,7.24,40.43,,59.11,15.765290629096809,375.15,418.74,False,0,Buy,Non-Energy Minerals
KPIL,1398.2,13,9.58539070460067,9.63,10.51,66.04,,8.52,48.21155053201188,1325.88,1468.11,False,2,Buy,Industrial Services
