symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17718154055300.0,1313.6,1309.5,,1339.5615454389765,,1391.7063323651762,1346.7279999999996,1420.5560000000012,,,Bearish,17,47.6655537849294,-8.511452721525302,-13.593578755796914,5.0821,16.828704177593995,4.006334125098964,82.54932269934834,60,11030917.0,15202588.199999996,16935608.56666667,0.6808881828815596,54.59,,,33,1300.06,1286.53,1324.56,1335.53,1311.03,1311.0333333333333,27.300715886270694,1299.95,1327.25,1272.65,1340.9,1368.2,1395.5,0.67,6.0,-3.8923031899326928,-7.492957746478879,-18.5,-3.85,-2.97,22.006778275342725,1.9663347503786983,1.3732972719076146,11.78125279006868,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,9.06,3.0,,,,3.0,37,60,67,,,7.0,70,50,0.36,-0.85,-0.4,0.68,-0.32,-2.99,-0.11,38.0,False,23.0,0.0,Sell,1.08,1679.25
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,11927900540039.0,793.2,774.65,,781.1091246341612,,861.0330204778411,773.5970000000016,898.0467499999984,,,Neutral,50,58.18692702296351,5.045464205315966,0.7746587581854154,4.2708,18.873323772198148,6.526994359387593,67.3627944418261,80,34701292.0,33241302.5,37147560.833333336,1.014153869505269,61.92,,,67,778.94,764.67,801.19,809.17,786.92,786.9166666666666,17.232337648666253,784.58,801.82,767.35,810.43,827.66,844.9,0.67,29.0,2.21649484536083,3.2543608435303306,-22.27,2.26,-3.72,16.099046072660848,,2.3660644100942125,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,15.45,5.0,,,,5.0,65,40,100,,,59.0,70,60,0.48,-0.82,0.11,0.29,-0.41,-2.99,-0.07,43.0,False,26.0,0.0,Buy,1.035714,1047.186047
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11577567036769.0,1877.3,1901.6,,1855.074503782582,,1893.857708894841,1845.7419999999984,1951.9884999999988,,,Bullish,67,54.96491965532864,13.92801027864516,4.606604497853532,9.3214,18.25011480260445,5.3124649388533625,83.0169789234309,80,8957457.0,6794272.999999998,9554272.56666667,1.3372405477763674,70.07,,,67,1868.76,1860.23,1889.96,1902.63,1881.43,1881.4333333333332,35.620626651662874,1859.49,1895.11,1823.87,1912.92,1948.54,1984.16,0.67,29.0,-0.803170409511231,3.4895259095920594,-13.67,-0.76,,42.711338423596,7.675610301582427,,11.330716265176791,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,11.8,5.0,,,,5.0,72,40,67,,,14.0,70,50,-0.01,-0.59,-0.0,0.8,-0.25,-2.99,-0.01,50.0,False,42.0,0.0,Buy,1.161765,2290.588235
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,9597965629228.0,1373.6,1338.3,,1299.4855320642844,,1329.2185925412134,1293.862,1345.6039999999994,,,Bullish,100,68.48087998195383,23.40898140593072,15.747516236371563,7.6615,27.291381499561933,4.297646165527707,91.1718679064602,100,16440708.0,14719346.300000029,16693995.533333331,1.0491546121131956,66.71,,,67,1350.26,1326.93,1387.26,1400.93,1363.93,1363.9333333333332,26.307943354885985,1360.45,1386.75,1334.14,1399.91,1426.22,1452.52,0.67,42.0,8.07238394964594,9.111128763205958,-8.43,8.11,2.13,18.36854774003744,,2.434902223605911,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,26.23,6.0,,,,6.0,93,80,100,,,59.0,70,60,0.16,-0.36,0.27,0.44,-0.35,-2.99,0.03,56.0,False,26.0,0.0,Strong buy,1.06383,1683.466667
SBIN,State Bank of India,Finance,Regional Banks,9452153000000.0,1034.6,1024.2,,1018.5272917918988,,991.7982641380394,1020.994,998.9052500000008,,,Bullish,83,59.10870120705778,9.420800703802342,3.180378289145806,6.2404,16.264083350061775,3.3876286599380294,71.53894245833457,80,11724076.0,10369468.00000002,14554817.633333346,1.055339610703006,52.29,,,67,1021.9,1009.2,1045.9,1057.2,1033.2,1033.2,20.37834210112265,1024.41,1044.79,1004.03,1054.98,1075.36,1095.74,0.67,17.0,7.782060631315755,-0.8053691275167872,-16.21,7.82,1.84,11.365558819458329,1.6019967202887555,2.3720825041257285,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,6.36,3.0,,,,3.0,79,60,67,,,59.0,70,50,1.0,-0.18,-0.02,0.69,-0.42,-2.98,0.21,77.0,False,37.0,0.0,Buy,1.2375,1211.6
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7453802408610.0,2109.0,2059.6,,2307.006013653984,,2743.534871549942,2326.750000000003,2806.4084999999945,,,Bearish,0,38.34791858729792,-59.33782029322629,-56.32180193958136,-3.016,20.17661652760396,-1.245551601423483,24.905273252544816,0,4747277.0,4721426.6,5527188.966666667,1.0476023520268576,40.22,,,67,2073.1,2037.2,2132.8,2156.6,2096.9,2096.9,62.0526716234347,2077.97,2140.03,2015.92,2171.05,2233.11,2295.16,0.67,3.0,-9.290322580645162,-12.157940772210424,-39.57,-9.25,-4.41,15.506087370810176,7.11539229731962,11.190605435780697,9.825537181427665,48.723737103705,44.8560477273452,0.1063875419619549,4.581237956478828,1.3531780570392975,25.0309900719419,15.108198185288876,80,,,1.3531780570392975,,,,100,,,,,,,,0,,,,,,True,4.14,3.0,,,,3.0,13,80,100,,,23.0,70,65,0.78,-1.39,1.13,0.09,-0.38,-2.72,0.05,59.0,True,15.0,3.0,Sell,1.511111,2889.547619
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,5991238375171.0,990.95,962.4,,925.0952679071252,,932.4830633496796,923.9060000000004,966.0315000000012,,,Bullish,100,67.99833430914784,16.575217856009658,7.4134018103154204,9.1618,21.138265645253146,13.830337143185352,97.1072876845414,80,9873777.0,8637851.6,9699589.666666666,1.1832754179597773,60.81,,,100,964.26,937.58,1005.76,1020.58,979.08,979.0833333333334,23.76031744420942,979.07,1002.83,955.31,1014.71,1038.47,1062.23,0.67,54.0,7.00248353309578,14.952728960037131,-10.12,7.04,1.06,32.46887287024902,,2.289971694384505,25.68812155807099,18.052322754331,4.96055743867703,3.21563939760184,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,20.74,6.0,,,,6.0,92,60,100,,,59.0,70,90,-0.28,-0.23,-0.04,-0.37,-0.05,-2.47,-0.19,27.0,False,34.0,2.0,Strong buy,1.444444,1064.138889
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5745732694641.0,4181.7,4179.4,,4015.5003982666094,,3900.79710056416,4023.551999999999,3927.7560000000008,,,Bullish,100,62.28187701088782,63.68919747813607,45.41372393004031,18.2755,20.377875659000484,8.278094251683061,87.23576629011417,80,1367416.0,2084762.8000000056,2002591.4666666663,0.6356147797439723,62.59,,,33,4162.8,4143.9,4207.8,4233.9,4188.9,4188.900000000001,78.3081480565734,4142.55,4220.85,4064.24,4260.01,4338.32,4416.62,0.67,57.0,5.332493702770776,17.13773495055883,-5.82,5.37,6.25,35.77772073921971,4.503314179485431,5.148875438610743,21.917761688362788,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,12.74,5.0,,,,5.0,79,40,100,,,98.0,70,55,-0.16,-0.08,-0.4,0.61,-0.12,-2.42,-0.03,49.0,False,35.0,0.0,Buy,1.37931,4424.62069
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5570425427063.0,436.6,440.15,,410.37253289599806,,419.3506617978355,408.5635000000002,423.5552499999992,,,Bullish,100,65.38656445733602,8.952365640947846,4.803641637658477,4.1487,24.89164788541791,11.03763987792473,91.258337282611,80,6122691.0,5531480.1,5903874.2,1.1793827481440209,54.38,,,100,432.51,428.43,441.61,446.63,437.53,437.5333333333333,10.38328271878313,431.41,441.79,421.03,446.98,457.37,467.75,0.67,53.0,5.478045539650905,14.293193717277491,-10.9,5.52,-0.46,9.613267454047437,,0.5128383882027118,,11.6343965876657,,,10.315815415255356,18.89763573390162,5.59249360662008,,40,,,18.89763573390162,,,,100,,,,,,,,0,,,,,,True,0.61,3.0,,,,3.0,92,40,100,,,59.0,70,55,1.02,-0.29,-0.71,0.29,-0.04,-2.39,0.05,59.0,False,43.0,2.0,Buy,1.22,511.33
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5074529828735.0,2157.8,2160.1,,2195.028695091269,,2286.3904670207444,2216.4079999999976,2329.900151039405,,,Bearish,17,46.37927837443433,-6.073216099226556,-11.488561190949213,5.4153,17.726921630882316,0.8412001121600149,60.92220758769543,60,942271.0,1167089.7,1920600.4000000008,0.7218166469539212,64.39,,,33,2143.2,2128.6,2169.2,2180.6,2154.6,2154.6,42.87624390145618,2136.36,2179.24,2093.49,2200.68,2243.55,2286.43,0.67,27.0,-2.582392776523694,2.8503336510962907,-20.3,-2.54,-0.24,33.71720549400754,10.402240535976192,0.8191981587654769,33.27553614178164,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,8.96,3.0,,,,3.0,37,100,67,,,29.0,70,30,-0.16,-0.53,0.3,1.22,-0.4,-2.29,0.09,65.0,False,34.0,0.0,Sell,1.447368,2563.736842
