index,ticker,close,prev_close,pct_change
NIFTY_50,^NSEI,24021.65,23824.1,0.83
NIFTY_BANK,^NSEBANK,58150.35,57183.75,1.69
NIFTY_NEXT_50,^NSMIDCP,72060.5,72356.65,-0.41
INDIA_VIX,^INDIAVIX,13.39,13.94,-3.98
SENSEX,^BSESN,76991.22,76200.68,1.04
