identifier,instrument,underlying,expiry,option_type,strike,last_price,contracts_traded,turnover,open_interest,underlying_value,pct_change
OPTIDXNIFTY30-06-2026CE24000.00,Index Options,NIFTY,30-Jun-2026,Call,24000,166.75,3468177,329828.8349655,164856.07692307694,24021.65,67.25175526579739
OPTIDXNIFTY30-06-2026PE24000.00,Index Options,NIFTY,30-Jun-2026,Put,24000,108.45,2561834,237856.039564,192519.15384615384,24021.65,-55.67136725935009
OPTIDXNIFTY30-06-2026PE23900.00,Index Options,NIFTY,30-Jun-2026,Put,23900,73.25,2243958,173190.922398,131619.0,24021.65,-59.961738179830554
OPTIDXNIFTY30-06-2026PE23800.00,Index Options,NIFTY,30-Jun-2026,Put,23800,48.7,2237253,130748.42119950001,116481.0,24021.65,-64.86291486291486
OPTIDXNIFTY30-06-2026CE24100.00,Index Options,NIFTY,30-Jun-2026,Call,24100,114.75,2195250,153863.974875,103182.0,24021.65,67.51824817518248
OPTIDXNIFTY30-06-2026CE24200.00,Index Options,NIFTY,30-Jun-2026,Call,24200,73.3,1903523,87736.2303545,98625.0,24021.65,56.12353567625133
OPTIDXNIFTY30-06-2026CE23900.00,Index Options,NIFTY,30-Jun-2026,Call,23900,231.7,1863814,216067.297485,43565.0,24021.65,64.5596590909091
OPTIDXNIFTY30-06-2026CE24050.00,Index Options,NIFTY,30-Jun-2026,Call,24050,139.5,1547312,132648.736792,38603.0,24021.65,67.76909200240529
OPTIDXNIFTY30-06-2026PE23850.00,Index Options,NIFTY,30-Jun-2026,Put,23850,59.55,1335671,95578.6132535,50117.0,24021.65,-62.40530303030303
OPTIDXNIFTY30-06-2026CE24500.00,Index Options,NIFTY,30-Jun-2026,Call,24500,15.5,1302191,14456.924482,162839.0,24021.65,9.540636042402827
OPTIDXNIFTY30-06-2026CE23950.00,Index Options,NIFTY,30-Jun-2026,Call,23950,197.8,1289744,138895.11084799998,26202.0,24021.65,64.90204251771571
OPTIDXNIFTY30-06-2026PE23700.00,Index Options,NIFTY,30-Jun-2026,Put,23700,32.4,1237398,47872.453824,91417.0,24021.65,-67.10659898477158
OPTIDXNIFTY30-06-2026PE23950.00,Index Options,NIFTY,30-Jun-2026,Put,23950,89.25,1227796,102368.10539799999,53503.0,24021.65,-57.691396065418346
OPTIDXNIFTY30-06-2026CE24300.00,Index Options,NIFTY,30-Jun-2026,Call,24300,44.25,1215659,35234.0526265,99484.0,24021.65,42.28295819935691
OPTIDXNIFTY30-06-2026PE23500.00,Index Options,NIFTY,30-Jun-2026,Put,23500,15.5,1124313,20272.487703,164829.0,24021.65,-67.05632306057386
OPTIDXNIFTY30-06-2026CE24150.00,Index Options,NIFTY,30-Jun-2026,Call,24150,92.4,1037219,59254.765641499995,35839.0,24021.65,62.819383259911895
OPTIDXNIFTY30-06-2026CE23800.00,Index Options,NIFTY,30-Jun-2026,Call,23800,305.75,1006076,149342.424478,47427.0,24021.65,61.430834213305175
OPTIDXNIFTY30-06-2026CE24400.00,Index Options,NIFTY,30-Jun-2026,Call,24400,25.9,945384,16806.56406,74867.0,24021.65,26.341463414634145
OPTIDXNIFTY30-06-2026PE24050.00,Index Options,NIFTY,30-Jun-2026,Put,24050,130.55,900946,88328.29536700001,30359.0,24021.65,-52.31050228310502
OPTIDXNIFTY30-06-2026PE23600.00,Index Options,NIFTY,30-Jun-2026,Put,23600,21.85,899431,23654.135869,88082.0,24021.65,-68.05555555555556
