date,symbol,subject,details,category
24-Jun-2026 17:13:22,TNPL,Appointment,"Tamil Nadu Newsprint & Papers Limited has informed the Exchange regarding Appointment of  Thiru N Venkatesh, I.A.S., as Non- Executive Director of the company w.e.f. Jun 10, 2026.",Appointment
24-Jun-2026 17:12:39,ASIANHOTNR,Trading Window,"Asian Hotels (North) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 17:12:37,CHEMBOND,Shareholders meeting,"Chembond Material Technologies Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on July 17, 2026",Shareholders meeting
24-Jun-2026 17:12:13,SILINV,Copy of Newspaper Publication,SIL Investments Limited has informed the Exchange about IEPF Notice - Newspaper Publication,Copy of Newspaper Publication
24-Jun-2026 17:11:52,INDRAMEDCO,Trading Window,"Indraprastha Medical Corporation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 17:11:21,AHLUCONT,Clarification - Financial Results,"The Exchange has sought clarification from Ahluwalia Contracts (India) Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  -1. Con",Clarification - Financial Results
24-Jun-2026 17:09:57,ABREL,General Updates,Aditya Birla Real Estate Limited has informed the Exchange about the date of payment of dividend.,General Updates
24-Jun-2026 17:09:50,GRWRHITECH,Shareholders meeting,Garware Hi-Tech Films Limited has submitted the Exchange the Srutinizers report of  Postal Ballot along with voting results.,Shareholders meeting
24-Jun-2026 17:08:45,NILAINFRA,Copy of Newspaper Publication,Nila Infrastructures Limited has informed the Exchange about Copy of Newspaper Publication,Copy of Newspaper Publication
24-Jun-2026 17:08:28,GOCOLORS,Trading Window,"Go Fashion (India) Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 17:07:30,DUCON,Updates,Ducon Infratechnologies Limited has informed the Exchange regarding 'intimation of investor connect summit '.,Updates
24-Jun-2026 17:06:03,AFFORDABLE,Trading Window,"Affordable Robotic & Automation Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 17:05:53,MGEL,General Updates,"Mangalam Global Enterprise Limited has informed the Exchange about the opening of a new  KIOSK  under its ""NEAT EVERYDAY"" brand.",General Updates
24-Jun-2026 17:05:23,WELCORP,Copy of Newspaper Publication,Newspaper Advertisement regarding the 31st Annual General Meeting of the Company,Copy of Newspaper Publication
24-Jun-2026 17:03:53,BATAINDIA,Trading Window,"Bata India Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 17:03:46,WEBELSOLAR,Shareholders meeting,Websol Energy System Limited has informed the Exchange regarding Notice of Postal Ballot,Shareholders meeting
24-Jun-2026 17:00:23,VINATIORGA,Analysts/Institutional Investor Meet/Con. Call Updates,Vinati Organics Limited has informed the Exchange about Schedule of meet,Analysts/Institutional Investor Meet/Con. Call Updates
24-Jun-2026 16:58:46,LYKALABS,Trading Window,"Lyka Labs Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 16:58:39,CORALFINAC,Trading Window,"Coral India Finance & Housing Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
24-Jun-2026 16:58:38,RAYMONDREL,Trading Window,"Raymond Realty Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
