symbol,close,score,perf_1m,rs_vs_nifty_1m,rs_vs_sector_1m,deliv_pct,pct_change_oi,upside_to_target_pct,atr,stop_1_5atr,target_5pct,earnings_within_21d,event_risk_score,tech_rating,sector
WELCORP,1505.0,14,7.293077635987735,3.15,3.28,46.68,,7.89,53.9479097377744,1424.08,1580.25,False,0,Strong buy,Producer Manufacturing
RRKABEL,2330.2,13,4.30617726051924,0.17,0.3,42.09,,9.39,92.90041623946948,2190.85,2446.71,False,0,Buy,Producer Manufacturing
CUB,219.58,13,18.53171390013496,14.39,10.58,53.11,,12.56,6.991786208565372,209.09,230.56,False,0,Buy,Finance
SYRMA,1386.0,13,12.682926829268292,8.54,19.8,43.94,,9.5,53.51873611396835,1305.72,1455.3,False,0,Buy,Electronic Technology
GMRAIRPORT,113.81,13,10.516605166051658,6.38,6.51,63.97,0.03,5.11,2.912256767312295,109.44,119.5,False,0,Strong buy,Transportation
KIRLOSENG,2310.0,13,17.02127659574468,12.88,13.01,43.31,,17.75,124.79402152353408,2122.81,2425.5,False,0,Buy,Producer Manufacturing
KPIL,1379.6,13,6.409564211338211,2.27,8.92,53.28,,10.19,43.331631024752845,1314.6,1448.58,False,0,Buy,Industrial Services
MANKIND,2513.8,13,6.779373035426063,2.64,0.27,45.39,0.6,8.06,67.32983042646342,2412.81,2639.49,False,0,Strong buy,Health Technology
DEEPAKFERT,1635.0,13,14.54392601933585,10.4,19.87,42.28,,13.15,51.59634164628348,1557.61,1716.75,False,0,Buy,Process Industries
PAGEIND,42445.0,13,8.987032995249711,4.85,5.02,50.03,-0.03,16.34,1113.462345536935,40774.81,44567.25,False,0,Buy,Consumer Non-Durables
SAILIFE,1256.9,12,8.418873458121293,4.28,0.47,55.4,,1.44,36.968354576928,1201.45,1319.74,False,0,Buy,Commercial Services
TITAN,4489.3,12,5.160459123916612,1.02,1.15,59.5,0.5,12.24,95.32047384167907,4346.32,4713.77,False,2,Buy,Consumer Durables
DELHIVERY,512.3,12,16.643897996357005,12.5,12.63,54.82,2.57,8.08,14.926546141203684,489.91,537.92,False,0,Buy,Transportation
KIMS,847.0,12,10.071474983755683,5.93,3.56,63.34,,1.3,23.568277393846984,811.65,889.35,False,1,Buy,Health Services
SCHNEIDER,1486.5,12,29.93881118881119,25.8,25.93,47.09,,1.68,74.82212319190033,1374.27,1560.82,False,0,Buy,Producer Manufacturing
KPRMILL,1165.0,12,5.716878402903811,1.58,1.75,36.3,,14.51,55.74948988386363,1081.38,1223.25,False,2,Buy,Consumer Non-Durables
GODREJIND,1208.9,12,15.045679482299215,10.91,20.38,52.31,,9.6,40.01643726993736,1148.88,1269.35,False,0,Buy,Process Industries
NEULANDLAB,18869.0,12,11.321533923303836,7.18,4.81,66.47,,11.15,564.3249170368304,18022.51,19812.45,False,2,Buy,Health Technology
MEDANTA,1354.0,12,9.91151879210974,5.77,3.4,57.71,,7.57,32.5806912680753,1305.13,1421.7,False,0,Buy,Health Services
NAVINFLUOR,7674.5,12,7.712280701754386,3.57,13.04,81.57,,1.77,211.42523356601689,7357.36,8058.22,False,0,Strong buy,Process Industries
