symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,12304,28660712,28673016,195436.4590295,45337689238914.15,1029382.0181710001,10542961,24382.7
BANKNIFTY,8139,470904,479043,142931.206455,829914730142.7,222061.527882,906858,58305.05
HDFCBANK,29908,151013,180921,159825.32709,82179308445.0,175519.38404,697566,822.0
KOTAKBANK,7758,37667,45425,59859.1024,30058725340.0,64663.1558,138310,384.3
ICICIBANK,4883,23466,28349,48845.48501,23774534077.0,52477.71578,233730,1425.7
POWERINDIA,4970,36840,41810,39985.4784,31482334299.5,47029.446395,49877,32225.0
AXISBANK,5116,19899,25015,43774.91525,17410904818.75,46916.4634375,131943,1360.8
MCX,6918,28230,35148,42437.9025225,18481067768.25,46847.067705,102679,2749.5
DIXON,6116,33194,39310,38544.156735,21764612129.5,45135.45303,107355,12635.0
BSE,4832,32314,37146,36323.22912,25354969034.0,42463.61946,89072,3745.5
BEL,5728,41860,47588,34914.397245,26350152474.75,40615.2532425,132915,425.5
INDUSINDBK,4829,18939,23768,33219.48637,13243611535.0,36466.89172,81052,988.55
CGPOWER,3989,22873,26862,31051.798545,18545574567.0,35754.959215,44281,924.1
HINDALCO,4538,18535,23073,30675.40532,12889554475.0,33584.39007,107592,971.1
ADANIENT,2671,13365,16036,26646.714498,13658685102.69,30088.586424899997,97244,3233.0
AUBANK,2476,10101,12577,26616.7547,11187421030.0,29128.565,34043,1082.5
BHEL,2403,12055,14458,24677.9654625,12945121428.75,28251.570375,55095,393.4
TCS,5224,35809,41033,24189.5727225,17278171303.5,27805.4407575,387887,2062.5
BAJAJ-AUTO,3413,18067,21480,25346.830815,13699940265.75,27618.4834725,69899,9928.5
GODREJCP,4495,19796,24291,24835.1296,11238432320.0,27166.0528,33887,1097.7
NYKAA,2470,6608,9078,24462.5925,6694732406.25,25921.0884375,22509,314.15
INFY,5420,23128,28548,22568.01564,10034340368.0,24870.37932,490969,1036.3
RELIANCE,3255,33235,36490,21296.92795,22694010505.0,24110.633,457189,1303.9
BHARTIARTL,2286,16969,19255,20811.139565,15675602371.25,22776.9182775,156972,1921.7
DLF,3089,7138,10227,19846.419885,4669772338.5,21186.39327,73646,674.0
LODHA,2860,8033,10893,19010.470875,5520628962.5,20530.5105,27069,1077.15
IDEA,1797,6020,7817,18592.50585,6588368229.0,20256.61539,111503,14.35
BANDHANBNK,2527,6808,9335,18727.587,5278016736.0,20241.32436,43704,204.8
CHOLAFIN,1559,7975,9534,17865.625375,9378784200.0,19744.717375,31516,1837.7
DELHIVERY,1560,6262,7822,16663.3871,6906037098.75,18475.7055875,26536,511.95
BDL,2376,22909,25285,14262.31541,14405452379.75,18428.9392075,30726,1408.4
GVT&D,2640,13916,16556,15068.399625,8508199285.0,17989.267475,26579,4604.8
ADANIENSOL,1248,5251,6499,13462.0352325,5863396146.75,16211.1267,38203,1598.8
BAJFINANCE,1880,8487,10367,14667.901425,6743106150.0,16098.062925,140110,1036.7
OBEROIRLTY,2109,8006,10115,14447.69347,5695815608.0,15987.05955,24427,1974.0
HCLTECH,2829,19056,21885,12733.75856,8891614364.0,14916.5822,145465,1135.8
SRF,2321,10981,13302,13196.3907,6431093426.0,14859.80496,30675,2848.1
INDUSTOWER,2046,7439,9485,13693.83235,5155932550.0,14795.45785,80088,388.5
RBLBANK,1232,1511,2743,14175.1812,1798158614.75,14629.0210975,24070,360.9
SBIN,1616,16977,18593,12699.62175,13643953177.5,14571.528525,182614,1042.5
ONGC,2336,8970,11306,12652.915275,4992598687.5,13666.93965,77426,240.25
NATIONALUM,1877,6855,8732,12289.690875,4714843087.5,13461.24675,52349,351.15
GODREJPROP,1642,13662,15304,10794.5736925,9266911475.25,13161.983445,40139,2032.0
IDFCFIRSTB,1671,4619,6290,12463.6401925,3530228425.5,13068.2421975,58542,80.41
M&M,1782,12350,14132,11263.93124,7994358916.0,12860.4004,153174,3164.5
SHRIRAMFIN,1303,4565,5868,11508.40614,4141770385.5,12474.544995,60209,1071.7
BIOCON,1036,3941,4977,11107.0915,4354309300.0,12076.8095,27330,425.3
VBL,1752,4830,6582,11409.515745,3219354141.0,11923.769655,57286,507.55
DABUR,2002,9582,11584,11021.56,5441713037.5,11839.502875,42616,441.25
LTF,1411,5604,7015,10423.86165,4239662827.5,11577.652425,30086,328.75
SOLARINDS,1019,7209,8228,9601.213345,7079749500.5,11468.20835,21880,18750.0
SUZLON,1464,6174,7638,10389.73919,4669999042.0,11288.95761,55326,55.55
MARUTI,1201,24307,25508,8680.14294,17840578326.5,10988.676205,132394,14449.0
MANAPPURAM,1024,3012,4036,10201.0134,3069007260.0,10941.336,22243,332.85
BANKBARODA,1368,6473,7841,10126.72791,5046338934.0,10937.24775,82852,251.6
ADANIGREEN,1025,3705,4730,9691.38744,3621002328.0,10925.49072,49863,1571.4
LT,1395,9337,10732,9890.9631625,6774504871.75,10870.83438,150981,4036.1
YESBANK,1261,6392,7653,9691.20162,5248046939.0,10774.87801,68756,24.4
HINDZINC,1459,6466,7925,9739.20668,4504645803.0,10711.75721,51721,542.45
LAURUSLABS,764,1933,2697,10036.422685,2615360852.0,10647.021205,30937,1531.1
INDHOTEL,1289,6380,7669,9568.413,4849965240.0,10562.6154,33024,733.45
PNB,1158,3227,4385,9733.0592,2813313680.0,10239.796,59012,104.79
HAL,1240,12128,13368,8357.27988,8442883237.5,10146.687255,64210,4475.4
HINDUNILVR,1450,4690,6140,9614.75904,3159056655.0,10043.72559,96308,2205.9
BHARATFORG,866,2456,3322,9388.3645,2725355210.0,9947.4166,25148,2155.0
PERSISTENT,1494,7044,8538,8738.678875,4290256845.0,9939.309825,76524,4688.6
KAYNES,1577,10959,12536,7860.42363,5839439826.0,9812.74689,42126,3352.0
NAUKRI,1636,3994,5630,9210.77377,2353685647.5,9742.505245,42303,1020.65
CONCOR,1457,5252,6709,8919.856,3319042487.5,9680.155875,26062,483.6
KPITTECH,1966,13401,15367,8160.8950025,6104924054.0,9633.0955425,69732,547.3
BAJAJFINSV,1573,7015,8588,8901.97785,4036010436.0,9536.74221,75887,1876.2
TMPV,1539,9704,11243,8481.6024,5734428864.0,9376.29104,111508,344.95
ADANIPOWER,1103,2723,3826,8674.29081,2278273347.0,9319.49053,57178,220.4
CUMMINSIND,754,3109,3863,8339.82012,3517929586.0,8949.11598,30249,5580.5
