symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
RADICO,4057.8,15.203134315646023,26.93,1780.0,11024.0,6579.7803,8444.0,True,6
BDL,1406.4,15.943940643033809,15.67,4159.0,25285.0,18428.9392075,30726.0,True,5
KOTAKBANK,384.2,0.7077326343381359,9.96,12531.0,45425.0,64663.1558,138310.0,True,3
GODREJCP,1097.6,9.4862842892768,9.13,2831.0,24291.0,27166.0528,33887.0,True,3
OBEROIRLTY,1973.9,21.20970217992017,8.18,1844.0,10115.0,15987.05955,24427.0,True,3
LODHA,1076.35,20.80246913580246,7.46,1875.0,10893.0,20530.5105,27069.0,True,3
MCX,2750.6,-5.477663230240553,6.9,6631.0,35148.0,46847.067705,102679.0,True,3
GODREJPROP,2036.0,19.41348973607038,5.79,2198.0,15304.0,13161.983445,40139.0,True,3
SOLARINDS,18751.0,2.0184983677910773,5.32,1105.0,8228.0,11468.20835,21880.0,True,3
CHOLAFIN,1837.6,23.619239825092496,4.66,1399.0,9534.0,19744.717375,31516.0,True,3
BSE,3742.0,-7.673328398717,4.59,3909.0,37146.0,42463.61946,89072.0,True,3
AUBANK,1082.7,12.49415554054756,4.26,1390.0,12577.0,29128.565,34043.0,True,3
KAYNES,3347.8,4.244122684104007,3.79,1536.0,12536.0,9812.74689,42126.0,True,3
APLAPOLLO,1820.3,0.5690607734806604,3.5,768.0,4902.0,6953.67526,22684.0,True,3
LTF,329.05,22.77985074626866,3.35,975.0,7015.0,11577.652425,30086.0,True,3
DABUR,441.0,3.71589840075259,3.11,1286.0,11584.0,11839.502875,42616.0,True,3
ZYDUSLIFE,1134.6,4.561791539950235,3.05,539.0,3517.0,5266.59957,18180.0,True,3
MAZDOCK,2566.1,4.738775510204078,3.04,943.0,4613.0,4795.23852,31928.0,True,3
PHOENIXLTD,2066.5,20.1453488372093,2.95,420.0,3434.0,7778.3594,14642.0,True,3
SRF,2846.3,3.72677595628416,2.8,830.0,13302.0,14859.80496,30675.0,True,3
DIXON,12643.0,9.710170079833391,2.77,2894.0,39310.0,45135.45303,107355.0,True,3
DELHIVERY,512.3,16.643897996357005,2.57,667.0,7822.0,18475.7055875,26536.0,True,3
SUZLON,55.55,-0.4480286738351254,2.56,1382.0,7638.0,11288.95761,55326.0,True,3
MANAPPURAM,332.85,6.83678382282138,2.49,540.0,4036.0,10941.336,22243.0,True,3
BIOCON,425.1,2.1138601969733397,2.45,654.0,4977.0,12076.8095,27330.0,True,3
HAL,4473.8,6.039345816544209,2.28,1431.0,13368.0,10146.687255,64210.0,True,3
PNB,104.76,-1.3559322033898282,2.11,1218.0,4385.0,10239.796,59012.0,True,3
ADANIENSOL,1598.8,4.606124051295463,2.09,782.0,6499.0,16211.1267,38203.0,True,3
NYKAA,314.4,16.877323420074344,2.06,452.0,9078.0,25921.0884375,22509.0,True,3
POLICYBZR,1590.0,6.0,2.03,727.0,4500.0,4679.756935,36468.0,True,3
FORCEMOT,18895.0,1.0968432316746923,1.95,339.0,2880.0,2621.3258125,17755.0,True,3
RBLBANK,360.7,1.3771781899943725,1.92,454.0,2743.0,14629.0210975,24070.0,True,3
GVT&D,4605.7,-9.33661417322835,1.88,492.0,16556.0,17989.267475,26579.0,True,3
ANGELONE,346.5,2.605863192182414,1.78,311.0,2382.0,6288.444,17733.0,True,3
LICHSGFIN,548.2,0.4029304029304112,1.78,599.0,1953.0,2661.3858,34263.0,True,3
LUPIN,2484.8,9.202777533620464,1.77,357.0,4773.0,6905.082865,20472.0,True,3
AXISBANK,1361.4,8.047619047619055,1.73,2243.0,25015.0,46916.4634375,131943.0,True,3
LICI,431.25,8.916393028542563,1.72,436.0,3040.0,4907.13762,25807.0,True,3
VBL,506.6,-3.962085308056868,1.7,960.0,6582.0,11923.769655,57286.0,True,3
HINDZINC,542.75,-10.289256198347108,1.69,860.0,7925.0,10711.75721,51721.0,True,3
TMPV,345.0,-13.965087281795512,1.67,1832.0,11243.0,9376.29104,111508.0,True,3
MARUTI,14451.0,9.88517983423314,1.62,2115.0,25508.0,10988.676205,132394.0,True,3
BANKINDIA,142.44,1.8155825589706875,1.52,404.0,1133.0,3855.45108,26936.0,True,3
DIVISLAB,6781.0,2.177352520153696,1.49,719.0,5950.0,6738.94733,49066.0,True,3
GODFRYPHLP,2155.0,-3.5362578334825425,1.49,122.0,400.0,857.8538375,8308.0,True,3
COCHINSHIP,1533.2,4.002170668837335,1.48,288.0,2646.0,3736.00056,19790.0,True,3
HEROMOTOCO,4862.0,-0.7349938750510412,1.47,1262.0,7101.0,5041.484235,87124.0,True,3
ICICIPRULI,483.6,0.9497964721845342,1.45,395.0,1613.0,2324.1110625,27590.0,True,3
INDHOTEL,735.1,10.707831325301209,1.41,460.0,7669.0,10562.6154,33024.0,True,3
BANKBARODA,251.8,-4.963200603887517,1.39,1137.0,7841.0,10937.24775,82852.0,True,3
POLYCAB,9522.0,-2.38851870835469,1.35,391.0,3068.0,5045.184225,29399.0,True,3
APOLLOHOSP,8895.5,7.628554143980641,1.34,429.0,4453.0,4232.631825,32471.0,True,3
TCS,2062.8,-8.842635556144767,1.3,4980.0,41033.0,27805.4407575,387887.0,True,3
UNITDSPR,1412.4,13.028169014084522,1.27,410.0,4365.0,2453.80312,32566.0,True,3
RVNL,233.75,-1.3796304109357902,1.26,449.0,1892.0,1778.75236,36073.0,True,3
ADANIENT,3232.7,8.04478609625668,1.25,1198.0,16036.0,30088.5864249,97244.0,True,3
UNIONBANK,162.34,-3.1384248210023813,1.25,518.0,2889.0,5303.0788575,41838.0,True,3
BHEL,393.4,0.8717948717948659,1.24,675.0,14458.0,28251.570375,55095.0,True,3
INDIGO,5396.0,20.124666073018695,1.23,949.0,5857.0,4969.27107,78391.0,True,3
MPHASIS,2282.0,-1.996993772815117,1.22,294.0,2111.0,4693.95806,24480.0,True,3
NBCC,101.06,-3.3843212237093616,1.17,270.0,1803.0,4434.5249,23325.0,True,3
EXIDEIND,421.65,4.111111111111105,1.16,312.0,7350.0,8797.20732,27320.0,True,3
CONCOR,483.65,6.872168821124729,1.12,288.0,6709.0,9680.155875,26062.0,True,3
PNBHOUSING,1074.1,6.822476379910484,1.11,202.0,915.0,2321.476625,18488.0,True,3
IRFC,89.94,-6.797927461139898,1.1,435.0,2270.0,1892.40709,40042.0,True,3
SUNPHARMA,1910.4,6.785913918390167,1.07,958.0,12636.0,6784.23599,90870.0,True,3
HDFCBANK,821.35,8.939584853106966,1.03,7129.0,180921.0,175519.38404,697566.0,True,3
GRASIM,3202.0,2.991315535541975,1.03,629.0,3068.0,2945.913775,61953.0,True,3
