symbol,close,rsi,adx,tech_rating,perf_1m,above_sma200,score
CARBORUNIV,1143.3,58.42525572815529,46.15444287576901,Buy,8.267045454545451,True,6
KPIL,1384.2,60.283224697740295,39.19689313267625,Buy,8.479623824451414,True,6
ADANIENT,3038.0,62.49299481393212,47.87196785791868,Buy,6.746310611384399,True,6
RBLBANK,371.05,59.919248570090176,29.079661739904644,Buy,7.6131090487238975,True,6
NEULANDLAB,17961.0,65.33166277040104,25.433393933874083,Buy,6.910714285714286,True,6
MTARTECH,7976.5,56.48747520909293,30.13874780686972,Buy,-0.29375,True,6
CRAFTSMAN,9252.0,55.38930993631519,41.17990323517702,Buy,6.755899151906768,True,6
MOTHERSON,151.71,66.0646432111574,35.36809429291179,Strong buy,11.15100007326544,True,6
DIVISLAB,6713.5,52.30755744875816,25.92860360929451,Buy,-0.6143597335307179,True,6
TRENT,3216.2,69.6371151476973,26.885959061562158,Buy,12.454544892272716,True,6
NIACL,184.63,59.21628313489304,30.169621877850496,Buy,10.975536454889696,True,6
TATATECH,748.35,57.04162185025184,39.35655230089344,Buy,10.21354933726068,True,6
ZFCVINDIA,2616.0,60.87045269923127,32.93515494192042,Buy,4.6888527051291,True,6
LALPATHLAB,1689.2,64.52281976772034,28.996305939604728,Strong buy,5.50905683947533,True,6
STLTECH,613.35,60.61611281687256,55.993609882691786,Buy,26.11288166957952,True,6
IKS,1704.3,58.128228197786775,31.314633638275943,Buy,3.0411124546553783,True,6
ACUTAAS,3300.0,64.88465395717952,40.87078935346517,Buy,12.866817155756202,True,6
AEGISVOPAK,233.19,61.78624216547684,26.12095451870058,Buy,13.199029126213592,True,6
DATAPATTNS,4506.6,53.98601194465824,25.72808654141061,Buy,10.131964809384174,True,6
ACMESOLAR,357.2,66.48613295310554,40.28940573376357,Buy,17.693574958813837,True,6
ADANIGREEN,1526.1,60.85616137485495,38.18967277851779,Buy,8.234042553191482,True,6
MOTILALOFS,946.15,63.8305261497558,30.5010033322421,Strong buy,8.509662251275866,True,6
NYKAA,301.35,68.22989788608045,28.87852581731107,Buy,11.404805914972282,True,6
TATACOMM,1991.9,58.92247794778977,35.269653565462846,Buy,2.898026655646252,True,6
THERMAX,4828.8,58.07429676469117,46.542464288063975,Buy,7.869987713615551,True,6
