symbol,latest_oi,prev_oi,change_in_oi,pct_change_oi,volume,fut_value,opt_value,prem_value,underlying_value
TVSMOTOR,130690,91597,39093,42.68,158917,395525.95416,60185058806,6505.17306,3578
HEROMOTOCO,82633,61127,21506,35.18,172329,233154.52698,108336892332,13399.19832,4908
BANDHANBNK,70608,52410,18198,34.72,103294,273726.71424,49577934528,8427.72528,202
HYUNDAI,47827,36024,11803,32.76,41568,137645.69615,8753435636,505.43636,1966
GVT&D,28410,21949,6461,29.44,45806,75304.32522,22389930846,3922.43346,5050
SUPREMEIND,25666,19862,5804,29.22,28989,63016.00721,11490143108,921.48108,3423
MFSL,36548,28289,8259,29.2,28108,114088.71492,7109260440,357.4044,1619
UNOMINDA,18417,14285,4132,28.93,39585,62207.65842,18949277369,1627.73369,1137
KOTAKBANK,163850,127745,36105,28.26,118569,554979.2622,42164623760,3825.4876,409
KEI,21792,17000,4792,28.19,52561,101486.86084,39327274287,2623.56787,5261
FINNIFTY,37138,29180,7958,27.27,136272,3604.53162,220332259158,8095.33158,26770
BAJFINANCE,191269,150534,40735,27.06,161530,551657.8125,65275113862,6587.66362,981
ETERNAL,174153,137417,36736,26.73,98136,354179.72561,26350647010,2824.0626,255
ALKEM,25760,20394,5366,26.31,18326,77686.33122,4531602691,170.90191,5425
ICICIGI,26450,20985,5465,26.04,16965,77022.1397,2440295708,154.05708,1819
MANAPPURAM,32928,26246,6682,25.46,31280,129120.0606,16955138220,1433.3322,318
HDFCAMC,38564,30896,7668,24.82,29540,137785.1349,10106010936,925.31736,2653
VMM,14282,11460,2822,24.62,12506,49136.63622,2347349075,165.21525,116
EICHERMOT,90482,72659,17823,24.53,123985,236822.87033,72486100914,6944.80914,7600
BHARTIARTL,232465,186783,45682,24.46,196267,651107.89825,110745996654,5992.91654,1849
AXISBANK,217354,174817,42537,24.33,167661,597709.17825,86012510493,7266.47993,1377
INDIGO,198886,160306,38580,24.07,386592,444245.88669,267092969610,32856.8211,5462
SBILIFE,43994,35479,8515,24.0,34549,127069.22523,10231667310,656.1981,1742
SHREECEM,30161,24327,5834,23.98,32653,106175.88426,10535846901,690.09401,25765
PIIND,41108,33168,7940,23.94,37265,97065.51186,8312722201,934.90201,2679
ICICIBANK,382838,309290,73548,23.78,367583,1236675.40577,235060078281,18967.21281,1387
PIDILITIND,28772,23271,5501,23.64,29622,111080.23205,12707726775,1139.31775,1595
GODREJCP,40368,32690,7678,23.49,29957,81478.34525,6940659315,353.29315,1036
LICHSGFIN,46191,37421,8770,23.44,28244,115668.3191,4116628940,489.9894,550
CGPOWER,46398,37620,8778,23.33,47924,153674.3016,23280569556,2484.59556,941
GODREJPROP,62660,50979,11681,22.91,97804,148792.55273,36909554362,3891.66862,1850
ULTRACEMCO,102249,83327,18922,22.71,95856,225015.93659,33544870540,2430.0554,11455
NAUKRI,74311,60571,13740,22.68,67527,153279.40036,12918020048,1259.98798,980
DALBHARAT,28615,23342,5273,22.59,28763,87962.31366,7589110421,647.49421,1717
SHRIRAMFIN,99762,81454,18308,22.48,126169,266864.47854,81632446425,8788.39425,1030
GRASIM,83387,68305,15082,22.08,49843,273511.04667,11931662082,822.37082,3129
POLYCAB,40607,33393,7214,21.6,61596,165433.9355,58909521005,4040.71005,9555
MARICO,27148,22385,4763,21.28,26322,100856.57052,16280584500,1460.745,826
LT,211513,174668,36845,21.09,211644,507230.83349,106682825310,8937.7831,4202
VBL,97250,80436,16814,20.9,59842,209712.28401,15283742097,1183.64472,507
GLENMARK,62908,52055,10853,20.85,36419,192336.11092,10800965242,688.47742,2150
PNBHOUSING,29537,24446,5091,20.83,39934,89142.90255,18687620536,1207.99536,1044
MAXHEALTH,49330,40838,8492,20.79,124421,128180.11389,60873551025,6040.13025,1122
CANBK,92168,76341,15827,20.73,52914,251830.16775,21828167415,3120.75315,129
CUMMINSIND,44205,36633,7572,20.67,37324,199835.70344,22631908590,1645.5859,5650
RADICO,8771,7291,1480,20.3,10975,18796.57081,4226640618,454.28118,3827
PAYTM,57864,48154,9710,20.16,80656,203712.61808,45403948027,4417.89777,1122
INDUSINDBK,99027,82507,16520,20.02,67669,284742.60542,15769188540,1935.4454,917
INDHOTEL,43772,36592,7180,19.62,23964,114919.8451,6006194920,458.8992,722
NYKAA,37398,31268,6130,19.6,26703,129547.2375,12503224718,1059.59093,301
MARUTI,204208,170886,33322,19.5,627069,454673.9361,390375671740,29515.7174,13753
CHOLAFIN,50184,42028,8156,19.41,39868,217001.84025,23197710137,2362.47637,1800
