date,symbol,subject,details,category
25-Jun-2026 17:08:31,LICHSGFIN,Trading Window,"LIC Housing Finance Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:08:29,AIROLAM,Resignation of Statutory Auditor,Airo Lam limited has informed the Exchange about Resignation of Statutory Auditor,Resignation of Statutory Auditor
25-Jun-2026 17:08:12,TALWALKARS,Trading Window,"Talwalkars Better Value Fitness Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:07:47,UNIPARTS,Updates,Uniparts India Limited has informed the Exchange regarding 'Update/ Clarification on Machine Readable Form / Legible copy of Financial Results'.,Updates
25-Jun-2026 17:07:39,LODHA,ESOP/ESOS/ESPS,Lodha Developers Limited has informed the Exchange regarding Allotment of 34359  Shares.,ESOP/ESOS/ESPS
25-Jun-2026 17:06:55,IDBI,Trading Window,"IDBI Bank Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:06:54,AURIGROW,Resignation of Statutory Auditor,Auri Grow India Limited has informed the Exchange about Resignation of Statutory Auditor,Resignation of Statutory Auditor
25-Jun-2026 17:06:22,HEG,Updates,HEG Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for FY 2025-26'.,Updates
25-Jun-2026 17:05:57,ZYDUSWELL,Trading Window,"Zydus Wellness Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:05:18,SUYOG,Trading Window,"Suyog Telematics Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:05:16,PILITA,Trading Window,"PIL ITALICA LIFESTYLE LIMITED has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:05:10,MODIRUBBER,Clarification - Financial Results,"The Exchange has sought clarification from Modi Rubber Limited for the quarter ended 31-Mar-2026 with respect to Regulation 33 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015. On basis of above the Company is required to clarify the following:  The response of the Com",Clarification - Financial Results
25-Jun-2026 17:04:56,INTERARCH,Trading Window,"Interarch Building Solutions Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:03:32,AIROLAM,Resignation of Statutory Auditor,Airo Lam limited has informed the Exchange about Resignation of Statutory Auditor,Resignation of Statutory Auditor
25-Jun-2026 17:03:31,SHIVAUM,Trading Window,"Shiv Aum Steels Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:03:24,PARAS,Analysts/Institutional Investor Meet/Con. Call Updates,Paras Defence And Space Technologies Limited has informed the Exchange about Schedule of Investor meet,Analysts/Institutional Investor Meet/Con. Call Updates
25-Jun-2026 17:03:12,AURIGROW,Resignation of Statutory Auditor,Auri Grow India Limited has informed the Exchange about Resignation of Statutory Auditor,Resignation of Statutory Auditor
25-Jun-2026 17:03:04,TVSSRICHAK,Trading Window,"TVS Srichakra Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:02:48,SOMATEX,Trading Window,"Soma Textiles & Industries Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
25-Jun-2026 17:02:31,VENUSREM,Trading Window,"Venus Remedies Limited has informed the Exchange regarding the Trading Window closure pursuant to SEBI (Prohibition of Insider Trading) Regulations, 2015",Trading Window
