symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17777695905638.0,1318.1,1313.6,,1338.7199162060751,,1390.9739310481098,1346.7879999999996,1420.3140000000014,,,Bearish,17.0,48.99820521102704,-7.41958225936969,-12.358779456511469,4.9392,15.945095697420792,1.9412219644238136,79.87374848804275,60,12694362.0,15160275.799999995,16898821.000000004,0.8350132117635076,55.26,,,33,1312.46,1306.83,1325.86,1333.63,1320.23,1320.2333333333331,26.37923618010851,1304.91,1331.29,1278.53,1344.48,1370.86,1397.24,0.67,10.0,-3.088008234688626,-5.917201998572454,-18.22,-3.69,-1.5,22.08216690372202,1.973070824051585,1.3775970189979705,11.814525873650034,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,True,9.36,3.0,,,,3.0,37,60,67,,,7.0,50,40,0.36,-0.8,-0.42,0.99,-0.32,-3.0,-0.04,48.0,False,22.0,0.0,Neutral,1.08,1679.25
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12215125377070.0,796.3,793.2,,781.704845236743,,860.3889108213451,773.6290000000015,897.3057499999984,,,Neutral,50.0,59.16992188577989,6.202125628574208,1.860152132263174,4.342,18.92671698993176,3.0875784840442626,70.29367766627611,80,46707966.0,34648898.4,37739129.06666667,1.405118406536567,64.3,,,100,792.55,788.8,802.25,808.2,798.5,798.5,16.805027816618665,787.9,804.7,771.09,813.11,829.91,846.72,0.67,30.0,1.5624003571200815,2.987584066218301,-21.97,0.96,-4.52,16.161964684392125,,2.422722894322248,,13.765023464607,6.44201959554742,1.0041379418372,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,True,15.22,5.0,,,,5.0,72,40,100,,,48.0,50,40,0.45,-0.8,0.11,0.72,-0.41,-3.0,0.01,54.0,False,23.0,0.0,Buy,1.035714,1047.186047
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11430799856445.0,1850.7,1877.3,,1854.9029546146376,,1893.428278955589,1845.337999999998,1951.805999999999,,,Bearish,33.0,49.478063540506895,11.53355383138637,5.9919943645601,5.5416,17.000849355687635,1.547325102880661,63.94431948151779,60,8521503.0,7144350.199999997,9510808.900000002,1.254218516094364,66.86,,,67,1836.14,1821.57,1877.14,1903.57,1862.57,1862.5666666666664,36.00486760511553,1832.7,1868.7,1796.69,1886.7,1922.71,1958.71,0.67,24.0,-1.2433297758804671,0.5869884232838716,-14.89,-1.84,,42.10614926785763,7.566852386479837,,11.208077624259971,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.29608889920501,31.7404423698221,,40,,,-20.29608889920501,,,,67,,,,,,,,0,,,,,,True,24.46,6.0,,,,6.0,51,40,67,,,14.0,50,50,-0.0,-0.64,-0.0,0.71,-0.25,-3.0,-0.04,49.0,False,41.0,0.0,Sell,1.161765,2290.588235
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,9855838192383.0,1387.5,1373.6,,1302.9370798264692,,1329.7985070432908,1294.59,1345.5704999999996,,,Bullish,100.0,70.7173854937985,26.2123016094813,17.84047331099351,8.3718,28.637313707660983,3.482995226730314,91.1718679064602,80,17173209.0,12844729.800000029,16616759.333333334,1.166710032496482,61.09,,,100,1377.06,1366.63,1400.96,1414.43,1390.53,1390.5333333333335,26.60023311525128,1374.2,1400.8,1347.6,1414.1,1440.7,1467.3,0.67,48.0,7.558139534883721,10.469745222929935,-7.5,6.96,1.48,18.554426317197112,,2.499127022599626,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,True,23.78,6.0,,,,6.0,92,80,100,,,48.0,50,50,0.13,-0.29,0.26,0.65,-0.36,-3.0,0.08,64.0,False,25.0,0.0,Buy,1.06383,1683.466667
SBIN,State Bank of India,Finance,Regional Banks,9550459308804.0,1045.4,1034.6,,1019.581123486334,,992.331614743631,1020.631,1000.1127500000008,,,Bullish,83.0,62.25865103520984,10.714491279199024,4.6872008871564494,6.0273,16.115793197215638,2.777368136459727,68.9162890802716,80,16002360.0,10592306.200000018,14502076.96666668,1.5432189963843823,53.8,,,100,1037.5,1029.6,1054.35,1063.3,1046.45,1046.45,20.40846052247105,1035.2,1055.6,1014.79,1065.81,1086.22,1106.63,0.67,21.0,7.784307660583576,-0.5612099305621482,-15.33,7.18,1.7,11.484201807328184,1.6187196707808482,2.396169262613238,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,0,,,,,,True,16.45,5.0,,,,5.0,85,60,67,,,48.0,50,50,0.95,-0.12,-0.03,0.82,-0.42,-2.99,0.24,79.0,False,36.0,0.0,Buy,1.2375,1211.6
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7629641809692.0,2094.7,2109.0,,2298.6802876283377,,2737.078803176311,2319.192000000003,2801.3244999999943,,,Bearish,0.0,37.21663873037022,-59.77847782636809,-57.0131371169387,-2.7653,20.57254225304478,-3.085962801887678,29.740577425412223,0,4738903.0,4887335.4,5579424.3,1.0037015083534286,41.12,,,67,2072.3,2049.9,2132.8,2170.9,2110.4,2110.4,61.94176650747507,2063.73,2125.67,2001.79,2156.64,2218.58,2280.53,0.67,3.0,-9.249631747682177,-12.862431881525865,-39.98,-9.85,-3.56,15.400948893141807,7.067146631197442,11.459014791251448,10.068415991729053,48.723737103705,44.8560477273452,0.1063875419619549,4.581237956478828,1.3531780570392975,25.0309900719419,15.00575758118758,80,,,1.3531780570392975,,,,100,,,,,,,,0,,,,,,True,4.93,3.0,,,,3.0,13,80,100,,,24.0,50,65,0.74,-1.39,1.17,0.1,-0.38,-2.74,0.05,60.0,True,14.0,3.0,Sell,1.466667,2872.166667
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6168678150562.0,980.4,990.95,,927.2640809303751,,932.9598487889864,925.5350000000004,966.4830000000012,,,Bullish,100.0,63.97697517475269,17.95721459956053,9.522164368164445,8.4351,22.840690583422223,6.762495916367203,92.53445611442088,80,12807092.0,9399452.3,9879061.0,1.4826709919397087,63.8,,,100,971.0,961.6,997.7,1015.0,988.3,988.3,23.970294769623035,968.41,992.39,944.44,1004.37,1028.34,1052.31,0.67,53.0,3.8614333386302166,12.045714285714284,-11.07,3.26,-2.22,32.123197903014415,,2.3579046659916103,26.16644333066461,18.052322754331,4.96055743867703,3.21563939760184,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,True,27.06,6.0,,,,6.0,92,60,100,,,48.0,50,80,-0.28,-0.26,-0.05,-0.06,-0.05,-2.5,-0.14,33.0,False,33.0,2.0,Buy,1.444444,1064.138889
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5753574619356.0,4216.4,4181.7,,4023.37881402086,,3903.9374279217295,4028.7939999999994,3930.9635,,,Bullish,100.0,64.77257560338671,66.03384103244616,49.53774735052148,16.4961,21.42522517669993,4.126639172202589,87.44610199963125,80,3104020.0,2172698.9000000064,2023181.1333333333,1.4889079947128716,53.58,,,100,4178.24,4140.07,4263.44,4310.47,4225.27,4225.266666666667,79.1861374811039,4176.81,4255.99,4097.62,4295.59,4374.77,4453.96,0.67,59.0,4.635695850704778,15.835164835164823,-5.04,4.04,6.23,36.07460643394935,4.540682953435772,5.15170895861572,21.94466260789801,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,True,21.09,6.0,,,,6.0,92,40,100,,,98.0,50,65,-0.17,-0.05,-0.41,0.43,-0.13,-2.42,-0.07,44.0,False,34.0,0.0,Strong buy,1.37931,4424.62069
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5522355213989.0,423.35,436.6,,410.8814531745864,,419.3904562078073,408.99400000000026,423.5116249999992,,,Bullish,83.0,55.17745157818306,8.247385300581243,5.49239037024303,2.755,24.92643841322637,6.009765869537999,72.500687259874,80,6397374.0,5947796.3,6058261.333333333,1.1565392777965522,50.25,,,100,419.21,415.08,428.66,433.98,424.53,424.5333333333333,10.79876252458434,417.95,428.75,407.15,434.15,444.95,455.75,0.67,43.0,0.5940358797671379,9.251612903225812,-13.6,-0.01,-5.49,9.3215226217842,,0.5087021249331,,11.6343965876657,,,10.315815415255356,18.89763573390162,5.59249360662008,,40,,,18.89763573390162,,,,100,,,,,,,,0,,,,,,True,7.09,3.0,,,,3.0,85,40,100,,,48.0,50,65,1.04,-0.4,-0.73,-0.19,-0.04,-2.38,-0.06,44.0,False,42.0,2.0,Buy,1.22,511.33
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,5069948240410.0,2174.2,2157.8,,2194.2118835190627,,2285.274143965812,2217.347999999997,2327.593541307955,,,Bearish,17.0,49.30474416393946,-5.415238072138891,-10.273896567187148,4.8587,17.226748504838483,0.2489856141644981,55.59845999699386,60,1898262.0,1239026.3000000005,1940257.1666666677,1.626491948305259,60.0,,,67,2156.5,2138.8,2196.4,2218.6,2178.7,2178.7,42.89222647992359,2152.75,2195.65,2109.86,2217.09,2259.98,2302.88,0.67,28.0,-1.1547554100745632,2.3972118871567667,-19.69,-1.75,0.53,33.97346750628935,10.481301034998346,0.818325904811882,33.245146195343594,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,True,8.91,3.0,,,,3.0,44,100,67,,,31.0,50,40,-0.18,-0.5,0.3,1.12,-0.41,-2.28,0.07,62.0,False,33.0,0.0,Neutral,1.447368,2563.736842
