index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,30-Jun-2026,24056.0,2600427.307692308,2663844.923076923,1.02,24100,9.67
BANKNIFTY,30-Jun-2026,58177.05,554930.0,652410.0,1.18,57500,10.98
