market_regime,nifty_trend,nifty_pct_change,banknifty_trend,banknifty_pct_change,india_vix,vix_level,best_sector,best_sector_perf_1m,worst_sector,worst_sector_perf_1m,fii_net,dii_net,crude,crude_pct_change,usdinr,usdinr_pct_change,us_sp500_pct,us_dow_pct,us_vix,us_vix_pct,dxy,dxy_pct,us_10y,asia_cue,europe_cue,global_risk,overall_risk,generated_at_ist
Neutral,Neutral,0.14,Neutral,0.05,13.05,Low,Distribution Services,30.41,Non-Energy Minerals,-7.04,-1843.4,3637.26,69.69,-0.92,94.39,-0.83,-0.1,0.35,18.14,-2.63,101.72,0.1,4.45,Bullish,Bullish,Neutral,Low,2026-06-25T17:09:49.986983+05:30
