index,expiry,spot,total_ce_oi,total_pe_oi,pcr,max_pain,atm_iv
NIFTY,21-Jul-2026,24127.6,2013983,1667219,0.83,24100,12.22
BANKNIFTY,28-Jul-2026,57609.7,553282,439525,0.79,58000,16.81
