symbol,company,sector,industry,market_cap,cmp,previous_close,ema20,ema50,ema100,ema200,sma50,sma200,supertrend,ichimoku_signal,trend_label,trend_score,rsi14,macd,macd_signal,macd_hist,adx14,roc20,stoch_rsi,momentum_score,volume,avg_volume_10d,avg_volume_30d,relative_volume,delivery_pct,obv,cmf,volume_score,support1,support2,resistance1,resistance2,pivot,vwap,atr14,entry_low,entry_high,stop_loss,target1,target2,target3,risk_reward,rs_rank,return_1m,return_3m,dist_52w_high_pct,rs_vs_nifty_1m,rs_vs_sector_1m,pe,pb,peg,ev_ebitda,roe,roce,debt_equity,revenue_growth,profit_growth,operating_margin,fcf,fundamental_score,revenue_surprise,profit_surprise,eps_growth,margin_expansion,guidance,order_book_growth,earnings_score,promoter_holding,promoter_pledge,fii_holding,dii_holding,mf_holding,insider_buying,institution_score,news_count_7d,news_sentiment,catalyst_strength,major_catalyst,risk_event,news_score,in_oi_spurt,oi_change_pct,fno_score,pcr,max_pain,liquidity_sweep,smart_money_score,technical_score,fundamental_score_final,earnings_score_final,news_score_final,institution_score,sector_score,macro_score,risk_score,value_z,momentum_z,quality_z,lowvol_z,growth_z,size_z,composite_factor_z,composite_factor_rank,earnings_within_21d,days_to_earnings,event_risk_score,tech_rating,analyst_rec,price_target_avg
RELIANCE,Reliance Industries Limited,Energy Minerals,Oil Refining/Marketing,17530051431947.0,1300.6,1296.6,,1320.636529536664,,1378.1582150068552,1320.9559999999983,1413.5545000000022,,,Bearish,0,48.1038873430214,-6.41735325225477,-7.4674346300306365,1.0501,14.1114104479367,-1.5666389162188787,61.809519879422,40,80963.0,11326124.1,13966112.366666649,0.0066900607394682,55.95,,,33,1299.84,1299.07,1301.54,1302.47,1300.77,1300.7666666666669,21.66584331797094,1289.77,1311.43,1268.1,1322.27,1343.93,1365.6,0.67,29.0,-2.430607651912985,-2.940298507462693,-19.31,-2.66,-3.99,21.788988904469203,1.9468749819903584,1.3586152086722525,11.67613757659836,9.24606376950945,7.06007289508876,0.4402508766302,9.591237834212542,15.974757473959905,11.4698089988924,,60,,,15.974757473959905,,,,67,,,,,,,,0,,,,,,,,,,,,,23,60,67,,,12.0,50,45,0.4,-0.64,-0.42,0.64,-0.33,-3.01,-0.07,44.0,True,0.0,3.0,Sell,1.021739,1673.26087
HDFCBANK,HDFC Bank Limited,Finance,Major Banks,12557443846062.0,810.6,808.3,,795.2315506517776,,853.5256980897543,779.8440000000015,885.7394999999983,,,Bullish,67,55.37987508845532,10.0930731945964,11.1476493635035,-1.0546,19.879404687289732,-2.319696330662168,7.431831416536319,20,256792.0,31084811.9,33173953.066666663,0.0076320957277701,56.01,,,33,809.66,808.73,811.06,811.53,810.13,810.1333333333333,14.186664044029376,803.51,817.69,789.32,824.79,838.97,853.16,0.67,45.0,2.91373071795849,2.5946082774332364,-20.57,2.68,-2.75,16.452202151410596,2.140616195887349,2.4906825317386247,,13.8043829232674,6.36128580809638,1.07215727136438,5.212582211861043,6.645021645021646,32.95187578164424,,40,,,6.645021645021646,,,,100,,,,,,,,0,,,,,,,,,,,,,41,40,100,,,62.0,50,45,0.56,-0.61,0.11,0.51,-0.42,-3.01,0.03,60.0,True,1.0,3.0,Neutral,1.034884,1047.113636
BHARTIARTL,Bharti Airtel Limited,Communications,Wireless Telecommunications,11958544568643.0,1919.0,1921.8,,1878.0102106285813,,1894.8264044109192,1863.403999999998,1950.8374999999985,,,Bullish,83,56.12142433474364,18.763980901215064,17.670987678466286,1.093,21.894085946536737,-0.3479254297138726,53.43065222180517,60,26821.0,5752362.899999996,6515562.566666671,0.0042856103565758,56.2,,,33,1918.0,1917.0,1920.0,1921.0,1919.0,1919.0,34.45154591568403,1901.77,1936.23,1867.32,1953.45,1987.9,2022.35,0.67,49.0,3.561791689152725,4.458113330793103,-11.75,3.33,,43.78519471748396,7.84289299841769,,11.649061051972645,20.3215106088605,9.08236481301509,1.31098991926557,21.96002895045356,-20.523849590901182,31.7404423698221,18.628110045208064,40,,,-20.523849590901182,,,,67,,,,,,,,0,,,,,,,,,,,,,64,40,67,,,14.0,50,45,-0.02,-0.37,0.01,0.71,-0.28,-3.01,0.01,58.0,True,18.0,3.0,Buy,1.161765,2294.558824
ICICIBANK,ICICI Bank Limited,Finance,Regional Banks,10157316712182.0,1422.8,1418.2,,1348.4629210482758,,1339.937012651593,1319.662,1345.1589999999997,,,Bullish,100,66.63051313883469,26.775541093114725,27.705868159544107,-0.9303,30.57499979405237,-0.2873361833345109,46.798158533740605,40,73020.0,10632713.800000032,13739042.400000002,0.0061281059655097,54.27,,,33,1421.96,1421.13,1423.76,1424.73,1422.93,1422.9333333333334,23.66964558552736,1410.97,1434.63,1387.3,1446.47,1470.14,1493.81,0.67,53.0,6.020864381520116,5.627319970304376,-5.15,5.79,0.36,19.02647766782562,,2.576633437249265,,16.0148883957153,9.55076371105473,0.6066876859418521,5.951187109652587,7.349985644559295,34.54095028467912,,80,,,7.349985644559295,,,,100,,,,,,,,0,,,,,,,,,,,,,63,80,100,,,62.0,50,45,0.12,-0.28,0.28,0.51,-0.36,-3.01,0.05,62.0,True,1.0,3.0,Buy,1.0625,1689.155556
SBIN,State Bank of India,Finance,Regional Banks,9507998690606.0,1030.9,1031.2,,1025.3896327542009,,997.9937095659574,1004.178,1015.2637499999998,,,Bullish,67,52.13518968662935,4.081062058853377,5.941342172816386,-1.8603,10.181942458299345,-0.6552953647489597,36.32063393850506,20,18091.0,9235577.100000018,11552268.333333349,0.0017601815107035,44.85,,,33,1030.26,1029.63,1031.26,1031.63,1030.63,1030.6333333333334,18.24877866649812,1021.78,1040.02,1003.53,1049.15,1067.4,1085.65,0.67,27.0,1.366764995083588,-3.383317713214612,-16.51,1.14,-4.29,11.324912610651063,1.5962675613238726,2.38574710749845,,15.3805889022211,6.660692553910601,1.3396637584022402,6.975820605233501,4.743220354585112,28.129242852760616,,60,,,4.743220354585112,,,,67,,,,,,,,1,,,,,,,,,,,,,41,60,67,,,62.0,50,55,1.01,-0.27,-0.02,0.77,-0.43,-2.99,0.21,74.0,True,14.0,4.0,Buy,1.2375,1215.85
TCS,Tata Consultancy Services Limited,Technology Services,Information Technology Services,7919631161661.0,2224.7,2201.0,,2216.623610310671,,2649.616501568409,2201.288000000003,2726.375999999994,,,Neutral,50,57.9925310806164,-2.9121607960710207,-29.08379058522513,26.1716,18.509693244337196,8.121111975116637,98.269687572796,80,14802.0,5407726.6,4985760.233333333,0.0025480587164859,41.09,,,33,2223.54,2222.37,2225.34,2225.97,2224.17,2224.1666666666665,62.21823670131577,2193.59,2255.81,2131.37,2286.92,2349.14,2411.35,0.67,5.0,0.7107288365776288,-13.435797665369655,-33.59,0.48,-0.75,16.163296740022812,7.341912747965702,14.899413708009536,10.188989000473818,47.9890914172003,44.2125262461657,0.104302536644988,7.695160610272186,1.067516881423239,24.8826393193624,16.050488147908432,80,,,1.067516881423239,,,,67,,,,,,,,0,,,,,,,,,,,,,59,80,67,,,77.0,50,40,0.7,-1.17,1.21,-0.33,-0.43,-2.78,-0.0,56.0,False,89.0,0.0,Neutral,1.510638,2452.934783
BAJFINANCE,Bajaj Finance Limited,Finance,Finance/Rental/Leasing,6359815107422.0,1043.8,1037.6,,969.4252795066502,,945.0374100742116,952.1180000000006,969.7097500000012,,,Bullish,100,65.94340986889452,24.35178401107521,24.57698329783125,-0.2252,34.03584996017956,1.428432611019342,37.01160015854592,60,100106.0,6703680.3,8618207.366666667,0.0131138839148924,72.68,,,33,1042.56,1041.33,1044.96,1046.13,1043.73,1043.7333333333331,23.678413356417177,1031.96,1055.64,1008.28,1067.48,1091.16,1114.84,0.67,70.0,9.286985655952249,15.70138003657928,-5.32,9.06,3.63,34.20052424639581,5.69322391812928,2.430120627052052,26.678324716365395,18.052322754331,5.88770366680906,3.2266451939674603,18.3647764826221,13.77022291806456,43.7265523464435,,60,,,13.77022291806456,,,,100,,,,,,,,0,,,,,,,,,,,,,71,60,100,,,62.0,50,60,-0.29,0.1,-0.02,-0.3,-0.06,-2.54,-0.12,36.0,True,13.0,3.0,Buy,1.472973,1084.738292
LICI,Life Insurance Corp. of India,Finance,Life/Health Insurance,5557775431946.0,438.3,438.3,,422.0516150896786,,421.600221901507,416.7575000000002,423.0371249999992,,,Bullish,100,57.69315481781075,6.344049315339646,6.810724187936215,-0.4667,26.039197961549977,2.144022372407361,46.36019566121266,60,5310.0,2581899.0,3835494.7,0.0019354169937922,51.84,,,33,438.04,437.77,438.44,438.57,438.17,438.1666666666667,9.106953716824304,433.75,442.85,424.64,447.41,456.51,465.62,0.67,48.0,6.772228989037761,4.121629647226517,-6.44,6.54,1.11,9.6504651290802,0.7599493942710913,0.5122818561446935,,7.459755123494731,7.459755123494731,0.0,10.315815415255356,18.90051547336372,5.59249360662008,,60,,,18.90051547336372,,,,100,,,,,,,,0,,,,,,,,,,,,,71,60,100,,,62.0,50,45,2.1,-0.29,-0.48,0.39,-0.03,-2.38,0.34,87.0,True,20.0,3.0,Buy,1.23913,520.293478
LT,Larsen & Toubro Limited,Industrial Services,Engineering & Construction,5205621305434.0,3784.9,3775.6,,3984.390856957351,,3910.69942134167,3998.639999999999,3957.4210000000007,,,Bearish,0,31.5142676706984,-67.34781619547039,-32.71797854004842,-34.6298,25.99120243340869,-6.337540212818608,1.5487811321029137,20,4998.0,2304610.7000000067,2105478.966666667,0.0020361324287821,62.64,,,33,3780.06,3775.23,3789.66,3794.43,3784.83,3784.8333333333335,72.1295250881207,3748.84,3820.96,3676.71,3857.03,3929.16,4001.29,0.67,14.0,-9.885478917168644,-8.44460570875665,-14.75,-10.12,-11.45,32.38278576317591,4.075996326358755,4.661633194276497,20.0649648879392,16.8428484034919,10.4602183989046,1.1482918808525602,11.78560370784602,6.944825693110064,8.67037685198086,,40,,,6.944825693110064,,,,100,,,,,,,,0,,,,,,,,,,,,,15,40,100,,,88.0,50,60,-0.07,-0.5,-0.4,0.19,-0.13,-2.31,-0.18,27.0,True,11.0,3.0,Sell,1.344828,4422.896552
HINDUNILVR,Hindustan Unilever Limited,Consumer Non-Durables,Household/Personal Care,4939663517074.0,2105.3,2098.4,,2172.6305384145835,,2266.395084775645,2177.007999999997,2296.6842122443054,,,Bearish,0,40.24564712589194,-18.23056389742169,-10.785026062036652,-7.4455,14.350079749233505,-4.391462306993634,3.15009589090986,0,2150.0,1856720.1000000003,1658483.8666666667,0.0010695630367372,64.89,,,33,2101.2,2097.1,2108.2,2111.1,2104.1,2104.1,37.82923971624901,2086.39,2124.21,2048.56,2143.13,2180.96,2218.79,0.67,33.0,-4.352369269910487,-1.713352007469646,-22.24,-4.58,-3.7,32.896854540056566,10.14915052386258,0.7973918099256015,32.3809599169143,21.5261715287189,21.0234057797946,0.0303247912349453,3.84341185976141,41.20266179494647,20.858315407265,,100,,,41.20266179494647,,,,67,,,,,,,,0,,,,,,,,,,,,,7,100,67,,,22.0,50,35,-0.15,-0.64,0.33,0.83,-0.4,-2.25,-0.01,55.0,True,11.0,3.0,Sell,1.434211,2568.868421
