symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
SCHAEFFLER,2026-07-16,4119.3,4131.7,345304,309829,89.73,14296.65,12866
TIMKEN,2026-07-16,3176.0,3141.6,309055,258862,83.76,9774.97,22184
ANTHEM,2026-07-16,750.8,758.95,648429,498469,76.87,4883.1,43347
IPCALAB,2026-07-16,1878.0,1890.2,794803,607824,76.47,15000.91,27870
INDHOTEL,2026-07-16,743.2,731.45,3887339,2898200,74.55,28557.89,35876
GUJENERGY,2026-07-16,285.65,288.75,1191883,871264,73.1,3444.71,47778
GLAXO,2026-07-16,2483.7,2506.3,82627,60336,73.02,2068.91,12349
RBLBANK,2026-07-16,372.8,362.8,30740165,22360934,72.74,111618.43,135903
BAJFINANCE,2026-07-16,1021.3,1037.6,9079076,6598655,72.68,93968.79,124360
BAJAJFINSV,2026-07-16,1849.6,1838.6,1669077,1174685,70.38,30697.32,97968
JSWSTEEL,2026-07-16,1226.9,1221.0,1342230,944106,70.34,16428.14,40347
SHREECEM,2026-07-16,26925.0,27000.0,37283,26024,69.8,10079.61,12422
TVSMOTOR,2026-07-16,3612.3,3563.5,1209278,842777,69.69,43361.92,47195
APOLLOHOSP,2026-07-16,8934.0,8888.0,234384,163064,69.57,20848.74,32414
MARICO,2026-07-16,844.45,839.35,1149031,783207,68.16,9677.86,38193
PGHH,2026-07-16,8822.0,8782.0,6704,4567,68.12,589.57,1846
NESTLEIND,2026-07-16,1424.4,1423.5,1179052,801177,67.95,16810.69,43079
INDIGO,2026-07-16,5171.0,5265.5,996192,675543,67.81,52097.22,49009
BALKRISIND,2026-07-16,2130.9,2145.0,175213,117932,67.31,3757.82,13484
TORNTPHARM,2026-07-16,5017.8,4987.6,5061339,3383130,66.84,252125.38,135384
LICHSGFIN,2026-07-16,550.15,546.75,1117938,747037,66.82,6135.61,30815
JBCHEPHARM,2026-07-16,2506.0,2408.9,4779224,3191315,66.77,115588.43,157981
KOTAKBANK,2026-07-16,378.4,377.15,10889356,7264811,66.71,41234.3,121454
