symbol,date,prev_close,close,ttl_traded_qty,deliv_qty,deliv_pct,turnover_lacs,no_of_trades
PGHH,2026-07-21,8723.5,8771.0,28568,23667,82.84,2505.03,2334
SUMICHEM,2026-07-21,540.65,540.4,732171,576112,78.69,3962.77,10313
METROBRAND,2026-07-21,1068.9,1074.1,74414,57539,77.32,791.12,8207
IPCALAB,2026-07-21,1838.6,1799.0,437799,332792,76.01,7901.14,26835
IGL,2026-07-21,154.66,153.67,3678497,2773798,75.41,5693.98,27520
TORNTPOWER,2026-07-21,1433.3,1435.9,293628,220823,75.21,4210.92,16956
PETRONET,2026-07-21,275.05,276.65,2609505,1871100,71.7,7223.52,28901
AXISBANK,2026-07-21,1256.0,1258.2,15014867,10747387,71.58,188662.76,253560
ICICIBANK,2026-07-21,1460.2,1463.1,18269907,12974619,71.02,267454.66,186971
GMRAIRPORT,2026-07-21,111.54,111.48,17517437,12412278,70.86,19492.22,35660
BHARTIARTL,2026-07-21,1940.1,1948.4,5061312,3555219,70.24,98523.05,129828
GRASIM,2026-07-21,3143.8,3179.8,659160,456802,69.3,20882.32,32655
CESC,2026-07-21,165.61,165.06,1394628,963723,69.1,2295.58,14146
CHOLAHLDNG,2026-07-21,1553.3,1550.2,88851,61357,69.06,1378.88,12510
APOLLOHOSP,2026-07-21,8905.0,8926.5,200394,136843,68.29,17855.78,32403
GUJENERGY,2026-07-21,271.65,267.0,1419565,967250,68.14,3813.35,30512
BAJFINANCE,2026-07-21,1064.0,1069.2,6970658,4660828,66.86,74475.38,133957
CHOLAFIN,2026-07-21,1782.8,1758.8,1351990,899984,66.57,23821.17,68146
LALPATHLAB,2026-07-21,1693.3,1700.1,138917,91882,66.14,2356.62,16644
KOTAKBANK,2026-07-21,382.05,385.95,17152911,11308365,65.93,65979.07,170325
SUNDARMFIN,2026-07-21,4425.2,4472.6,48842,32191,65.91,2175.84,11038
ICICIAMC,2026-07-21,3117.4,3150.0,426244,279718,65.62,13373.82,32736
ONGC,2026-07-21,249.58,249.89,12240171,8018772,65.51,30597.53,113590
JSWSTEEL,2026-07-21,1257.0,1267.4,1941639,1271842,65.5,24591.5,57112
