symbol,fut_volume,opt_volume,tot_volume,fut_turnover,opt_turnover,tot_turnover,latest_oi,underlying_value
NIFTY,6296,3857747,3864043,98693.71787600001,6071838691921.6,297321.727092,6250594,24094.45
BANKNIFTY,4636,508028,512664,80241.340356,886482129626.4,124686.34662,1423646,57446.95
HDFCBANK,14009,53975,67984,69085.77533,27409042141.0,71434.14174,893859,755.95
BAJAJ-AUTO,7032,82961,89993,56526.53931,67313355659.25,63593.1959025,90684,10827.0
TVSMOTOR,4491,55235,59726,30600.7155825,37999170182.75,36375.00741,121696,3924.7
INDIGO,2551,15735,18286,19797.233925,12397216710.0,21995.726025,86115,5158.0
INDHOTEL,2547,13913,16460,18496.3131,10312260670.0,19668.2698,45327,723.8
INFY,4131,16512,20643,17555.68896,7274102276.0,18655.41172,588940,1065.7
KALYANKJIL,1784,24781,26565,14285.2599,19850641920.0,18623.6766,106098,592.5
BANDHANBNK,1819,24216,26035,12256.23744,17589690648.0,17108.50392,60132,187.95
RELIANCE,2079,23386,25465,13551.26115,15598562080.0,14760.03195,531451,1300.8
GLENMARK,1593,2687,4280,13115.5161375,2266918327.5,13334.1994125,42458,2200.8
DRREDDY,1609,12820,14429,11995.701125,9896535031.25,13169.8014375,82571,1194.2
BIOCON,1115,3098,4213,12086.59875,3435732575.0,12499.5495,46842,436.45
SBIN,1342,24895,26237,10455.15495,19827111525.0,11886.8202,231766,1034.1
HEROMOTOCO,1409,11456,12865,10612.27371,8770342144.5,11615.920155,72092,5095.8
ADANIENSOL,918,5102,6020,10756.7910225,6138295344.0,11544.4544625,47427,1742.5
LUPIN,1074,3306,4380,11253.9958775,3531207632.0,11543.6071975,24037,2453.9
AUROPHARMA,1193,4022,5215,10122.76375,3492418512.0,10535.10887,36515,1536.2
ICICIBANK,853,10612,11465,8679.92048,10935948296.0,9472.34344,268620,1453.0
JSWSTEEL,1059,684,1743,9062.10585,592894046.25,9113.8213125,81980,1262.2
AXISBANK,981,15646,16627,7670.82425,12541402556.25,8594.3498125,228461,1243.6
SUNPHARMA,1157,13147,14304,7849.44097,8986867305.5,8518.724025,100936,1940.5
TCS,1501,17595,19096,7457.52222,8905557831.75,8200.4205375,414842,2210.8
