symbol,close,perf_1m,pct_change_oi,change_in_oi,tot_volume,tot_turnover,latest_oi,in_oi_spurt,fno_score
BANDHANBNK,187.95,-10.071770334928232,9.48,5207.0,26035.0,17108.50392,60132.0,True,3
AUROPHARMA,1540.1,2.7966893605660035,4.14,1450.0,5215.0,10535.10887,36515.0,True,3
TVSMOTOR,3920.8,12.991354466858796,3.8,4451.0,59726.0,36375.00741,121696.0,True,3
ZYDUSLIFE,1120.6,4.680056048575423,2.48,489.0,2064.0,5313.28491,20224.0,True,3
LUPIN,2455.9,4.063559322033902,2.3,540.0,4380.0,11543.6071975,24037.0,True,3
INDHOTEL,725.85,-0.2953296703296672,2.08,925.0,16460.0,19668.2698,45327.0,True,3
KALYANKJIL,591.8,54.31551499348109,1.93,2005.0,26565.0,18623.6766,106098.0,True,3
GLENMARK,2208.7,-0.2213588724250131,1.77,737.0,4280.0,13334.1994125,42458.0,True,3
DRREDDY,1196.3,-6.400125185822702,1.7,1384.0,14429.0,13169.8014375,82571.0,True,3
HDFCBANK,755.95,-4.298012406633743,1.66,14602.0,67984.0,71434.14174,893859.0,True,3
NESTLEIND,1465.9,3.029238122012942,1.28,574.0,4145.0,3953.2604,45357.0,True,3
ABCAPITAL,410.05,8.478835978835981,1.2,251.0,1709.0,5245.76141,21168.0,True,3
HAL,4566.3,3.214213060283443,1.16,873.0,5793.0,4794.941025,76084.0,True,3
SUNPHARMA,1940.1,5.1544715447154426,0.95,952.0,14304.0,8518.724025,100936.0,True,3
AXISBANK,1243.7,-8.618662747979425,0.87,1968.0,16627.0,8594.3498125,228461.0,True,3
PREMIERENE,1033.8,-4.454713493530504,0.78,170.0,965.0,901.0027,22085.0,True,3
ADANIGREEN,1531.9,1.5175612988734322,0.76,487.0,2397.0,4662.54186,64561.0,True,3
SRF,2950.2,8.46323529411764,0.76,288.0,2316.0,1555.91598,38169.0,True,3
ULTRACEMCO,12030.0,5.795444551930349,0.75,701.0,9490.0,7645.80676,94554.0,True,3
INDUSINDBK,1060.3,11.964097148891232,0.75,651.0,3716.0,2731.69799,87377.0,True,3
ETERNAL,288.15,8.94139886578449,0.73,869.0,6418.0,7384.95241,119909.0,True,3
CIPLA,1414.0,3.061224489795918,0.72,455.0,4886.0,4965.9951625,63442.0,True,3
OIL,449.45,6.3786982248520685,0.72,189.0,1223.0,993.24218,26607.0,True,3
RADICO,4088.0,8.435013262599469,0.69,62.0,761.0,118.916565,9008.0,True,3
GAIL,174.05,-0.0574217628481161,0.67,256.0,1696.0,1654.63015,38258.0,True,3
UNOMINDA,1138.4,1.6519332083221714,0.66,98.0,451.0,1199.02794,14862.0,True,3
DALBHARAT,1847.4,6.478386167146979,0.61,135.0,429.0,733.694585,22381.0,True,3
PRESTIGE,1694.7,12.657049790600285,0.58,109.0,633.0,565.54029,18845.0,True,3
JSWSTEEL,1263.7,-2.038759689922477,0.57,467.0,1743.0,9113.8213125,81980.0,True,3
SHRIRAMFIN,1058.8,5.46341949300263,0.55,347.0,2474.0,3254.2929375,63846.0,True,3
SONACOMS,735.55,18.63709677419354,0.54,146.0,2445.0,4949.8260175,27047.0,True,3
RELIANCE,1299.9,-1.275917065390746,0.5,2666.0,25465.0,14760.03195,531451.0,True,3
SBIN,1034.2,-0.3660886319845813,0.49,1124.0,26237.0,11886.8202,231766.0,True,3
BANKBARODA,245.9,-12.801418439716311,0.49,459.0,2354.0,3456.4470525,93349.0,True,3
JSWENERGY,564.3,-1.2771168649405298,0.47,183.0,1199.0,809.382335,38897.0,True,3
BIOCON,436.05,4.819711538461541,0.47,219.0,4213.0,12499.5495,46842.0,True,3
COFORGE,1486.7,0.7932203389830539,0.47,343.0,3141.0,2001.1330575,74018.0,True,3
SBICARD,639.7,3.695898849084141,0.47,307.0,1184.0,1437.00696,65394.0,True,3
TIINDIA,2935.9,-11.030637292039152,0.43,63.0,642.0,1024.75644,14593.0,True,3
TATAELXSI,3426.8,-16.126979464963156,0.41,378.0,4069.0,1425.2662625,91985.0,True,3
MARUTI,13650.0,1.486988847583643,0.4,630.0,16856.0,5998.765685,158373.0,True,3
ANGELONE,319.3,-10.030994646379252,0.4,127.0,2581.0,2172.73225,32225.0,True,3
DIXON,14178.0,12.53274069370585,0.39,555.0,6695.0,3726.248475,143141.0,True,3
EICHERMOT,7665.0,0.196078431372549,0.38,320.0,4099.0,2992.03428,84283.0,True,3
CDSL,1356.8,-1.4669571532316663,0.38,221.0,2866.0,1710.6614375,58316.0,True,3
FORCEMOT,17581.0,-5.731903485254692,0.37,84.0,620.0,679.10101,23091.0,True,3
WAAREEENER,2723.2,-13.411764705882357,0.36,327.0,3960.0,2908.43315,90460.0,True,3
COCHINSHIP,1394.8,-4.824292050494715,0.36,139.0,576.0,678.22948,39145.0,True,3
CHOLAFIN,1754.4,3.5105315947843527,0.35,125.0,392.0,1911.7783125,35377.0,True,3
IRFC,87.85,-12.018027040560842,0.33,161.0,431.0,267.25503,48712.0,True,3
NYKAA,333.8,10.529801324503314,0.33,77.0,2111.0,4277.1528125,23727.0,True,3
JIOFIN,239.9,-2.0816326530612224,0.32,479.0,7409.0,5812.720065,151277.0,True,3
AUBANK,997.7,-3.5153039021323838,0.32,133.0,832.0,1118.3126,42034.0,True,3
INFY,1066.1,1.0521327014217925,0.31,1824.0,20643.0,18655.41172,588940.0,True,3
ONGC,251.91,2.8413962033068008,0.3,251.0,3393.0,2995.796475,85261.0,True,3
HDFCLIFE,556.4,-5.99763473559723,0.29,227.0,2430.0,1652.84251,78222.0,True,3
CANBK,126.19,-5.722824056779976,0.29,259.0,1491.0,3414.539475,90543.0,True,3
BAJAJHLDNG,10397.0,-3.202681314588958,0.29,20.0,162.0,156.8742075,7033.0,True,3
HDFCAMC,2568.0,-5.934065934065934,0.28,137.0,2029.0,1827.43362,48347.0,True,3
MAXHEALTH,1092.4,-0.3284671532846632,0.28,103.0,1126.0,1081.8982125,36338.0,True,3
EXIDEIND,442.6,15.848710901714435,0.27,82.0,1049.0,1140.57072,30172.0,True,3
JUBLFOOD,421.15,0.0356294536817048,0.26,89.0,551.0,399.1495,34630.0,True,3
POLICYBZR,1547.1,-6.683153386814656,0.25,119.0,741.0,772.526405,48112.0,True,3
VMM,112.59,-5.115455924490134,0.25,34.0,215.0,124.46749,13472.0,True,3
NUVAMA,1878.4,7.978845711657863,0.25,20.0,347.0,189.57545,7957.0,True,3
TATASTEEL,186.64,-6.352232814851994,0.23,319.0,3068.0,2141.726675,136739.0,True,3
TORNTPHARM,5038.0,13.10673072605631,0.23,140.0,2579.0,2551.056625,60582.0,True,3
FEDERALBNK,355.25,9.661984874208986,0.23,165.0,2254.0,1611.583,71376.0,True,3
ICICIBANK,1453.0,7.390983000739098,0.22,588.0,11465.0,9472.34344,268620.0,True,3
BAJFINANCE,1064.2,10.15992961026863,0.22,338.0,2846.0,3789.85395,157124.0,True,3
BPCL,315.25,1.1226944667201284,0.22,98.0,2551.0,2251.6321275,44311.0,True,3
PAYTM,1289.8,17.940746159473303,0.22,198.0,11738.0,7792.6951975,89183.0,True,3
BDL,1261.6,-8.890012277027525,0.22,117.0,957.0,1358.120395,53156.0,True,3
MANAPPURAM,352.5,9.2515109251511,0.22,64.0,1226.0,1899.2343,28765.0,True,3
BAJAJFINSV,1887.3,6.741700130083142,0.21,161.0,2317.0,1278.17679,75141.0,True,3
VEDL,265.05,-11.88497340425532,0.21,267.0,2412.0,1346.403325,128509.0,True,3
IREDA,120.45,-5.898437499999998,0.21,73.0,248.0,583.1399175,34911.0,True,3
AMBUJACEM,435.3,2.1471312917986705,0.2,186.0,1758.0,1975.93368,91598.0,True,3
BEL,408.8,-4.508292455033873,0.19,273.0,2259.0,2801.8502475,146119.0,True,3
IOC,142.14,-2.26225675582756,0.19,111.0,1041.0,1945.3711875,58012.0,True,3
TECHM,1562.0,10.466760961810468,0.19,149.0,4823.0,3720.48912,77817.0,True,3
IDFCFIRSTB,81.34,3.3807829181494617,0.19,130.0,896.0,1569.61567,66831.0,True,3
PAGEIND,40000.0,0.0125015626953369,0.19,47.0,288.0,714.9283479999999,25314.0,True,3
HCLTECH,1236.9,8.882042253521135,0.18,319.0,4850.0,3528.79196,177466.0,True,3
BSE,3661.8,-9.249070631970255,0.18,200.0,4565.0,2691.57508,112064.0,True,3
TATACONSUM,1083.6,-2.5101214574898867,0.18,89.0,603.0,714.26982,49737.0,True,3
TRENT,2888.4,-10.013084927409809,0.17,239.0,2223.0,967.1573025,137587.0,True,3
RBLBANK,364.6,-4.140922834231628,0.17,50.0,499.0,973.4940525,28694.0,True,3
TITAN,4703.2,6.762309036841978,0.16,131.0,4606.0,3066.025235,82801.0,True,3
M&M,3204.1,3.860615883306318,0.16,244.0,5250.0,4543.02736,153962.0,True,3
TATAPOWER,379.85,-5.592146141419162,0.16,136.0,1151.0,1036.91153,84292.0,True,3
GMRAIRPORT,111.47,1.8735148967282007,0.16,50.0,314.0,1231.5094875,31920.0,True,3
BHARATFORG,2209.8,7.271844660194183,0.16,43.0,406.0,917.0961,26341.0,True,3
ASHOKLEY,153.3,-2.319357716324701,0.16,106.0,1837.0,3572.2765,66153.0,True,3
ADANIPOWER,219.82,-5.045356371490284,0.15,116.0,1869.0,3910.96116,78867.0,True,3
NTPC,347.1,-5.11208310552214,0.15,214.0,1225.0,1621.236,143398.0,True,3
JINDALSTEL,1042.2,-9.09725250763192,0.15,55.0,408.0,903.828625,35978.0,True,3
NAUKRI,1199.35,21.76142131979695,0.15,79.0,2927.0,1487.89179,52061.0,True,3
OFSS,11589.0,19.47422680412371,0.14,53.0,2147.0,3132.31324,36814.0,True,3
DIVISLAB,7273.0,7.668393782383419,0.13,104.0,6129.0,3154.62104,78815.0,True,3
UNITDSPR,1384.2,4.823930329420677,0.13,49.0,385.0,261.63424,37143.0,True,3
LTF,306.4,6.278182448838004,0.13,66.0,981.0,1052.7822,52076.0,True,3
IDEA,13.52,-9.746328437917228,0.12,144.0,834.0,2319.2994225,124165.0,True,3
ADANIPORTS,1836.0,0.0381409033945428,0.11,78.0,1581.0,1122.4180175,69071.0,True,3
BHEL,419.05,0.4193625688952792,0.11,87.0,4699.0,7173.1545375,76899.0,True,3
MARICO,849.95,3.519883076548333,0.11,24.0,125.0,252.92856,21736.0,True,3
COLPAL,2082.7,3.849414111194207,0.11,34.0,527.0,430.52273,32322.0,True,3
HINDUNILVR,2147.7,-2.541180741480238,0.1,122.0,1950.0,1317.32568,121954.0,True,3
BRITANNIA,5470.0,5.091258405379443,0.1,28.0,248.0,430.0941375,29361.0,True,3
LAURUSLABS,1583.6,11.915194346289748,0.1,38.0,2393.0,5087.827235,37290.0,True,3
RVNL,223.82,-10.11244979919679,0.1,45.0,484.0,814.6567275,46132.0,True,3
HYUNDAI,1955.0,-1.0126582278481011,0.09,30.0,488.0,1093.5877425,33562.0,True,3
MOTILALOFS,956.0,0.2621919244887257,0.09,11.0,64.0,315.1063975,12193.0,True,3
ASTRAL,1417.6,-8.305304010349294,0.09,31.0,626.0,1370.9074975,35701.0,True,3
LT,3838.0,-9.224219489120152,0.08,164.0,3099.0,2396.0557075,209241.0,True,3
INDUSTOWER,400.95,-3.3855421686747014,0.08,72.0,527.0,897.41776,86452.0,True,3
BANKINDIA,144.66,-1.323328785811731,0.08,26.0,617.0,1695.08612,33989.0,True,3
UPL,616.45,0.7435855531949777,0.08,31.0,814.0,1056.0454015,39196.0,True,3
ITC,280.3,-4.269125683060109,0.07,144.0,2502.0,1451.58957,195357.0,True,3
COALINDIA,431.45,-4.546460176991152,0.07,75.0,1217.0,446.463495,110695.0,True,3
SOLARINDS,19035.0,4.933847850055127,0.07,25.0,1194.0,1538.50396,34632.0,True,3
APOLLOHOSP,8915.0,4.4155539939095805,0.07,25.0,1280.0,1186.0586125,37011.0,True,3
MUTHOOTFIN,3109.9,-1.8649416219627613,0.07,30.0,5181.0,3827.0302125,42732.0,True,3
LODHA,1179.9,27.971800433839487,0.07,34.0,1392.0,2364.9371875,51401.0,True,3
RECLTD,361.45,1.7166174194456072,0.07,40.0,1995.0,781.4805075,54370.0,True,3
DABUR,426.1,0.1410105757931898,0.07,34.0,466.0,666.71725,45668.0,True,3
SBILIFE,1813.3,0.7388888888888864,0.06,20.0,638.0,933.5293125,35705.0,True,3
TMPV,333.65,-7.831491712707189,0.06,77.0,3295.0,1979.20848,136573.0,True,3
OBEROIRLTY,1869.9,10.644970414201188,0.06,24.0,687.0,948.811395,38735.0,True,3
POWERGRID,285.2,-1.314878892733568,0.05,28.0,728.0,459.28092,56158.0,True,3
LTM,4023.6,4.509090909090907,0.05,23.0,1263.0,664.411695,47942.0,True,3
MFSL,1527.8,-8.858796158205571,0.05,14.0,191.0,240.31484,29058.0,True,3
VOLTAS,1342.8,-2.9768786127167663,0.05,21.0,1100.0,1132.7257125,40560.0,True,3
DELHIVERY,480.15,2.9260450160771656,0.05,17.0,2333.0,7943.322855,33915.0,True,3
AMBER,7630.0,-5.217391304347826,0.04,17.0,1181.0,618.14718,38126.0,True,3
PFC,413.15,-4.584295612009243,0.03,23.0,668.0,615.94624,70695.0,True,3
UNIONBANK,174.23,-0.8930602957906835,0.03,19.0,1303.0,2266.834575,55602.0,True,3
NMDC,84.21,-5.222284749577941,0.03,23.0,517.0,1749.495375,76607.0,True,3
ICICIPRULI,495.9,-1.4115308151093484,0.03,16.0,410.0,432.9176675,46438.0,True,3
APLAPOLLO,1810.2,-3.610223642172521,0.03,7.0,122.0,112.550025,24197.0,True,3
CONCOR,486.6,2.226890756302526,0.03,10.0,496.0,538.39075,29821.0,True,3
BLUESTARCO,1698.5,1.3969315264760367,0.03,6.0,91.0,125.0342275,22472.0,True,3
PNBHOUSING,1082.0,7.70455902846904,0.03,6.0,152.0,228.241715,18378.0,True,3
PIDILITIND,1583.8,0.2405063291139211,0.02,5.0,238.0,474.6903,20707.0,True,3
VBL,462.75,-12.357954545454543,0.02,14.0,521.0,721.3507575,72310.0,True,3
INDIANB,844.9,-3.2187857961053865,0.02,9.0,1014.0,1758.0099,36484.0,True,3
HAVELLS,1211.8,2.218473218051451,0.02,8.0,886.0,775.3706,42476.0,True,3
LICHSGFIN,543.8,-1.4855072463768195,0.02,9.0,536.0,473.5602,36772.0,True,3
DMART,3967.9,-7.8454142183617,0.01,13.0,1314.0,371.845845,86754.0,True,3
MPHASIS,2357.3,2.9388646288209688,0.01,2.0,1319.0,2379.8198325,27694.0,True,3
GODFRYPHLP,2121.1,-6.691008270279778,0.01,1.0,37.0,76.708115,11867.0,True,3
ADANIENT,3175.3,4.450657894736848,0.0,-4.0,1618.0,1483.6596066,99620.0,True,3
SWIGGY,270.6,5.744431418522868,0.0,-2.0,1182.0,2604.9927725,47441.0,True,3
SUZLON,53.05,-10.795359004540108,0.0,0.0,765.0,1446.44745,70781.0,True,3
