symbol,sector,nifty_sector_index,perf_1w,perf_1m,nifty_1w,nifty_1m,sector_1m,rs_vs_nifty_1w,rs_vs_nifty_1m,rs_vs_sector_1m
RELIANCE,Energy Minerals,NIFTY_ENERGY,0.4481879298354209,-1.275917065390746,0.06,-0.04,-1.98,0.39,-1.24,0.7
BHARTIARTL,Communications,,-0.3787684905563848,1.5920242196471448,0.06,-0.04,,-0.44,1.63,
HDFCBANK,Finance,NIFTY_FIN_SERVICE,-6.787916152897652,-4.298012406633743,0.06,-0.04,-0.84,-6.85,-4.26,-3.46
ICICIBANK,Finance,NIFTY_FIN_SERVICE,2.8381343336400247,7.390983000739098,0.06,-0.04,-0.84,2.78,7.43,8.23
SBIN,Finance,NIFTY_FIN_SERVICE,1.8414574101427912,-0.3660886319845813,0.06,-0.04,-0.84,1.78,-0.33,0.47
TCS,Technology Services,NIFTY_IT,1.743250080493082,3.742613263296135,0.06,-0.04,4.27,1.68,3.78,-0.53
BAJFINANCE,Finance,NIFTY_FIN_SERVICE,5.722233260480828,10.15992961026863,0.06,-0.04,-0.84,5.66,10.2,11.0
LICI,Finance,NIFTY_FIN_SERVICE,-2.125714285714288,-4.012553239184047,0.06,-0.04,-0.84,-2.19,-3.97,-3.17
LT,Industrial Services,NIFTY_ENERGY,-0.7755946225439504,-9.224219489120152,0.06,-0.04,-1.98,-0.84,-9.18,-7.24
HINDUNILVR,Consumer Non-Durables,NIFTY_FMCG,1.2588401697312503,-2.541180741480238,0.06,-0.04,-1.44,1.2,-2.5,-1.1
SUNPHARMA,Health Technology,NIFTY_PHARMA,-0.7621483375959126,5.1544715447154426,0.06,-0.04,4.1,-0.82,5.19,1.05
INFY,Technology Services,NIFTY_IT,-1.1955514365153004,1.0521327014217925,0.06,-0.04,4.27,-1.26,1.09,-3.22
ADANIENT,Distribution Services,NIFTY_FIN_SERVICE,-0.6165884194053152,4.450657894736848,0.06,-0.04,-0.84,-0.68,4.49,5.29
MARUTI,Consumer Durables,NIFTY_AUTO,1.088646967340591,1.486988847583643,0.06,-0.04,2.86,1.03,1.53,-1.37
ADANIPORTS,Transportation,NIFTY_AUTO,0.547645125958379,0.0381409033945428,0.06,-0.04,2.86,0.49,0.08,-2.82
ADANIPOWER,Utilities,NIFTY_ENERGY,-3.397055592177552,-5.045356371490284,0.06,-0.04,-1.98,-3.46,-5.01,-3.07
TITAN,Consumer Durables,NIFTY_AUTO,2.8314056453199816,6.762309036841978,0.06,-0.04,2.86,2.77,6.8,3.9
M&M,Consumer Durables,NIFTY_AUTO,3.732841232841224,3.860615883306318,0.06,-0.04,2.86,3.67,3.9,1.0
AXISBANK,Finance,NIFTY_FIN_SERVICE,-6.347891566265058,-8.618662747979425,0.06,-0.04,-0.84,-6.41,-8.58,-7.78
KOTAKBANK,Finance,NIFTY_FIN_SERVICE,1.0676156583629772,-3.96994364433313,0.06,-0.04,-0.84,1.01,-3.93,-3.13
ITC,Consumer Non-Durables,NIFTY_FMCG,1.3193565877462623,-4.269125683060109,0.06,-0.04,-1.44,1.26,-4.23,-2.83
ULTRACEMCO,Non-Energy Minerals,NIFTY_METAL,4.572322670375522,5.795444551930349,0.06,-0.04,-3.02,4.51,5.84,8.82
NTPC,Utilities,NIFTY_ENERGY,-0.1151079136690582,-5.11208310552214,0.06,-0.04,-1.98,-0.18,-5.07,-3.13
HCLTECH,Technology Services,NIFTY_IT,6.905790838375116,8.882042253521135,0.06,-0.04,4.27,6.85,8.92,4.61
ONGC,Energy Minerals,NIFTY_ENERGY,0.9983160933365444,2.8413962033068008,0.06,-0.04,-1.98,0.94,2.88,4.82
JSWSTEEL,Non-Energy Minerals,NIFTY_METAL,1.128361075544185,-2.038759689922477,0.06,-0.04,-3.02,1.07,-2.0,0.98
HAL,Electronic Technology,NIFTY_IT,2.7427774277742905,3.214213060283443,0.06,-0.04,4.27,2.68,3.25,-1.06
BEL,Electronic Technology,NIFTY_IT,-0.0488997555012197,-4.508292455033873,0.06,-0.04,4.27,-0.11,-4.47,-8.78
